date,price 1,price 2,price 3,price 4,price 5,price 6,price 7,price 8,price 9,price 10,transaction
2016-01-10,-0.5474768114154055,-0.6352387642539675,-0.9734674139576452,-0.6697518917747531,-0.7811799891989961,-1.062215456153943,1.7915271451359727,1.3162320747068996,0.7620498556588919,0.7995212512528849,0
2016-01-11,-0.7659939699070618,-1.1006041732668679,-0.800137868209085,-0.9103738827270379,-1.1884027689006338,1.6348098507007562,1.1645995940843539,0.6163461413490455,0.653416659505525,0.6963404173709226,0
2016-01-12,-1.13936411254729,-0.8343983120219025,-0.9462851154614117,-1.2284774958176936,1.6370128506773576,1.1597611758291846,0.6032976047406496,0.6409232554548205,0.6844897983870187,-0.5769596492407277,0
2016-01-13,-0.8792784387313625,-0.9939713437026697,-1.283241059780743,1.6541152852366408,1.1648942215537184,0.5944746410769488,0.6330439365540252,0.6777031207906404,-0.6153832591513602,-0.952357103845821,0
2016-01-14,-0.9394494417419821,-1.2208399734250723,1.6365080921569386,1.1606125262929001,0.6057301445178166,0.643248882075562,0.6866916308266359,-0.5711734125567384,-0.8989686985875697,-1.1023597495585078,0
2016-01-15,-0.2209341452294637,0.9204143308399235,0.730321046297614,0.5086770091341737,0.5236636166292103,0.5410165305708319,0.03857079507933209,-0.09236482829835824,-0.17360801629776876,-2.775756338725488,1
2016-01-16,0.9458420996400962,0.7800316279083175,0.5867007459306,0.5997729407974205,0.6149091664326866,0.17664663326611693,0.06243693074547271,-0.008428125637818798,-2.2781739606715905,-1.479738058411301,1
2016-01-17,0.9840833098260943,0.8012552701162551,0.8136173083884505,0.8279312474404662,0.4134776485252794,0.3054724720418872,0.23845721193472197,-1.9079830122743844,-1.1529227272805467,-1.3233887287181902,1
2016-01-18,1.0198955306294808,1.032303018836652,1.046669584129166,0.6306922163413706,0.5222899509524007,0.45502830435563,-1.6993034638263735,-0.9414671446462527,-1.112559876766194,-0.9535481200058671,0
2016-01-19,1.2605628697850626,1.2750211269850371,0.856388861694862,0.7472947391859627,0.6796038077497176,-1.4884775787373894,-0.7258045114387258,-0.8979892108202423,-0.7379625913568865,-0.9686375130473922,1
2016-01-20,1.4863483177991585,1.0309132904106044,0.9122284952041684,0.838586724684512,-1.5200948378819552,-0.6903737244056325,-0.877695509610972,-0.7036006443533379,-0.9545546390368281,0.47824252719027216,0
2016-01-21,1.3373519549643826,1.2013847679951055,1.1170195857189875,-1.5851234854355085,-0.634581795809926,-0.8491806089783039,-0.6497347654420444,-0.9372316487325061,0.7042035481737121,0.2958924475460918,0
2016-01-22,1.544431366257184,1.4526256062084235,-1.4878326695280921,-0.4534580623767642,-0.6869833937629323,-0.4699474464631923,-0.7828000850759606,1.0034013046106056,0.5590792523357779,-0.678515872205037,1
2016-01-23,1.9182592603343127,-1.4948072660216427,-0.2941817116608997,-0.565240647673407,-0.3133213693564395,-0.6764575775258687,1.3968329101423156,0.8810967284543957,-0.5554121748027246,-0.2967681518900272,1
2016-01-24,-1.6951359623928777,-0.19132884214142903,-0.5308354905738975,-0.21530163983608833,-0.6701368825834046,1.9267002298542528,1.2807305190008722,-0.5185251350009646,-0.19456840939746478,0.8084016130709719,0
2016-01-25,-0.44672150355262724,-0.8578967501037955,-0.47575487019841617,-1.0266041508833803,2.118415673882042,1.3360841456157917,-0.8429877239883907,-0.4506449314777347,0.7640483541352578,-0.11793824342869764,0
2016-01-26,-0.9033978775952328,-0.5172694184159486,-1.0738652671713054,2.1039640231584094,1.3134710584730973,-0.8883333175861851,-0.4918975278743946,0.7354676770733098,-0.15571997819879566,-0.12241937186300851,0
2016-01-27,-0.6477954227026426,-1.2314847908675182,2.101032285492611,1.272060348084663,-1.0369216681458913,-0.6211884999372929,0.6659213888365295,-0.26864677329640063,-0.23372518716688173,0.0007483197027719609,0
2016-01-28,-1.1178216850513936,2.0544712510712255,1.2653554683081876,-0.932612965726867,-0.5368678389650637,0.688359073489481,-0.2012759714710537,-0.16803338082306546,0.05516687067059561,-1.1067408215020598,0
2016-01-29,2.0473078025960754,1.2629981468080658,-0.9215835122925305,-0.5282486799013534,0.6895159611817324,-0.19470074203363447,-0.16166061611277882,0.060180229355849026,-1.0946508385446476,-1.1591577510568,0
2016-01-30,2.0085014806308092,-0.745601132302127,-0.24972381632572468,1.2855123539372184,0.17078014762226532,0.21243384216427905,0.49210864837497487,-0.9637871513317428,-1.045111031151872,-1.165113341618165,0
2016-01-31,-0.35802679801264164,0.17332790369801232,1.8184020601941988,0.6239166907486479,0.6685504856923384,0.9682345374571526,-0.5918228667653281,-0.6789650378458747,-0.8075528756598568,-1.816064099506679,1
