date,price 1,price 2,price 3,price 4,price 5,price 6,price 7,price 8,price 9,price 10,price 11,price 12,price 13,price 14,price 15,price 16,price 17,price 18,price 19,price 20,price 21,price 22,price 23,price 24,price 25,price 26,price 27,price 28,price 29,price 30,price 31,price 32,price 33,price 34,price 35,price 36,price 37,price 38,price 39,price 40,transaction
2016-02-09,-0.8633312525454481,-0.8645746554736671,-0.8659592639286715,-0.866709588617318,-0.8682800647576386,-0.8696741108293722,-0.8683278465295712,-0.869885691691524,-0.8711145322481169,-0.8724514823863164,-0.8731109934859912,-0.8752214338978437,-0.8763723298816729,-0.8775416010897583,-0.8861275489298064,-0.8857325441206364,-0.887733481829297,-0.8884279929419764,-0.8899272120697405,-0.8850190470007602,-0.888825861673767,-0.8921515497101525,-0.8929070279279164,-0.8926855216707948,-0.8945549540820791,-0.8952940700748961,-0.8941110028815381,-0.8979325922513433,-0.8991965127271471,-0.9008013421018176,-0.902442685331889,-0.9031075391264327,-0.9042409776547208,-0.905846079198784,-0.9051776770522207,-0.9065535237019504,-0.9081250030181008,-0.9092358348507965,-0.9106454406007004,-0.9112566324152562,1
2016-02-10,-0.8634916631366706,-0.8648955569722957,-0.8656382794559329,-0.8671911893800197,-0.8686012129582251,-0.8672648732940066,-0.868809821430809,-0.8700463916022146,-0.8714360166851254,-0.8721299088268817,-0.8742368198304131,-0.8753823118336949,-0.8765332536131224,-0.8851071586650991,-0.8846784155165696,-0.8866989077019285,-0.8874112679472329,-0.8889114549845607,-0.8839627667676204,-0.8877602554168049,-0.8910839613593753,-0.8918288723218347,-0.891615950296353,-0.8934926775053423,-0.8942319983259939,-0.8930327214408464,-0.8968577180462144,-0.8980942103015093,-0.8996815052006236,-0.9012864711127107,-0.9019574253346895,-0.9031075391264327,-0.9047265076962109,-0.9040652903213429,-0.905501551184059,-0.9072014683372388,-0.9082870392215218,-0.909722094584412,-0.9103211667795009,-0.9109322574182833,1
2016-02-11,-0.8638124843191158,-0.8645746554736671,-0.8661197561650408,-0.8675122565551542,-0.8661926014538263,-0.8677467208010797,-0.8689704797312215,-0.8703677914235962,-0.8711145322481169,-0.8732554162849031,-0.8743976521653307,-0.8755431897695458,-0.8840966689912518,-0.8836584348740765,-0.8856445044587274,-0.8863767865081645,-0.8878945887703291,-0.882948756459353,-0.8867031875821081,-0.8900177211711947,-0.8907613756900027,-0.8905381627685638,-0.8924228738160801,-0.8931698151715234,-0.8919713080333976,-0.8957786447821926,-0.8970192895264893,-0.8985790644520073,-0.9001664976741002,-0.9008013421018176,-0.9019574253346895,-0.9035929324034884,-0.9029462308774137,-0.9043890701172412,-0.9061492994477355,-0.9073634544960609,-0.9087731478317846,-0.9093979214286684,-0.9099968929583013,-0.9112566324152562,1
2016-02-12,-0.8634916631366706,-0.8650560077216101,-0.8664407406377793,-0.8651042527416453,-0.866674323754706,-0.8679073366367708,-0.8692917963320468,-0.8700463916022146,-0.8722397277776464,-0.8734162030646205,-0.8745584845002481,-0.8831044527545456,-0.8826483554082059,-0.8846242507347583,-0.8853224748113415,-0.8868599682988105,-0.8819336319521422,-0.8856883747006647,-0.8889600047234508,-0.8896952260634248,-0.8894710330125122,-0.8913448562393581,-0.8921001044081893,-0.8909097788347903,-0.8947164319601217,-0.8959401696846246,-0.8975040039673146,-0.8990639186025055,-0.8996815052006236,-0.9008013421018176,-0.902442685331889,-0.9018131570542841,-0.9032699175717404,-0.905036629709038,-0.9063112365136546,-0.9078494129725272,-0.9084490754249428,-0.9090737482729246,-0.9103211667795009,-0.9107700699197969,1
2016-02-13,-0.8639728949103384,-0.8653769092202386,-0.8640333570922399,-0.865585853504347,-0.8668348978549992,-0.8682285683081529,-0.8689704797312215,-0.87117129097705,-0.8724004699961507,-0.8735769898443378,-0.8821176042413668,-0.881656551331886,-0.8836138977969031,-0.884302312114531,-0.8858055192824204,-0.8809007262141754,-0.8846724499496876,-0.887944530899392,-0.8886376022746875,-0.8884052456323449,-0.8902774971859437,-0.8910221788510404,-0.8898407185529531,-0.8936541086722519,-0.8948779098381643,-0.8964247443919211,-0.8979887184081399,-0.8985790644520073,-0.8996815052006236,-0.9012864711127107,-0.900663398675491,-0.9021367525723213,-0.9039172909603939,-0.9051985196069873,-0.906797047711412,-0.907525440654883,-0.9081250030181008,-0.9093979214286684,-0.9098347560477016,-0.910445694922824,1
2016-02-14,-0.8642937160927834,-0.8629701479805238,-0.8645148338013479,-0.8657463870919143,-0.8671560460555858,-0.8679073366367708,-0.8700950878341098,-0.8713319908877409,-0.8725612122146549,-0.8811339684910533,-0.8806701132271099,-0.8826218189469924,-0.8832920503340042,-0.8847852200448718,-0.87984797080578,-0.88363875636117,-0.8869279471241367,-0.8876222228710023,-0.8873479924796346,-0.8892114834017697,-0.8899549115165711,-0.8887634371328161,-0.8925842585200257,-0.8938155398391614,-0.895362343472292,-0.8969093190992175,-0.8975040039673146,-0.8985790644520073,-0.9001664976741002,-0.8995076647394362,-0.9009869053402905,-0.9027839436083955,-0.9040791343075573,-0.9056841893008347,-0.9064731735795738,-0.9072014683372388,-0.9084490754249428,-0.9089116616950528,-0.9095104822265019,-0.9091481949349327,1
2016-02-15,-0.861887557224445,-0.8634515002284668,-0.8646753260377171,-0.8660674542670489,-0.8668348978549992,-0.869031647486608,-0.8702557461345225,-0.8714926907984316,-0.8801160964843529,-0.8796868874735972,-0.8816351072366144,-0.8823000630752904,-0.8837748215283527,-0.8788293555706674,-0.8825852228085608,-0.8858936047175184,-0.8866057332420725,-0.8863329907574439,-0.8881539986015426,-0.8888889882939999,-0.8876968118309628,-0.891506194933517,-0.892745643223971,-0.8942998333398899,-0.8958467771064199,-0.8964247443919211,-0.8975040039673146,-0.8990639186025055,-0.8983881919380194,-0.8998310840800317,-0.9016339186698897,-0.9029457413674141,-0.9045646643490475,-0.9053604095049363,-0.9061492994477355,-0.907525440654883,-0.9079629668146799,-0.9085874885393092,-0.9082133869417036,-0.909634757430392,1
2016-02-16,-0.8623687889981126,-0.8636119509777811,-0.8649963105104558,-0.8657463870919143,-0.867958916557052,-0.8691922633222992,-0.8704164044349351,-0.8790455866008978,-0.878669416517815,-0.8806516081519012,-0.8813134425667797,-0.8827826968828435,-0.8778206434647189,-0.8815658338425992,-0.8848394303402626,-0.8855714835237543,-0.885316877713816,-0.8871387608284179,-0.8878315961527794,-0.8866315225396101,-0.8904387900206301,-0.8916675336276759,-0.8932297973358073,-0.8947841268406185,-0.895362343472292,-0.8964247443919211,-0.8979887184081399,-0.8972861200506792,-0.8987115202536705,-0.9004779227612223,-0.9017956720022896,-0.9034311346444698,-0.9042409776547208,-0.905036629709038,-0.9064731735795738,-0.9070394821784168,-0.907638894407838,-0.9072907959163344,-0.9086997976735031,-0.9091481949349327,1
2016-02-17,-0.8625291995893352,-0.8639328524764098,-0.8646753260377171,-0.8668701222048851,-0.8681194906573454,-0.8693528791579901,-0.8779673445543272,-0.8775992874046809,-0.8796338698288403,-0.8803300345924666,-0.8817959395715318,-0.8768302132563544,-0.8805563468993615,-0.8838194041841901,-0.8845174006928765,-0.8842829987486981,-0.8861224124189763,-0.8868164528000283,-0.8855747790114367,-0.8893727309556548,-0.8906000828553163,-0.8921515497101525,-0.8937139514476437,-0.8942998333398899,-0.895362343472292,-0.8969093190992175,-0.896211432125114,-0.8976093561510111,-0.8993581768849725,-0.90063963243152,-0.9022809319994891,-0.9031075391264327,-0.9039172909603939,-0.9053604095049363,-0.9059873623818164,-0.9067155098607725,-0.9063426047804704,-0.9077770556499499,-0.9082133869417036,-0.9086616324394734,1
2016-02-18,-0.8628500207717804,-0.8636119509777811,-0.8657987716923021,-0.8670306557924525,-0.8682800647576386,-0.8769018234354689,-0.8765214198506138,-0.8785634868688255,-0.8793123853918319,-0.8808123949316186,-0.8758451431795874,-0.8795651381658224,-0.8828092791396555,-0.8834974655639628,-0.8832292821033327,-0.8850883017331082,-0.8858001985369122,-0.8845602966013011,-0.8883151998259243,-0.8895339785095397,-0.8910839613593753,-0.8926355657926291,-0.8932297973358073,-0.8942998333398899,-0.8958467771064199,-0.895132545172464,-0.8965345750856641,-0.8982558283516753,-0.8995198410427981,-0.9011247614424129,-0.9019574253346895,-0.9027839436083955,-0.9042409776547208,-0.9048747398110888,-0.905663488249978,-0.9054196205901958,-0.9068287133907332,-0.9072907959163344,-0.9077269762099043,-0.908499444940987,1
