date,price 1,price 2,price 3,price 4,price 5,price 6,price 7,price 8,price 9,price 10,price 11,price 12,price 13,price 14,price 15,price 16,price 17,price 18,price 19,price 20,price 21,price 22,price 23,price 24,price 25,price 26,price 27,price 28,price 29,price 30,price 31,price 32,price 33,price 34,price 35,price 36,price 37,price 38,price 39,price 40,price 41,price 42,price 43,price 44,price 45,price 46,price 47,price 48,price 49,price 50,price 51,price 52,price 53,price 54,price 55,price 56,price 57,price 58,price 59,price 60,transaction
2016-02-29,-0.8854298386485369,-0.8863763869537873,-0.8871617034825585,-0.8881499932198392,-0.8891231269412017,-0.8900537874772908,-0.8910234786311859,-0.8917702741062461,-0.8926582491822076,-0.8934873612214741,-0.8941597167410378,-0.8947430194780565,-0.895667082536926,-0.8962476056383358,-0.8969900106641594,-0.8977613660945483,-0.8981465064410579,-0.8986004126270779,-0.8997038827222835,-0.8999331600993198,-0.9006728013697941,-0.9017002419074234,-0.9007200696718436,-0.9008914731915232,-0.9003084901615792,-0.901986256072558,-0.9023780316315819,-0.9026048985208761,-0.9035161708835846,-0.9044259542931352,-0.9057394937253236,-0.9068959868605495,-0.9067923626778472,-0.9072375595451159,-0.9078262337855935,-0.9087599115920247,-0.9095620725608067,-0.9086781651341791,-0.9086225541864906,-0.9060662680263425,-0.905295973930486,-0.8999483386213164,-0.902531198118364,-0.9039459086002696,-0.9053483136349403,-0.9059762641989988,-0.9106210620867772,-0.913708232947514,-0.9121115916482737,-0.9117176705001167,-0.9142109893872374,-0.9139178861909684,-0.9110230385760614,-0.9120108939020413,-0.9102118988392454,-0.9115187395371255,-0.9129688133206415,-0.9117418025634633,-0.9123568430383856,-0.9136250309273077,1
2016-03-01,-0.885471909085365,-0.8862421035366886,-0.8872289985776192,-0.8881666202016971,-0.8891204837521273,-0.8900880162957836,-0.8908503145877248,-0.891770103922109,-0.8926102814730676,-0.8932521759113908,-0.8938500104479503,-0.8947817445049935,-0.8954346619823347,-0.896170109287559,-0.8969512510189698,-0.8973348842954212,-0.8977586811808909,-0.8988331775775998,-0.8990829877489245,-0.8998555248065737,-0.9008669472850394,-0.8998747229813672,-0.9000595760983195,-0.8994923616397207,-0.9011637571353235,-0.9015584950978812,-0.9018334460916618,-0.9027605395353433,-0.9036718565697663,-0.9049710105879627,-0.9061289326481631,-0.906000017197982,-0.9064416621423542,-0.9070426681668746,-0.9079821927659721,-0.9087989127733475,-0.9078845342358473,-0.9078196347095806,-0.9052654791876217,-0.9045043722531021,-0.8991637221222429,-0.9017455776746623,-0.9031565071416785,-0.9045323078771023,-0.9051527888309207,-0.9097705851980734,-0.912812265092216,-0.9112032187538049,-0.9107803832114698,-0.913284293950404,-0.9129964729890241,-0.9101164216099842,-0.9111406467184184,-0.9094619283311532,-0.9107610655440407,-0.9122250157841366,-0.9109671221806178,-0.9115847609182156,-0.9128673782323059,-0.908478911368228,1
2016-03-02,-0.885337665795152,-0.8863093784437628,-0.8872456205626487,-0.8881639778095989,-0.8891547022305678,-0.8899149046743967,-0.8908501444551348,-0.8917221506736542,-0.892375166961314,-0.8929425636945258,-0.8938887237345862,-0.8945493943433712,-0.8953571884641376,-0.8961313611121707,-0.8965248949218846,-0.896947173568942,-0.8979913763369911,-0.8982124710428746,-0.8990053758772546,-0.9000496130384388,-0.8990419756817346,-0.89921442890173,-0.8986608838249744,-0.900347374254711,-0.9007361236484515,-0.9010140720392015,-0.9019890419602103,-0.9029161805498106,-0.9042167564714021,-0.9053603365128394,-0.9052332231256321,-0.905649420373499,-0.9062468285115247,-0.9071985812694677,-0.9080211825110667,-0.9071218619764686,-0.907026258813775,-0.9044635612316049,-0.9037040489555895,-0.8983739313431336,-0.9009604328431294,-0.9023707043019132,-0.9037427343510357,-0.9043368414514914,-0.9089459700289025,-0.9119611210325909,-0.9103080330860002,-0.909872429963397,-0.9123465107841803,-0.9120701607764313,-0.9091962120010664,-0.9102339926794991,-0.9085924703006809,-0.9100109363002676,-0.9114671370216345,-0.9102238997509384,-0.9108101267970866,-0.9120951462652707,-0.9077227543551085,-0.9052576762243766,1
2016-03-03,-0.8854049205989807,-0.8863259954423307,-0.8872429789646561,-0.8881981859704615,-0.8889816429038057,-0.889914734593311,-0.8908022057312416,-0.8914871070411863,-0.8920656479476673,-0.892981265221634,-0.8936564440147705,-0.8944719442894972,-0.8953184517050391,-0.8957051311828989,-0.8961372984699889,-0.8971798000048296,-0.897370855920724,-0.8981348827260339,-0.8991994055564293,-0.8982251836589069,-0.898381879569901,-0.8978161590860273,-0.8995156402142409,-0.8999198679472159,-0.9001918628469777,-0.9011696214845385,-0.902144637828759,-0.9034609241004457,-0.9046059706868561,-0.9044648868856229,-0.9048827280950765,-0.9054546443598974,-0.9064026954161883,-0.9072375595451159,-0.9063446234719977,-0.9062638359873678,-0.903671182163856,-0.9029025968232439,-0.8975754352948636,-0.9001701114823599,-0.9015853757025682,-0.9029567605149608,-0.90354732528125,-0.9081288901083434,-0.911135847833923,-0.9094576515074281,-0.908977659832698,-0.9114380638344651,-0.9111327619153297,-0.9082710989094845,-0.9093137458460547,-0.9076866195066746,-0.9091413082983475,-0.910716803689129,-0.9094666011684518,-0.9100669494738248,-0.9113203617935632,-0.9069520323834083,-0.904502455439611,-0.9020364410805253,1
2016-03-04,-0.8854215326320181,-0.8863233546367962,-0.8872771768451015,-0.8880251788246604,-0.8889814728740991,-0.8898668103819419,-0.8905672332911494,-0.8911776813373333,-0.8921043378243732,-0.8927490560589852,-0.8935790174414986,-0.8944332192625601,-0.8948923473549552,-0.8953176494290154,-0.8963698563411263,-0.896559462842463,-0.8972932908686905,-0.8983288535181356,-0.8973755265721871,-0.8975652836705657,-0.8969840289801356,-0.8986706573067345,-0.8990882620196078,-0.8993757690104038,-0.900347365933113,-0.9013251709298756,-0.902689223368679,-0.9038500266366136,-0.9037107779913117,-0.9041144935532337,-0.9046880086336567,-0.9056104651707788,-0.9064416621423542,-0.9055614936922415,-0.9054868490799161,-0.9029097343936103,-0.9021106813964518,-0.8967758115204276,-0.8993710800617004,-0.9007948697916562,-0.902171259633292,-0.9027614084439449,-0.9073382612350934,-0.9103181140751858,-0.908633130342471,-0.9081276833221854,-0.9105428048365829,-0.9102246975843874,-0.9073349025515071,-0.9083885956682561,-0.9067671792046398,-0.9082352844977446,-0.9098469571524902,-0.9087168460873551,-0.9093096963956532,-0.910577037874444,-0.9061787629829143,-0.9037326786558303,-0.9012821565241135,-0.8976367052742892,1
2016-03-05,-0.8854188926156152,-0.886357542258153,-0.8871042216923214,-0.8880250088462213,-0.8889335631399709,-0.8896319090752239,-0.8902579013092611,-0.8912163595503149,-0.8918721985641381,-0.8926716530047689,-0.8935403041548627,-0.8940072439662528,-0.8945049797639698,-0.8955501384813455,-0.8957497020180933,-0.8964819206971671,-0.8974872034987741,-0.8965055280723805,-0.8967158256629931,-0.896167848401137,-0.8978382710072144,-0.8982434081963809,-0.898544326135529,-0.899531225849493,-0.9005028690192484,-0.9018695939885553,-0.9030782130400504,-0.9029550908034273,-0.903360485197403,-0.9039198305907953,-0.9048437842027927,-0.905649420373499,-0.9047660929172208,-0.9047039716279801,-0.9021337310017783,-0.9013496871406997,-0.8959857158843904,-0.8985709205900425,-0.8999956521545134,-0.9013805807066213,-0.9019759649897174,-0.9065512386216529,-0.9095268428166938,-0.9078161438273659,-0.9073035616751371,-0.9096923517754121,-0.9093298174585721,-0.9064280354470472,-0.9074523621194603,-0.9058428325615392,-0.9073156704812523,-0.9089407109148345,-0.9078476187324193,-0.9085599866676083,-0.9098196369072488,-0.9054369162989744,-0.9029603576205234,-0.9005133249282523,-0.8968836994687996,-0.8953189873049326,1
2016-03-06,-0.8854530700209469,-0.8861846389905256,-0.8871040517649652,-0.8879771135578672,-0.8886987327936862,-0.8893226707376269,-0.8902965678069971,-0.8909842902724251,-0.8917948188107264,-0.8926329514776609,-0.8931144580018673,-0.8936199936968824,-0.8947374003185611,-0.8949301676751319,-0.8956721827277141,-0.8966757760604067,-0.8956644247759892,-0.895846027379235,-0.8953188119729352,-0.8970218366213434,-0.8974111499936751,-0.8976996366013854,-0.898699736388123,-0.8996866826885822,-0.901047129820722,-0.9022584676018979,-0.9021835367958961,-0.9026048985208761,-0.9031658780896759,-0.904075560960746,-0.9048827280950765,-0.903974346656525,-0.9039088249415711,-0.9013518399222312,-0.9005741411979933,-0.8952265016730261,-0.8977802917669051,-0.899195306353387,-0.9005811884915254,-0.9011853437349663,-0.905764681075065,-0.9087391818170306,-0.9070256067234362,-0.9064869721332115,-0.9088677601072945,-0.9084797337241614,-0.9055343408241512,-0.9065454579873773,-0.9049074048138059,-0.9063911507691398,-0.9080208735511826,-0.9069420027330798,-0.9076908078759431,-0.9090697797817858,-0.9046810055980933,-0.9022194356181461,-0.8997419522581325,-0.8961161588613166,-0.8945666551271612,-0.8938262197992455,0
2016-03-07,-0.8852802184206794,-0.8861844691141462,-0.8870561708703562,-0.8877423540177818,-0.8883895878727105,-0.8893613255298265,-0.8900645688205807,-0.8909069338464618,-0.8917561289340206,-0.8922072346794715,-0.8927273251355079,-0.8938523438585046,-0.8941176121729845,-0.8948526713243552,-0.895865980953662,-0.8948535356459548,-0.8950051218337053,-0.8944494376761033,-0.8961725425613039,-0.8965948425112402,-0.8968675414309885,-0.8978549999142412,-0.8988551466407169,-0.9002307816253942,-0.9014358875360603,-0.9013640582912098,-0.9018334460916618,-0.9024103472527921,-0.9033215637758576,-0.9041144935532337,-0.9032081407268666,-0.9031173321966778,-0.9005576864913042,-0.8997927088963015,-0.894452751218137,-0.8970205560138731,-0.8984044920738669,-0.8997806680065222,-0.9003860097125214,-0.9049729409850742,-0.9079519810831007,-0.9062386753080274,-0.9056968250488932,-0.908050703538099,-0.9076555063223726,-0.9046854127250867,-0.9056517266994426,-0.9040013029468915,-0.9054555494642547,-0.9070961313217691,-0.90602279818638,-0.90678524130706,-0.9082004431594906,-0.9039326337850729,-0.9014644577557211,-0.8990019549373178,-0.8953460815192571,-0.8937997945939129,-0.8930743214833939,-0.9010150738397918,1
2016-03-08,-0.8852800485950628,-0.8861366025834199,-0.8868214818814473,-0.8874333023103843,-0.8884282309878324,-0.8891293967766287,-0.8899872358251086,-0.8908682556334803,-0.8913305402902563,-0.8918202194083903,-0.8929596048553236,-0.8932327434275121,-0.8940401386547874,-0.895046412201297,-0.8940442776297525,-0.8941944274109404,-0.893608950897104,-0.8953029091613505,-0.8957456772671195,-0.8960513954620178,-0.8970228581631846,-0.8980103632270972,-0.8993990825247955,-0.900619423723117,-0.9005417447907822,-0.9010140720392015,-0.901638951255976,-0.9025659882672593,-0.903360485197403,-0.9024403920762635,-0.9023513750966196,-0.8997671847627298,-0.8989990174446684,-0.8936731196195273,-0.8962462794924898,-0.8976445749150374,-0.8989896798616434,-0.8995855474554771,-0.9041724780251993,-0.9071595950676108,-0.9054522096453456,-0.9049102812251195,-0.9072600976071791,-0.9068388116993112,-0.9038623251243907,-0.9048027628590787,-0.9031083660681296,-0.9045492748017655,-0.9061603068719744,-0.9050986864226527,-0.9058660863930622,-0.9072947159416248,-0.9030648876098967,-0.9007170156802603,-0.898247909913349,-0.8946073471781377,-0.8930303996121709,-0.8923078989640597,-0.9002610861362726,-0.8998365731774072,1
2016-03-09,-0.8852321963679255,-0.8859019839993173,-0.8865125230519009,-0.887471933773809,-0.8881963722971006,-0.8890520871922294,-0.8899485693273725,-0.8904427952906823,-0.8909436415231979,-0.8920524285710391,-0.8923401922691485,-0.893155293373638,-0.89423382245028,-0.8932252479580445,-0.89338536366153,-0.8927986687956154,-0.8944621664694714,-0.8948761734187269,-0.8952023941654303,-0.8962066660475099,-0.8971781748953808,-0.8985541348220926,-0.8997876081562801,-0.8997255468983545,-0.9001918628469777,-0.9008196352325301,-0.9017945471245247,-0.9026048985208761,-0.9016868640709502,-0.9015838750415346,-0.8990022003601997,-0.8982089766539166,-0.8928812414366231,-0.8954661202993465,-0.8968701154140039,-0.8982295926348787,-0.898794617265718,-0.9033708861457522,-0.9063584803500442,-0.9046605618304261,-0.9041242060690382,-0.9064730977932465,-0.9060485613745075,-0.9030467630424592,-0.9039796400068025,-0.9022601766225853,-0.9036561668194893,-0.9052538100437462,-0.9041634942167686,-0.904942024077624,-0.9063753997213452,-0.9021607792394709,-0.8998502650521355,-0.8975013975754477,-0.8938545762749871,-0.8922923305907124,-0.891538943468624,-0.8994925542341422,-0.8990829279964565,-0.8917834853177786,0
