date,price 1,price 2,price 3,price 4,price 5,price 6,price 7,price 8,price 9,price 10,price 11,price 12,price 13,price 14,price 15,price 16,price 17,price 18,price 19,price 20,price 21,price 22,price 23,price 24,price 25,price 26,price 27,price 28,price 29,price 30,price 31,price 32,price 33,price 34,price 35,price 36,price 37,price 38,price 39,price 40,transaction
2018-02-09,0.6015382139273171,1.0856602164268423,1.1656468617186726,1.3111502064203944,1.9799467202515368,2.0155734809457053,1.6321199150743169,1.1543559190986747,0.9443590024736633,1.082444672897522,0.5096759817374301,0.7197094386298202,0.858416293599116,0.643486440877989,0.6609526886849759,-0.19017975936555148,-0.30049482658164817,-0.19588004107661855,-0.14746418679992818,0.3245629871972695,-0.1501316263185682,-0.3944763942794957,-0.4174967627280353,-0.2380840498989411,-0.27462431727757536,-0.3067797525707735,-0.20837681252011106,-0.08209364845955162,-0.2611044183474807,-0.6959701404206071,-0.6540219134699345,-1.0378993464429145,-1.162059520968776,-1.0363025367584684,-1.3643975975512252,-1.8473649276015855,-1.5555068499682203,-1.603995784779668,-1.3685704960858653,-1.1963233296897215,0
2018-02-10,1.116586854316891,1.1955082556527632,1.3390738198918875,1.9989634538116985,2.0341157454071648,1.655768926942732,1.184367683239431,0.9771674578044115,1.1134141346651973,0.5482734467073194,0.7555097257747445,0.892369314386426,0.6803018485766498,0.6975354848665293,-0.14226177475725696,-0.2511076909897821,-0.14788614141253165,-0.10011507847510337,0.36562574494051864,-0.10274699364071237,-0.34383763353700164,-0.3665514219525336,-0.1895280868410069,-0.22558171924661313,-0.25730891576354664,-0.1602164836952486,-0.03561513010147391,-0.21224187525653881,-0.641316154515659,-0.5999265845140226,-0.9786916251143595,-1.1011982626653694,-0.9771160813782349,-1.3008416467481734,-1.7773769277060334,-1.4894057495927346,-1.5372489197949741,-1.3049589715688936,-1.1350057537721066,-1.1764962739444782,0
2018-02-11,1.2505101170761552,1.3933038610947712,2.04964587434759,2.0846091843471255,1.7082963893367396,1.239429437291687,1.0333431372226298,1.1688573408003164,0.6067548954231687,0.8128770552973539,0.9490008755622122,0.7380735018009116,0.7552144886519657,-0.08006795218821926,-0.18832870386883216,-0.08566208178814508,-0.03814783999390451,0.42508912264609555,-0.04076560576822845,-0.2805601226573507,-0.3031517998878198,-0.12708015671067174,-0.16293996183840048,-0.19449659035080175,-0.09792613514182791,0.02600535137960205,-0.14967183394114086,-0.5764393747662405,-0.5352723184796075,-0.9120010872294743,-1.0338491190729842,-0.9104340137453929,-1.232419203987269,-1.7063925922825107,-1.419969570785803,-1.467555532190299,-1.2365143937328558,-1.0674748583412554,-1.1087423220822457,-1.2851474614470813,1
2018-02-12,1.4622456478788841,2.124334380918292,2.159603818426538,1.7799961494916332,1.3070239490605426,1.0991332235632207,1.2358339459669754,0.6688099121805618,0.8767368114599438,1.0140524881587143,0.8012783020833274,0.8185693699078825,-0.024026535609624686,-0.13323518364797748,-0.02966964561094415,0.01826061561821042,0.48555353226592307,0.015619929527849715,-0.22627415110562724,-0.249063633803263,-0.07145036388994304,-0.10762414594968234,-0.13945707416225292,-0.0420410790753746,0.08297551172308389,-0.0942398465875788,-0.5247440268805363,-0.4832165250759552,-0.8632438098827522,-0.9861587039435407,-0.861663015606742,-1.186467404721141,-1.6645907517175391,-1.3756599022717835,-1.4236625110650576,-1.1905984506323632,-1.0200788593809584,-1.0617076477753062,-1.2396573338617816,-0.9514969859738985,1
2018-02-13,2.2198768192178124,2.2556658761000623,1.8704655038720306,1.390525074399808,1.1795715257820742,1.318286239585174,0.7429083250936178,0.9538985804363592,1.0932373085645857,0.877328352070848,0.894874166624402,0.03986442102620012,-0.07095318177124843,0.034138171925040005,0.08277458255989244,0.5569520562059486,0.0800949916343499,-0.1653628784903736,-0.18848811524505815,-0.00825809545854835,-0.04496482046598416,-0.07726673847252766,0.021584471972497358,0.14844291359819495,-0.0313833322132329,-0.46823006652672655,-0.4260907462181898,-0.8117169164563072,-0.9364426973590737,-0.8101128325734827,-1.1397025164152486,-1.6248699835285305,-1.3316823588766387,-1.380392182961506,-1.1438944244110978,-0.9708625933985464,-1.0131046925371034,-1.1936760848661823,-0.9012703134569487,-1.0217638089663577,1
2018-02-14,2.477249383438968,2.0674383870467534,1.5568343487555214,1.3324028835119481,1.4799801424566952,0.8678410755186395,1.0923115926963078,1.240552734520669,1.01084925817428,1.0295160826716572,0.11987938179841155,0.0019815927658126554,0.11378728007960205,0.16553109275538666,0.6700039773937158,0.1626803015664569,-0.09845998172635216,-0.12306270020615918,0.06868229619995585,0.02963036210502407,-0.004735339898515894,0.10043151861913581,0.23539500285121945,0.044079577720148824,-0.4206774899436344,-0.37584586960265226,-0.7861098684303673,-0.9188044352915364,-0.7844032989104193,-1.1350506151488116,-1.6512156488551628,-1.3392961356587143,-1.3911180522026887,-1.1395103460224527,-0.9554234338923541,-1.0003643996488016,-1.1924725790419992,-0.8813848720417728,-1.009576750901796,-0.6595464552221036,1
2018-02-15,2.3267541913908873,1.7714088937136763,1.527311805702132,1.6878204007248612,1.02204315092828,1.2661827127675627,1.4274133628618417,1.1775823081056378,1.1978847977645062,0.2085419282581739,0.08031344231649122,0.2019160111310116,0.2581938328841516,0.8068707396064637,0.25509324345926193,-0.028929242626208076,-0.05568775410128598,0.15285874009336878,0.11038491235514988,0.07300794394551725,0.1873899620445412,0.33417951070782503,0.12610022861829087,-0.3793807952942523,-0.33062084105077655,-0.7768338857374086,-0.921155705009103,-0.7749777794652489,-1.1563502787267161,-1.7177438494738504,-1.378492645180375,-1.4348554145889914,-1.1612007898544208,-0.9609834132792311,-1.0098622942403732,-1.2188037950329933,-0.8804572832703418,-1.0198818702038193,-0.6391804574206158,-0.3538540248235826,1
2018-02-16,1.9783140537219517,1.7155406046061237,1.8883300363459379,1.1716128247763187,1.434431997478212,1.6079987301811325,1.339052596946523,1.3609084710856152,0.295868980872465,0.15782947454208687,0.2887361014463174,0.3493198529825053,0.939977137770789,0.3459820311997572,0.040228411182784446,0.011422551961804544,0.2359253595411876,0.19020177347614015,0.14996501773889837,0.2730986350120717,0.4311193484528751,0.2071195003202077,-0.3370368974399224,-0.2845462206372474,-0.7648999264022098,-0.920264099492635,-0.7629018056911677,-1.1734538849692286,-1.777800811425387,-1.4125928124480336,-1.4732680111563514,-1.1786755184978572,-0.9631391061458302,-1.0157578089894868,-1.2406858459192744,-0.8764517593251067,-1.0265440029422315,-0.6167143563239982,-0.30955702221482867,-0.2786936016209216,1
2018-02-17,1.856830233063236,2.0389273667497485,1.2836025267031526,1.5605790613499049,1.7434953671117472,1.460061829047691,1.4830950203422535,0.36068471736264557,0.21520939410263473,0.3531676089066793,0.4170148441897249,1.03948924825492,0.4134972229250744,0.09127347776452627,0.060915924384663075,0.2975120943769301,0.24932550171048062,0.20692130016400506,0.3366877942147541,0.5032206584700029,0.2671545409970669,-0.30631409832634876,-0.2509958899452642,-0.7572249578619158,-0.920958181083245,-0.7551192037623925,-1.1877866193144424,-1.8246880892239719,-1.43980731761924,-1.5037509260876183,-1.1932895281969509,-0.9661427490265749,-1.021595879867125,-1.2586401851711897,-0.8747857879902532,-1.0329630970771404,-0.6010570296892205,-0.2773539561338124,-0.244828006083959,0.17863577026879973,0
2018-02-18,2.1864691859536936,1.3953868507176461,1.6854756075238222,1.8770512722482904,1.5801998339160137,1.6043234292106119,0.4287776024384749,0.27641539701087525,0.4209046299155514,0.48777442858781694,1.1397171148129697,0.48409028118926983,0.14661228592780542,0.114817589200615,0.3626143525823689,0.312146579999527,0.2677349401266261,0.40364465169221997,0.578061273738521,0.33081965585517853,-0.26979730565322363,-0.21186030272812054,-0.7420545343744246,-0.9135389788336636,-0.7398490927125548,-1.1929992227338926,-1.8600519600703476,-1.4569507201194143,-1.5239214543368453,-1.198762642362853,-0.9608626091845948,-1.0189409218729293,-1.2672070355397034,-0.8651807591447847,-1.0308462694252216,-0.5784935302106929,-0.23946617433093542,-0.20540042783751714,0.2381103576204984,-0.044963378796662776,1
