date,price 1,price 2,price 3,price 4,price 5,price 6,price 7,price 8,price 9,price 10,transaction
2018-01-10,-1.6256742412821783,-0.49447121914253916,-0.30757383704097174,0.03241034547544855,1.5951251854046367,1.6783709357696563,0.7823905210716874,-0.3339563363874239,-0.8246366721287263,-0.501984681739588,0
2018-01-11,-0.45643415309755186,-0.27608499043860857,0.051987355704797,1.5599502264890106,1.6402793418807282,0.7756908937569472,-0.30154314085506034,-0.7750317830665497,-0.4636843706918822,-1.755129379681805,1
2018-01-12,-0.18156847164656975,0.12615898274655213,1.5406079023239747,1.6159555336733704,0.8049831814881822,-0.20544787481268562,-0.6495738618536877,-0.3575341707056203,-1.5688922439382111,-1.124688977275312,1
2018-01-13,0.18550803424006823,1.5583109900868997,1.6314401427914105,0.8443454469133208,-0.1363352419189637,-0.5673847194500654,-0.28394362399330014,-1.4596353867042815,-1.0285109049139955,-0.7437947370510998,0
2018-01-14,1.6032580990070566,1.6724144971990127,0.9280788637360502,0.0006738315721272679,-0.4069588047449725,-0.13891569831686798,-1.2507377923260086,-0.8430342263697372,-0.5737853160757213,-0.9909934536809379,0
2018-01-15,2.199093828950305,1.350295797414399,0.29273583340335074,-0.172105245997912,0.13355587094264273,-1.1343028239616177,-0.669380860433088,-0.36234471332900015,-0.8381051499112565,-0.799442537077813,0
2018-01-16,1.840294278166113,0.7817326110365527,0.3164512419357038,0.6224018759764388,-0.6466577134886382,-0.18129538364842918,0.12603158296142325,-0.35017948595300047,-0.31148025253901024,-2.197298754447146,0
2018-01-17,1.167412211873487,0.7184826260245278,1.0136809738448191,-0.21077896319753842,0.23822873811789916,0.5347550488683166,0.07527987504482982,0.11261906802130432,-1.7069244926503144,-1.9427550859473397,1
2018-01-18,0.9709477775804453,1.2555394250357501,0.07507526153696482,0.5079497758458026,0.7938216715167048,0.3508557889202223,0.3868533563940603,-1.367312625129206,-1.594669646475479,-1.3790607852252708,1
2018-01-19,1.4668767985196844,0.29732385995966853,0.7261972437455049,1.0094267783403261,0.5705553024481398,0.6062201384692996,-1.1317317975995005,-1.356987320503021,-1.1433713675143564,-1.0445096358657426,1
2018-01-20,0.5180480433444323,1.0095054048139493,1.3340656247405822,0.8311511849069535,0.8720204644446057,-1.1195446574603067,-1.3776709229920512,-1.1328827486901687,-1.0195944738211518,0.08490208071315848,0
2018-01-21,1.1333852274274931,1.4494379078887363,0.9597061200928898,0.999504113048757,-0.9398570792546493,-1.1912172063127344,-0.9528455455749747,-0.842526841251701,0.23301808135060148,-0.8486047774144165,0
2018-01-22,1.6994123063868753,1.2108018827281612,1.250508748166594,-0.6844117887736325,-0.9351963635824824,-0.6973705147326195,-0.5873044128373804,0.4857777790740897,-0.5933684320361364,-1.1488492043934675,1
2018-01-23,1.7088937256791925,1.754104305934269,-0.44901294486386323,-0.7345584297803426,-0.4637678622692862,-0.3384456471270749,0.8833750134065748,-0.345350191810381,-0.9778254013620544,-1.0374125678070303,1
2018-01-24,2.3885991104175632,-0.2660837159069137,-0.6101565039837432,-0.28386289939150683,-0.13285380889736986,1.3393993465767913,-0.1411735550151592,-0.9032850932297216,-0.9750856419175,-0.4154972386524338,0
2018-01-25,0.04215488003506417,-0.521715668595197,0.013018144166788944,0.26049362509924906,2.673239483729832,0.24685912690448092,-1.0020982625259813,-1.119765849686321,-0.20270576562716686,-0.38947971350072164,1
2018-01-26,-0.4560134881060886,0.07165873582396458,0.315866104565607,2.6967497192105423,0.30241166085380466,-0.9300522446370366,-1.0461659369443836,-0.14121636673950486,-0.3255238148464048,-0.4877143691804767,1
2018-01-27,0.025488963789194612,0.2725473180004469,2.6812264272087183,0.25893580112692266,-0.9879164363150742,-1.1053856915249525,-0.18987133742891585,-0.37633047268269115,-0.5404145117060134,-0.03828006046759451,1
2018-01-28,0.21099935079398174,2.5805460895200905,0.19760897210324102,-1.0289864019377477,-1.1445472043373024,-0.24390666500109062,-0.4273365100797488,-0.588754773748968,-0.0947782009521395,0.5391553436397006,0
2018-01-29,2.6307416527033927,0.2539941886217074,-0.969415117229593,-1.084675751697414,-0.18637461640058742,-0.3693280044447476,-0.5303269859236085,-0.03763351192068321,0.5946533971599317,-0.3016352508684083,0
2018-01-30,0.9406413886752741,-0.563727923022696,-0.705458544582397,0.39914042662098653,0.17417118605003265,-0.023801745652406756,0.5820404192051745,1.3595341146183877,0.2574098050612856,-2.4199491269736373,0
2018-01-31,-0.22383634873640396,-0.34898446703950486,0.6263762644973611,0.42772845766704215,0.2529183876563615,0.7878769314504126,1.4744037518559918,0.5012281461942601,-1.8628794028933662,-1.6348317206521579,0
2018-02-01,0.0005367467678414494,0.6496566064002924,0.5174529690006079,0.40111376808888555,0.7571381636062374,1.2140339344595452,0.5663683148384913,-1.0069871738551548,-0.8552173981203155,-2.2440959311864406,0
2018-02-02,0.7148612178672519,0.6120287898938103,0.5215362532771817,0.7984639818096609,1.1538528528858736,0.6500767882439836,-0.5737319370679448,-0.4556803097544327,-1.5359966650722199,-1.8854109720831778,0
2018-02-03,0.7860305869331591,0.701014619220814,0.9611828022314348,1.295063693610825,0.8217759369940315,-0.3279684172612181,-0.2170612230182941,-1.2319973030169447,-1.560265208346238,-1.227775487347594,0
