date,price 1,price 2,price 3,price 4,price 5,price 6,price 7,price 8,price 9,price 10,transaction
2016-01-10,-0.7823269471349967,-0.7827923169950857,-0.7836628101489077,-0.7845533905384469,-0.7850372737502551,-0.7858384401203173,-0.7863627001807457,-0.7872905713739934,-0.7878003437556239,-0.7885109064529354,0
2016-01-11,-0.7820342164776413,-0.7829200828444939,-0.7838198911536204,-0.7843243732138765,-0.7851464810808388,-0.7857425292209884,-0.7866451656100517,-0.7871599689797785,-0.7878696582241012,-0.7886735646709833,0
2016-01-12,-0.78216195349176,-0.7830771283677248,-0.7835909256213273,-0.7844335558918695,-0.7850505917173994,-0.7860249335356789,-0.7865145919682027,-0.7872292682093619,-0.7880322806309134,-0.7887828923257366,0
2016-01-13,-0.7823189635716142,-0.7828482145542017,-0.7837000836076531,-0.7843376881746073,-0.7853329326208597,-0.7858943881449258,-0.7865838759414286,-0.7873918548633848,-0.7881415842158198,-0.7889428840156196,0
2016-01-14,-0.7820901014213182,-0.7829573478839047,-0.7836042375708792,-0.7846199653421011,-0.7852024165428451,-0.7859636571277744,-0.7867464268016897,-0.7875011344177278,-0.7883015406815367,-0.7896495139792699,0
2016-01-15,-0.782199210120878,-0.7828615234968483,-0.78388645090138,-0.784489478726939,-0.7852716699719956,-0.786126172818304,-0.7868556822979307,-0.7876610557167667,-0.7890080150717863,-0.7904494724286851,1
2016-01-16,-0.7821034073602888,-0.7831436730809583,-0.7837559937957712,-0.7845587165227392,-0.7854341491711568,-0.7862354046758729,-0.7870155683899906,-0.7883673747875215,-0.7898077974003707,-0.7907614562239571,1
2016-01-17,-0.7823854932664677,-0.7830132454430208,-0.7838252159334411,-0.7847211590436556,-0.7855433565017403,-0.7863952561747544,-0.7877217319632557,-0.7891669812827156,-0.7901197125085185,-0.7903508108865906,1
2016-01-18,-0.7822550950645549,-0.7830824519447835,-0.7839876217179746,-0.7848303417216483,-0.7857031721074726,-0.787101266961481,-0.7885211624235556,-0.7894788278158411,-0.7897091575798453,-0.7901908191967075,0
2016-01-19,-0.7823242859472025,-0.7832448210450733,-0.7840967797043004,-0.7849901212504184,-0.7864090243661233,-0.7879005244558884,-0.7888329403030726,-0.7890683631483083,-0.7895492011141284,-0.790337478245767,0
2016-01-20,-0.7824866184026451,-0.7833539543747761,-0.7842565230989235,-0.785695814169153,-0.7872081023947843,-0.7882122348787072,-0.7884225660001186,-0.7889084418492694,-0.7896958278743688,-0.790044160147648,0
2016-01-21,-0.7825957271022048,-0.7835136616865364,-0.7849620564251756,-0.7864947118130036,-0.7875197428259622,-0.7878019493649114,-0.7882626799080586,-0.7890550363733883,-0.7894025743538878,-0.7902254840628489,0
