date,price 1,price 2,price 3,price 4,price 5,price 6,price 7,price 8,price 9,price 10,price 11,price 12,price 13,price 14,price 15,price 16,price 17,price 18,price 19,price 20,price 21,price 22,price 23,price 24,price 25,price 26,price 27,price 28,price 29,price 30,price 31,price 32,price 33,price 34,price 35,price 36,price 37,price 38,price 39,price 40,price 41,price 42,price 43,price 44,price 45,price 46,price 47,price 48,price 49,price 50,price 51,price 52,price 53,price 54,price 55,price 56,price 57,price 58,price 59,price 60,transaction
2018-03-01,2.4677949789748626,2.9809020896627936,3.08600280736928,3.261782021296342,3.995460766537753,4.0818229839038604,3.7208054398098827,3.235952544041394,3.0265839472978797,3.195036314921366,2.5824118226760175,2.824921261671316,2.9936599950277047,2.771602513156992,2.80884842151379,1.8598398684095556,1.7376666465764676,1.8592602575176695,1.9177118114677314,2.458297015483883,1.9244000215228974,1.6487245141143165,1.6243199160917288,1.8313947441945628,1.792801351396232,1.758898627350085,1.8744581570809136,2.0238138959581273,1.823133154567091,1.324135732329304,1.3737263302247693,0.9297614689583898,0.7849976733537364,0.9285043808289876,0.5469081426498468,-0.013138975117182098,0.3204155835996377,0.26223837696204194,0.5298828265534004,0.724883707140188,0.6747038561190353,0.4673689426480274,0.7976554190507734,0.6588321844536978,1.0297684335439288,1.3077647410735895,1.335472923016197,1.7008054469699019,1.469605799763011,1.7508039739971637,1.8277380328040764,1.5334422925850095,1.2486933423745774,1.3722366834243755,1.1694329081082557,1.109192918914136,1.404643399562339,1.5588534527796074,1.4259676314752432,1.662337746559702,1
2018-03-02,2.966988287090106,3.063706228466333,3.2375828727064015,3.9630916074766565,4.033095438934667,3.6722462135448217,3.204320682822936,3.006917185318987,3.178062103280763,2.5637378083897198,2.8153647296911863,2.9792139590437348,2.7535676772152824,2.7912239120901874,1.8475692948454494,1.7345913515347553,1.8565987858281585,1.914360659841188,2.4556212745246286,1.9168683766174688,1.6448344964364803,1.6223406066306152,1.8301240591843126,1.7894580019593054,1.755846071008578,1.8721341844594828,2.0199114844417094,1.817324005317064,1.3203204101097148,1.3727303175616319,0.928824768446955,0.785785887549775,0.9307586496827418,0.5486866301137389,-0.01146528749277282,0.3236958146693526,0.2645648348195402,0.5329626343034307,0.7275939632880958,0.6766917138905059,0.4689511058864616,0.8001963476640397,0.6606867416851906,1.0323844603868975,1.3093720619653753,1.335838408735514,1.7009070319061306,1.4675743651918605,1.7499254388963514,1.8250828744216923,1.5304279902848625,1.2473635724984689,1.3723660066635603,1.1684124200961485,1.1074469988394526,1.4027542525572947,1.5548448242533714,1.421499823645694,1.6582314429967586,1.7192834135395862,1
2018-03-03,3.049465013746025,3.214334862872772,3.9343106315876963,4.000450338095998,3.628030564951883,3.1619340091952486,2.97730439996221,3.1575217826066106,2.549742416847393,2.7952340645647697,2.969207672459033,2.740133441144744,2.773078749625064,1.8350706791384714,1.7229781437094123,1.853367934447161,1.9116407294217634,2.4515583935885177,1.9146720691854007,1.6381728714138883,1.6184958870743682,1.8279675681305723,1.7882087550921366,1.7525536687922787,1.8689376279221608,2.0174524486147276,1.813726342445025,1.3157040444027353,1.3688229754938903,0.9280306009965286,0.7849271313043986,0.9316131223053262,0.5504739546402792,-0.010418296749356074,0.3259608400798317,0.26773450533494286,0.5357334778604526,0.7310360293090293,0.679326928316143,0.47068643721935416,0.8021339588030723,0.6630460539525705,1.034682247979954,1.3123527891128501,1.337466863636256,1.7013367663843926,1.4676662584919704,1.7476263059611785,1.8241778867380565,1.5280921811884192,1.2447469260164359,1.3709525847798008,1.1685295650797969,1.1064586647489174,1.4007748182369295,1.5528449439608154,1.4177007538402997,1.653328606904673,1.7150900943798955,1.8889007510062583,1
2018-03-04,3.199498054195486,3.906689432320549,3.971425288469588,3.5983554466915164,3.1233399581932697,2.9376308169660326,3.1265813327846708,2.5328255501420682,2.7801463439682235,2.948115029846692,2.7308240609309844,2.7595622897601326,1.8223017420077996,1.711143893826093,1.8411313287715103,1.9083378863713447,2.448268523642283,1.911324939562232,1.6362233480628219,1.6119162289317206,1.8237698108330502,1.7860883499024751,1.7513232874910218,1.8654893156318275,2.014071092717311,1.8114587634016062,1.3128466986600593,1.3640915509256875,0.9249653527587076,0.7841982480688929,0.9306754193616753,0.5511555616155034,-0.009318330497737146,0.3274498756849802,0.26990128662762064,0.539439946111634,0.734132004367236,0.6826805565640743,0.4730008724093595,0.8042782153102197,0.6648371934272165,1.0375374670381243,1.3149827670620158,1.340484236169137,1.7032403704269246,1.4680549857684888,1.7477298364816949,1.8218078445406094,1.5272929593530349,1.2427179751852155,1.3681641468070418,1.167254017864372,1.1065721080699094,1.399634326344548,1.5507461195486014,1.4158019805366475,1.6491758388127435,1.7100807624882306,1.8844482487581766,1.8985318867066965,0
2018-03-05,3.889115015357332,3.943571129594853,3.5719573814761816,3.09736528992445,2.90150768920346,3.085123728647641,2.507392149934162,2.7619007618936595,2.932305931189983,2.711222027268118,2.7501962755366294,1.8127920579646237,1.6990717679384861,1.8286670426665497,1.8958127713866975,2.444263802565009,1.9086082298879274,1.6332446449679918,1.609989955763252,1.8165513314514723,1.7819624943852534,1.7492346378617496,1.8642012014112521,2.010422696796877,1.8083393670137684,1.3110442200822834,1.3611627923551393,0.9212868570863826,0.7814053641534037,0.9298804122984905,0.5504238275246556,-0.008891187762118453,0.328965213851596,0.2713168814540932,0.5420837259171847,0.738231216700537,0.6856971575728605,0.47597645761181806,0.8071120998916108,0.6668129415516111,1.0397285501008502,1.318209656176471,1.3431475928774572,1.706734838733061,1.4697829740240045,1.7481678031063579,1.8219144575854325,1.5252064349626513,1.2420203822750966,1.3660026299817558,1.164748725454663,1.1053384687869903,1.3997652865600727,1.5495278331136002,1.4138121673618222,1.64710641468345,1.705841408339536,1.879121710397011,1.8940646676405535,1.9240607049170282,0
2018-03-06,3.9258508803593974,3.5466105847778837,3.074240316111327,2.8771595208276755,3.0473758194474985,2.473334527639644,2.734447934497143,2.9131828606774177,2.6965307225391957,2.7304731077224798,1.8061858261447854,1.6900814011239145,1.8159341116815944,1.8830569037261393,2.4289258851248006,1.9053093531709937,1.630822964370617,1.6070459631085077,1.814443854478948,1.7748741211623171,1.7451720559111925,1.8620153725500157,2.0090604923538113,1.8049745965863506,1.3085611944075504,1.3593154490320007,0.9190116129796808,0.7780674246697116,0.9268116612145334,0.5498013349456442,-0.00931972854468694,0.3295461298119791,0.27276321025193595,0.5438558931573203,0.7412239889302804,0.6897004896605681,0.4786537600793159,0.8106998638390607,0.6694327733370992,1.042164413480314,1.320700487213318,1.3464118277036876,1.709832762160569,1.4729729327497822,1.7501066618067933,1.822365466971356,1.5253007230938647,1.2402062861827101,1.3652611323083292,1.162805702996428,1.1029192403750328,1.3983333318438176,1.5496677492865698,1.4126649126114588,1.6449326097008745,1.7037302085425656,1.8746244525799747,1.8887201178036834,1.9195544766431853,1.5903776016538067,0
2018-03-07,3.530459939506399,3.052017567484015,2.8554732052392944,3.0219581290435635,2.442326086297115,2.6976767494829597,2.8843963962579426,2.6787673430151244,2.7156909656087422,1.7923655407277987,1.683832864022518,1.8064512621821953,1.8700181513112202,2.4133272623433326,1.8928001334162006,1.627887414667585,1.6046520779827143,1.8112293407752817,1.7728035492415355,1.7381981761078606,1.8577591591051095,2.0067499507463187,1.8037174176062418,1.3058854272445513,1.3567710374587176,0.9175748367897124,0.7760035513363788,0.9231287856883447,0.547452310531164,-0.009688273808505735,0.3289343687356146,0.2733185785217024,0.5456372788218306,0.7432570397322852,0.6926080626960645,0.4822472349440933,0.8139266046778518,0.6727682729174503,1.0453687203831594,1.3234811957651509,1.3489327776625664,1.7135832104906223,1.475793491051218,1.753662260044733,1.824360182074722,1.5256995833676406,1.240288731476705,1.3633293443293992,1.162136568854366,1.1010426307488133,1.395506834020361,1.5481344007657019,1.4127966513889012,1.6436654659521188,1.7015113619928786,1.8723888205320895,1.8842082158160423,1.914162184597789,1.5863812565000466,1.247891892704551,0
2018-03-08,3.03782257037614,2.8346236041656314,2.9993258086820314,2.4213446906249203,2.664196954950921,2.8458331646042585,2.652047383592763,2.697817090965239,1.78200991577828,1.6707776497409383,1.7998635134282983,1.8603073802060244,2.3973069240927356,1.8800603302488943,1.6168342415160073,1.601750758280992,1.808618827450337,1.769644131474513,1.7361600806326123,1.8504349034165557,2.0022452447486945,1.8015836606468711,1.304883383605256,1.3540288073306272,0.9155921810490143,0.774699567758141,0.9208508231665054,0.5446693596695434,-0.01097783555663722,0.3284123626254389,0.272737257435055,0.546316687193989,0.7452835672682794,0.6945774242380087,0.48479060881704245,0.8181837761331728,0.6757686032117264,1.049393032482605,1.327123552526961,1.3517481365398603,1.71649628650404,1.4792336103481645,1.7568158641875122,1.828012632709053,1.5274709667882134,1.2406374823975213,1.3634169058534793,1.1603987598399406,1.1003954919886796,1.3933159476266497,1.5450996761066438,1.4113558822767032,1.6438110067358662,1.7002148691745476,1.8700358139822837,1.881965518311807,1.9096114659657928,1.5816129952329836,1.2444188814569888,1.007929412999656,0
2018-03-09,2.8212881948203763,2.977573280062651,2.4026363249654654,2.6415887763684847,2.8107212794829057,2.6162609744716243,2.670929197270756,1.7695204821743882,1.6609957445921657,1.786082761332651,1.8535626438728179,2.3853740463432502,1.8670384268637015,1.605565989942874,1.5908347631404844,1.8054507310717405,1.7670777379457294,1.7330491472898366,1.848297422636965,1.9944713421758753,1.7974312014709384,1.3031790845142868,1.3530021527030744,0.9134581681039066,0.7728986046521844,0.9194123391460731,0.5429499474799914,-0.01243606604166113,0.3264825655696882,0.27224074711733925,0.545587572731495,0.7460537286613855,0.6965441055180994,0.48648771924931056,0.8213169108519438,0.6797522810155135,1.0530115809553364,1.3316641128256568,1.3554345089104056,1.719762766951928,1.4818964092746558,1.7606286106975046,1.831254455676028,1.530736170705358,1.2421942695256694,1.3637873045411637,1.1604778888284972,1.0987166441848246,1.3925647229945168,1.542748107729582,1.408511282816939,1.642213979854564,1.7003637887173868,1.8686519025542048,1.8796048939489518,1.9073500403742019,1.577569642756361,1.2402911129851364,1.0048230754513559,0.9837632532901717,0
2018-03-10,2.9636726397873554,2.3846290700373047,2.621441502152249,2.787038767579787,2.5836780558535235,2.634917130011134,1.750816046640013,1.6492041870668634,1.7757567820568376,1.8394461119645127,2.3770987699726702,1.8573402129488628,1.5940875038423366,1.5797051503447295,1.793465618416385,1.7639639749025453,1.7305215791816748,1.845038115936807,1.9922063175374625,1.7902946889693045,1.299882328425709,1.3512564270401428,0.9126567340323114,0.7709613116627249,0.9174273466773553,0.5418623698607864,-0.01333327273372182,0.3242238040374091,0.2704173179522663,0.5449672742892575,0.7452164822715915,0.6972921114610461,0.48819857702691044,0.8234548873301292,0.6826423892526758,1.0577420382319282,1.3357460007594524,1.3600269422511388,1.7240221899440524,1.484874958351417,1.7635919295349338,1.8351659055190677,1.5336252667255914,1.2450873734849288,1.3654367995219334,1.1608126078145111,1.0987932100475089,1.39060686075771,1.5419436665505015,1.4063064279699524,1.6390484824767975,1.6987285096177935,1.8688108860079875,1.8782160187565209,1.9049692238169327,1.5755530090018046,1.23676851105213,1.001144068009105,0.9806938427447449,0.785441766847303,1
