date,price 1,price 2,price 3,price 4,price 5,price 6,price 7,price 8,price 9,price 10,price 11,price 12,price 13,price 14,price 15,price 16,price 17,price 18,price 19,price 20,price 21,price 22,price 23,price 24,price 25,price 26,price 27,price 28,price 29,price 30,price 31,price 32,price 33,price 34,price 35,price 36,price 37,price 38,price 39,price 40,price 41,price 42,price 43,price 44,price 45,price 46,price 47,price 48,price 49,price 50,price 51,price 52,price 53,price 54,price 55,price 56,price 57,price 58,price 59,price 60,transaction
2016-02-29,-0.8518939855747886,-0.8533093158136317,-0.8548623846537077,-0.8557769110360752,-0.8574820171874729,-0.8590510655828085,-0.8578857343588498,-0.8595783265114912,-0.8609478506607503,-0.8624384796293887,-0.8632993847742891,-0.8656304496924239,-0.8669772893551116,-0.8683156534066704,-0.8769416993534076,-0.8766282953409544,-0.8787000791788101,-0.8794744907467327,-0.8810826550759818,-0.8762967653064611,-0.8801316644198316,-0.8834711185999999,-0.8842581622855286,-0.884101098462367,-0.8860091323717441,-0.8867860816171139,-0.8856535274730676,-0.8894831413453952,-0.8906954479772892,-0.8921937734209232,-0.8936968452102756,-0.8942408321246509,-0.8952846088642117,-0.8968206946301899,-0.8961308709414417,-0.8975105668260851,-0.8991932399459319,-0.9003936361160875,-0.9019590471856681,-0.902737133735971,-0.9035122301784925,-0.9049391729089712,-0.9055527885476343,-0.9063208242217815,-0.9061191802553065,-0.9077076567432883,-0.9083275623469638,-0.9089707962748423,-0.9099537304366518,-0.9111344507317495,-0.9089149388343023,-0.9100667423852613,-0.9108807967660653,-0.9133040625963519,-0.9148614264957237,-0.9158018940698459,-0.9159578562139241,-0.9170573612369338,-0.9175210701279229,-0.918300037031632,0
2016-03-01,-0.8520535104825594,-0.8536283989113613,-0.85454325725972,-0.856255670557985,-0.8578012393184858,-0.8566565913641809,-0.8583647047972713,-0.8597380107998066,-0.8612672764896983,-0.8621189857774663,-0.864417846967249,-0.8657902594960765,-0.8671371327115323,-0.8758299312412005,-0.8755024266405752,-0.8775880607463589,-0.8783800723118148,-0.8799546325888672,-0.8751593453342188,-0.8790189967005848,-0.8823740970537,-0.8831506829422633,-0.8829760663474896,-0.8849026252646822,-0.8856884329084038,-0.8845405534343804,-0.8883809974977935,-0.8896436256919869,-0.8911770430979471,-0.8926755133539886,-0.893214960026081,-0.8942408321246509,-0.8957667846765051,-0.8950521857822237,-0.8964525136432739,-0.8981540454942992,-0.8993541585519148,-0.9008765394845756,-0.9016370148854063,-0.9024150053364228,-0.9038344551719346,-0.9044556908566526,-0.9052303697822984,-0.90503075696279,-0.9066031031239653,-0.9072235877713192,-0.9078433463884192,-0.9088093427206462,-0.9099537304366518,-0.9077419651701292,-0.9089149388343023,-0.9097434610495709,-0.9121743077203961,-0.9137892753456348,-0.9148614264957237,-0.9149926941228594,-0.9161197480653851,-0.9165715307132739,-0.9173590747181899,-0.9186241316021098,0
2016-03-02,-0.8523725602981012,-0.8533093158136317,-0.8550219483507014,-0.8565748435725914,-0.855407073335888,-0.8571354862079065,-0.8585243616100785,-0.8600573793764374,-0.8609478506607503,-0.8632372142591946,-0.864577627280529,-0.865950069299729,-0.8746497704633064,-0.8743910269750138,-0.8764619417824635,-0.8772681389445575,-0.8788600826123077,-0.8740328832025399,-0.8778808660263802,-0.881260834319275,-0.8820537495345758,-0.8818689403113169,-0.883777376308764,-0.8845820145437562,-0.8834435366650221,-0.8872672662276997,-0.8885414369110127,-0.8901250787317619,-0.891658638218605,-0.8921937734209232,-0.893214960026081,-0.8947228629871531,-0.8939988066980962,-0.8953737328454903,-0.8970957990469384,-0.8983149151613528,-0.8998369143698632,-0.9005546039055835,-0.9013149825851443,-0.902737133735971,-0.9033511176817713,-0.9041333694884401,-0.9039406947209551,-0.9055145321849118,-0.9061191802553065,-0.9067395187993499,-0.9076819410689044,-0.9088093427206462,-0.9065622060195827,-0.9077419651701292,-0.9085917520349183,-0.9110365863923328,-0.9126593743282702,-0.9137892753456348,-0.9140524842991764,-0.9151545341122568,-0.9156340725110023,-0.9164095872053872,-0.9176830655376559,-0.919596415313543,0
2016-03-03,-0.8520535104825594,-0.8537879404602261,-0.855341075744689,-0.8541810459630429,-0.8558859065324075,-0.8572951178224817,-0.8588436752356929,-0.8597380107998066,-0.8620658410620679,-0.8633969611851559,-0.864737407593809,-0.8734611300713971,-0.8732111802555199,-0.8753502964858049,-0.8761421034018342,-0.8777480216472596,-0.8729399555728931,-0.8767536869746363,-0.8801221183611013,-0.8809405718023192,-0.8807723594580796,-0.8826700294556583,-0.8834568523242542,-0.882337739497273,-0.8861694821034143,-0.887427661097895,-0.8890227551506702,-0.890606531771537,-0.8911770430979471,-0.8921937734209232,-0.8936968452102756,-0.8929554164913118,-0.894320257239625,-0.8960168269720235,-0.8972566203978545,-0.8987975241625135,-0.8995150771578977,-0.9002326683265913,-0.9016370148854063,-0.9022539411366488,-0.9030288926883292,-0.9028440840155907,-0.9044243228689588,-0.90503075696279,-0.9056352573866476,-0.9065781624753602,-0.9076819410689044,-0.9054188180825242,-0.9065622060195827,-0.9074188713071177,-0.9098844992324547,-0.9115215083958684,-0.9126593743282702,-0.9129805874301633,-0.9142142727384859,-0.9146690141440649,-0.9154721806595413,-0.9167334742211605,-0.9186550379960537,-0.9204066517397373,0
2016-03-04,-0.852532085205872,-0.8541070235579556,-0.8529476202897819,-0.8546598054849526,-0.856045517597914,-0.857614381051632,-0.8585243616100785,-0.8608558008180143,-0.8622255539765419,-0.8635567081111171,-0.8722470823179681,-0.8720228418385244,-0.8741702403940441,-0.8750305399822079,-0.8766218609727782,-0.8718294683139317,-0.8756600139423539,-0.8789943489045979,-0.8798019394561412,-0.8796595217344964,-0.8815732282558898,-0.8823495937979219,-0.881213184432686,-0.8850629306251454,-0.8863298318350843,-0.8879088457084807,-0.8895040733903278,-0.8901250787317619,-0.8911770430979471,-0.8926755133539886,-0.891929932868229,-0.8932767703996466,-0.8949631583226828,-0.8961776005036568,-0.8977390844506029,-0.8984757848284064,-0.8991932399459319,-0.9005546039055835,-0.9011539664350133,-0.9019318127371005,-0.9017399927145605,-0.9033275660679093,-0.9039406947209551,-0.904546981740668,-0.9054739497637614,-0.9065781624753602,-0.9042924293590926,-0.9054188180825242,-0.9062392036941476,-0.9087112467591636,-0.910369279431531,-0.9115215083958684,-0.9118509299818134,-0.9131423250132575,-0.9137289074205576,-0.9145071741546675,-0.9157959643624632,-0.9177051352684802,-0.9194650150447184,-0.9215409827364094,0
2016-03-05,-0.8528511350214136,-0.8517139003249837,-0.8534263113807633,-0.8548193919922558,-0.8563647397289271,-0.8572951178224817,-0.8596419592997288,-0.8610154851063297,-0.8623852668910158,-0.871064813631293,-0.8708090594984483,-0.8729817006604396,-0.8738505536812028,-0.8755101747376034,-0.870704850931134,-0.8745488036292446,-0.8779000620113216,-0.8786742543431748,-0.8785212238363005,-0.8804601780268856,-0.8812528807367658,-0.8801065441937658,-0.8839376383010189,-0.8852232359856085,-0.8868108810300948,-0.8883900303190664,-0.8890227551506702,-0.8901250787317619,-0.891658638218605,-0.8909091335994154,-0.892251189657692,-0.8939194782163161,-0.8951238835934473,-0.8966599210985565,-0.8974174417487707,-0.8981540454942992,-0.8995150771578977,-0.9000717005370952,-0.9008319341347514,-0.9006432991389081,-0.9022233302047238,-0.9028440840155907,-0.9034570665729512,-0.9043857233332941,-0.9054739497637614,-0.9031896796715757,-0.9042924293590926,-0.9050959109741318,-0.9075312129958881,-0.9091958875536807,-0.910369279431531,-0.9107133050566423,-0.9120126188511047,-0.9126571122639747,-0.913567118981248,-0.9148308541334621,-0.9167673154712289,-0.9185148528079132,-0.9205989829128493,-0.9225132664478426,1
2016-03-06,-0.8504582614048508,-0.8521925249715782,-0.8535858750777571,-0.8551385650068624,-0.856045517597914,-0.8584125391245079,-0.859801616112536,-0.8611751693946451,-0.8698917738712907,-0.8696270912976423,-0.8717677413781282,-0.8726620810531346,-0.8743300837504648,-0.8695946794210584,-0.873423477166484,-0.8767882562418552,-0.8775800551443262,-0.8773938760974824,-0.8793216710987009,-0.8801399155099299,-0.8790104481028973,-0.8828302472845267,-0.8840979002932737,-0.8857041520669977,-0.8872919302251051,-0.8879088457084807,-0.8890227551506702,-0.890606531771537,-0.8898927894428593,-0.8912302935547922,-0.892893703236618,-0.8940801551704834,-0.8956060594057406,-0.89633837403529,-0.8970957990469384,-0.8984757848284064,-0.8990323213399491,-0.899749764958103,-0.8995438049337038,-0.9011264917382303,-0.9017399927145605,-0.9023606019632722,-0.9032958571902833,-0.9043857233332941,-0.9020864896831496,-0.9031896796715757,-0.903969618720063,-0.906387539407702,-0.9080157164840409,-0.9091958875536807,-0.9095613124330706,-0.9108749457244875,-0.9115275522432307,-0.9124953746808804,-0.9138906958598669,-0.9158018940698459,-0.9175767747285335,-0.9196484573631195,-0.921570955371247,-0.922027124592126,1
2016-03-07,-0.8509368361281634,-0.8523520665204429,-0.8539050024717448,-0.8548193919922558,-0.8571627950564598,-0.8585721707390831,-0.8599612729253432,-0.868680330945468,-0.8684543576410252,-0.8705855728534093,-0.8714481807515683,-0.873141510464092,-0.868415879562898,-0.8723126097016332,-0.87566234583089,-0.8764683344400536,-0.8763000276763447,-0.8781941125010402,-0.8790014921937408,-0.8778980778912397,-0.8817334020154519,-0.882990465113395,-0.8845786862700383,-0.8861850681483869,-0.8868108810300948,-0.8879088457084807,-0.8895040733903278,-0.8888412039590285,-0.8902138528566312,-0.8918726134655461,-0.8930543316313496,-0.8945621860329857,-0.8952846088642117,-0.8960168269720235,-0.8974174417487707,-0.8979931758272458,-0.8987104841279835,-0.8984620226421344,-0.9000268533840966,-0.9006432991389081,-0.9012566552243972,-0.902199441279166,-0.9032958571902833,-0.9009992967784413,-0.9020864896831496,-0.9028669670235963,-0.9052608612761818,-0.9068719000702908,-0.9080157164840409,-0.908388152896152,-0.9097229058327626,-0.9103900237209519,-0.9113658633739392,-0.912818849847069,-0.9148614264957237,-0.9166110940168323,-0.9187100176887601,-0.9206201184104392,-0.9210849691420481,-0.9212168881659316,0
2016-03-08,-0.8510963610359342,-0.8526711496181725,-0.8535858750777571,-0.8559364975433785,-0.8573224061219664,-0.8587318023536583,-0.8674651431272805,-0.8672431723506296,-0.8694126351278688,-0.870266079001487,-0.8719275216914081,-0.867228547728949,-0.8711332166220505,-0.8745509052268123,-0.8753425074502605,-0.8751886472328476,-0.8771000448438331,-0.8778740179396172,-0.8767602398590196,-0.8806203092853635,-0.8818935757750138,-0.8834711185999999,-0.885059472246803,-0.8857041520669977,-0.8868108810300948,-0.8883900303190664,-0.8877392398449168,-0.8891621726522119,-0.8908559796841751,-0.8920331934432346,-0.893536216815544,-0.8942408321246509,-0.8949631583226828,-0.89633837403529,-0.8969349776960223,-0.8976714364931386,-0.897423135280121,-0.8989449260106227,-0.8995438049337038,-0.9001601065395859,-0.9010955427276762,-0.902199441279166,-0.8999104601542567,-0.9009992967784413,-0.9017638744373772,-0.9041578176155142,-0.9057450772347263,-0.9068719000702908,-0.907208210670453,-0.9085496998276579,-0.9092381256336866,-0.9102283830531065,-0.911689241112522,-0.9137892753456348,-0.9156703686922709,-0.9177439739426133,-0.9196813687975258,-0.9201342878867794,-0.9202749920933833,-0.9215409827364094,1
2016-03-09,-0.851415410851476,-0.8523520665204429,-0.8547028209567138,-0.8560960840506818,-0.8574820171874729,-0.8662344882386914,-0.8660282318120159,-0.8682012780805218,-0.869093209298921,-0.8707453197793705,-0.8660156501000488,-0.8699453143910418,-0.8733710236119405,-0.8742311487232153,-0.8740631539277429,-0.8759884517373513,-0.8767800379768378,-0.8756333560096554,-0.879481760551181,-0.8807804405438414,-0.8823740970537,-0.8839517720866048,-0.8845786862700383,-0.8857041520669977,-0.8872919302251051,-0.8866256867469188,-0.8880601186713551,-0.8898041100385785,-0.891016511391061,-0.8925149333763001,-0.893214960026081,-0.8939194782163161,-0.8952846088642117,-0.8958560534403902,-0.8966133349941899,-0.8963844791567104,-0.8979058910980694,-0.8984620226421344,-0.8990607564833109,-0.8999990423398119,-0.9010955427276762,-0.898815066912936,-0.8999104601542567,-0.9006767799636934,-0.9030543354204673,-0.9046418865874833,-0.9057450772347263,-0.9060646322993093,-0.9073697118331706,-0.9080650590331407,-0.9090765322339944,-0.9105516643887971,-0.9126593743282702,-0.9145979632611062,-0.916802887767437,-0.9187150138789971,-0.919195693243143,-0.9193245703473463,-0.9205989829128493,-0.9210548408806928,1
