crypto,end_date,normalize,normalize_by_row,predictor_cls,predictor_params.daily_allowance,predictor_params.lookahead_days,predictor_params.prob_buy,predictor_params.prob_sell,predictor_params.starting_investment,price_column,standardize,start_date,window_size,cv_folds,dev_size,shuffle_data,training_size,MLPClassifier_training,MLPClassifier_eval,SVC_training,SVC_eval
ETH,2019-09-30,True,True,BiffPredictorSmart,5,1,1,1,100,Close,True,2017-01-01,10,4,0.5,True,0.7,0.550403225806,0.48893360161,0.538306451613,0.509054325956
ETH,2019-09-30,True,True,BiffPredictorSmart,5,1,1,1,100,Close,True,2017-01-01,10,4,0.5,False,0.7,0.538306451613,0.496981891348,0.5625,0.498993963783
ETH,2019-09-30,True,True,BiffPredictorSmart,5,1,1,1,100,Close,True,2018-01-01,10,4,0.5,True,0.7,0.547770700637,0.490445859873,0.53821656051,0.468152866242
ETH,2019-09-30,True,True,BiffPredictorSmart,5,1,1,1,100,Close,True,2018-01-01,10,4,0.5,False,0.7,0.56050955414,0.5,0.554140127389,0.484076433121
ETH,2019-09-30,True,False,BiffPredictor,5,1,1,1,100,Close,True,2016-01-01,10,4,0.5,True,0.7,0.525773195876,0.477941176471,0.515463917526,0.477941176471
ETH,2019-09-30,True,False,BiffPredictor,5,1,1,1,100,Close,True,2016-01-01,10,4,0.5,False,0.7,0.512518409426,0.510294117647,0.533136966127,0.505882352941
ETH,2019-09-30,True,False,BiffPredictor,5,1,1,1,100,Close,True,2017-01-01,10,4,0.5,True,0.7,0.552419354839,0.539235412475,0.512096774194,0.480885311871
ETH,2019-09-30,True,False,BiffPredictor,5,1,1,1,100,Close,True,2017-01-01,10,4,0.5,False,0.7,0.548387096774,0.472837022133,0.540322580645,0.480885311871
ETH,2019-09-30,True,False,BiffPredictor,5,1,1,1,100,Close,True,2018-01-01,10,4,0.5,True,0.7,0.566878980892,0.5,0.53821656051,0.5
ETH,2019-09-30,True,False,BiffPredictor,5,1,1,1,100,Close,True,2018-01-01,10,4,0.5,False,0.7,0.570063694268,0.484076433121,0.554140127389,0.484076433121
ETH,2019-09-30,True,False,BiffPredictorSmart,5,1,1,1,100,Close,True,2016-01-01,10,4,0.5,True,0.7,0.539027982327,0.483823529412,0.522827687776,0.483823529412
ETH,2019-09-30,True,False,BiffPredictorSmart,5,1,1,1,100,Close,True,2016-01-01,10,4,0.5,False,0.7,0.512518409426,0.505882352941,0.533136966127,0.505882352941
ETH,2019-09-30,True,False,BiffPredictorSmart,5,1,1,1,100,Close,True,2017-01-01,10,4,0.5,True,0.7,0.538306451613,0.527162977867,0.524193548387,0.509054325956
ETH,2019-09-30,True,False,BiffPredictorSmart,5,1,1,1,100,Close,True,2017-01-01,10,4,0.5,False,0.7,0.542338709677,0.498993963783,0.540322580645,0.480885311871
ETH,2019-09-30,True,False,BiffPredictorSmart,5,1,1,1,100,Close,True,2018-01-01,10,4,0.5,True,0.7,0.53821656051,0.452229299363,0.535031847134,0.5
ETH,2019-09-30,True,False,BiffPredictorSmart,5,1,1,1,100,Close,True,2018-01-01,10,4,0.5,False,0.7,0.566878980892,0.484076433121,0.554140127389,0.484076433121
ETH,2019-09-30,True,True,BiffPredictor,5,2,1,1,100,Close,True,2016-01-01,10,4,0.5,True,0.7,0.555228276878,0.506627393225,0.556701030928,0.497790868925
ETH,2019-09-30,True,True,BiffPredictor,5,2,1,1,100,Close,True,2016-01-01,10,4,0.5,False,0.7,0.531664212077,0.508100147275,0.552282768778,0.509572901325
ETH,2019-09-30,True,True,BiffPredictor,5,2,1,1,100,Close,True,2017-01-01,10,4,0.5,True,0.7,0.546370967742,0.51814516129,0.538306451613,0.485887096774
ETH,2019-09-30,True,True,BiffPredictor,5,2,1,1,100,Close,True,2017-01-01,10,4,0.5,False,0.7,0.552419354839,0.471774193548,0.564516129032,0.473790322581
ETH,2019-09-30,True,True,BiffPredictor,5,2,1,1,100,Close,True,2018-01-01,10,4,0.5,True,0.7,0.58785942492,0.506369426752,0.597444089457,0.503184713376
ETH,2019-09-30,True,True,BiffPredictor,5,2,1,1,100,Close,True,2018-01-01,10,4,0.5,False,0.7,0.575079872204,0.490445859873,0.562300319489,0.490445859873
ETH,2019-09-30,True,True,BiffPredictorSmart,5,2,1,1,100,Close,True,2016-01-01,10,4,0.5,True,0.7,0.59941089838,0.524300441826,0.572901325479,0.505154639175
ETH,2019-09-30,True,True,BiffPredictorSmart,5,2,1,1,100,Close,True,2016-01-01,10,4,0.5,False,0.7,0.559646539028,0.536082474227,0.572901325479,0.518409425626
ETH,2019-09-30,True,True,BiffPredictorSmart,5,2,1,1,100,Close,True,2017-01-01,10,4,0.5,True,0.7,0.540322580645,0.477822580645,0.528225806452,0.514112903226
ETH,2019-09-30,True,True,BiffPredictorSmart,5,2,1,1,100,Close,True,2017-01-01,10,4,0.5,False,0.7,0.548387096774,0.483870967742,0.560483870968,0.51814516129
ETH,2019-09-30,True,True,BiffPredictorSmart,5,2,1,1,100,Close,True,2018-01-01,10,4,0.5,True,0.7,0.549520766773,0.458598726115,0.5303514377,0.458598726115
ETH,2019-09-30,True,True,BiffPredictorSmart,5,2,1,1,100,Close,True,2018-01-01,10,4,0.5,False,0.7,0.549520766773,0.493630573248,0.546325878594,0.484076433121
ETH,2019-09-30,True,False,BiffPredictor,5,2,1,1,100,Close,True,2016-01-01,10,4,0.5,True,0.7,0.561119293078,0.508100147275,0.561119293078,0.494845360825
ETH,2019-09-30,True,False,BiffPredictor,5,2,1,1,100,Close,True,2016-01-01,10,4,0.5,False,0.7,0.537555228277,0.488954344624,0.525773195876,0.503681885125
ETH,2019-09-30,True,False,BiffPredictor,5,2,1,1,100,Close,True,2017-01-01,10,4,0.5,True,0.7,0.550403225806,0.433467741935,0.512096774194,0.548387096774
ETH,2019-09-30,True,False,BiffPredictor,5,2,1,1,100,Close,True,2017-01-01,10,4,0.5,False,0.7,0.58064516129,0.477822580645,0.558467741935,0.471774193548
ETH,2019-09-30,True,False,BiffPredictor,5,2,1,1,100,Close,True,2018-01-01,10,4,0.5,True,0.7,0.565495207668,0.496815286624,0.55910543131,0.493630573248
ETH,2019-09-30,True,False,BiffPredictor,5,2,1,1,100,Close,True,2018-01-01,10,4,0.5,False,0.7,0.568690095847,0.490445859873,0.571884984026,0.490445859873
ETH,2019-09-30,True,False,BiffPredictorSmart,5,2,1,1,100,Close,True,2016-01-01,10,4,0.5,True,0.7,0.524300441826,0.500736377025,0.513991163476,0.509572901325
ETH,2019-09-30,True,False,BiffPredictorSmart,5,2,1,1,100,Close,True,2016-01-01,10,4,0.5,False,0.7,0.534609720177,0.497790868925,0.539027982327,0.512518409426
ETH,2019-09-30,True,False,BiffPredictorSmart,5,2,1,1,100,Close,True,2017-01-01,10,4,0.5,True,0.7,0.552419354839,0.532258064516,0.540322580645,0.542338709677
ETH,2019-09-30,True,False,BiffPredictorSmart,5,2,1,1,100,Close,True,2017-01-01,10,4,0.5,False,0.7,0.550403225806,0.489919354839,0.560483870968,0.489919354839
ETH,2019-09-30,True,False,BiffPredictorSmart,5,2,1,1,100,Close,True,2018-01-01,10,4,0.5,True,0.7,0.549520766773,0.512738853503,0.520766773163,0.515923566879
ETH,2019-09-30,True,False,BiffPredictorSmart,5,2,1,1,100,Close,True,2018-01-01,10,4,0.5,False,0.7,0.562300319489,0.506369426752,0.546325878594,0.493630573248
ETH,2019-09-30,True,True,BiffPredictor,5,3,1,1,100,Close,True,2016-01-01,10,4,0.5,True,0.7,0.530973451327,0.519882179676,0.541297935103,0.565537555228
ETH,2019-09-30,True,True,BiffPredictor,5,3,1,1,100,Close,True,2016-01-01,10,4,0.5,False,0.7,0.551622418879,0.531664212077,0.598820058997,0.509572901325
ETH,2019-09-30,True,True,BiffPredictor,5,3,1,1,100,Close,True,2017-01-01,10,4,0.5,True,0.7,0.515151515152,0.524193548387,0.515151515152,0.524193548387
ETH,2019-09-30,True,True,BiffPredictor,5,3,1,1,100,Close,True,2017-01-01,10,4,0.5,False,0.7,0.569696969697,0.483870967742,0.575757575758,0.469758064516
ETH,2019-09-30,True,True,BiffPredictor,5,3,1,1,100,Close,True,2018-01-01,10,4,0.5,True,0.7,0.546325878594,0.476038338658,0.578274760383,0.520766773163
ETH,2019-09-30,True,True,BiffPredictor,5,3,1,1,100,Close,True,2018-01-01,10,4,0.5,False,0.7,0.591054313099,0.460063897764,0.58785942492,0.479233226837
ETH,2019-09-30,True,True,BiffPredictorSmart,5,3,1,1,100,Close,True,2016-01-01,10,4,0.5,True,0.7,0.561946902655,0.468335787923,0.573746312684,0.488954344624
ETH,2019-09-30,True,True,BiffPredictorSmart,5,3,1,1,100,Close,True,2016-01-01,10,4,0.5,False,0.7,0.53982300885,0.490427098675,0.573746312684,0.502209131075
ETH,2019-09-30,True,True,BiffPredictorSmart,5,3,1,1,100,Close,True,2017-01-01,10,4,0.5,True,0.7,0.551515151515,0.483870967742,0.537373737374,0.483870967742
ETH,2019-09-30,True,True,BiffPredictorSmart,5,3,1,1,100,Close,True,2017-01-01,10,4,0.5,False,0.7,0.551515151515,0.471774193548,0.569696969697,0.48185483871
ETH,2019-09-30,True,True,BiffPredictorSmart,5,3,1,1,100,Close,True,2018-01-01,10,4,0.5,True,0.7,0.552715654952,0.476038338658,0.571884984026,0.5303514377
ETH,2019-09-30,True,True,BiffPredictorSmart,5,3,1,1,100,Close,True,2018-01-01,10,4,0.5,False,0.7,0.565495207668,0.488817891374,0.581469648562,0.476038338658
ETH,2019-09-30,True,False,BiffPredictor,5,3,1,1,100,Close,True,2016-01-01,10,4,0.5,True,0.7,0.545722713864,0.503681885125,0.529498525074,0.525773195876
ETH,2019-09-30,True,False,BiffPredictor,5,3,1,1,100,Close,True,2016-01-01,10,4,0.5,False,0.7,0.558997050147,0.511045655376,0.545722713864,0.500736377025
ETH,2019-09-30,True,False,BiffPredictor,5,3,1,1,100,Close,True,2017-01-01,10,4,0.5,True,0.7,0.561616161616,0.542338709677,0.557575757576,0.524193548387
ETH,2019-09-30,True,False,BiffPredictor,5,3,1,1,100,Close,True,2017-01-01,10,4,0.5,False,0.7,0.59595959596,0.479838709677,0.587878787879,0.479838709677
ETH,2019-09-30,True,False,BiffPredictor,5,3,1,1,100,Close,True,2018-01-01,10,4,0.5,True,0.7,0.575079872204,0.495207667732,0.546325878594,0.495207667732
ETH,2019-09-30,True,False,BiffPredictor,5,3,1,1,100,Close,True,2018-01-01,10,4,0.5,False,0.7,0.575079872204,0.488817891374,0.568690095847,0.488817891374
ETH,2019-09-30,True,False,BiffPredictorSmart,5,3,1,1,100,Close,True,2016-01-01,10,4,0.5,True,0.7,0.52802359882,0.491899852725,0.526548672566,0.537555228277
ETH,2019-09-30,True,False,BiffPredictorSmart,5,3,1,1,100,Close,True,2016-01-01,10,4,0.5,False,0.7,0.563421828909,0.509572901325,0.557522123894,0.506627393225
ETH,2019-09-30,True,False,BiffPredictorSmart,5,3,1,1,100,Close,True,2017-01-01,10,4,0.5,True,0.7,0.583838383838,0.514112903226,0.559595959596,0.510080645161
ETH,2019-09-30,True,False,BiffPredictorSmart,5,3,1,1,100,Close,True,2017-01-01,10,4,0.5,False,0.7,0.581818181818,0.489919354839,0.577777777778,0.475806451613
ETH,2019-09-30,True,False,BiffPredictorSmart,5,3,1,1,100,Close,True,2018-01-01,10,4,0.5,True,0.7,0.543130990415,0.523961661342,0.527156549521,0.520766773163
ETH,2019-09-30,True,False,BiffPredictorSmart,5,3,1,1,100,Close,True,2018-01-01,10,4,0.5,False,0.7,0.584664536741,0.504792332268,0.565495207668,0.495207667732
