crypto,end_date,normalize,normalize_by_row,predictor_cls,predictor_params.daily_allowance,predictor_params.lookahead_days,predictor_params.prob_buy,predictor_params.prob_sell,predictor_params.starting_investment,price_column,standardize,start_date,window_size,cv_folds,dev_size,shuffle_data,training_size,MLPClassifier_training,MLPClassifier_eval,SVC_training,SVC_eval
BTC,2019-09-30,True,True,BiffPredictor,5,4,1,1,100,Close,False,2016-01-01,60,4,0.5,True,0.7,0.635528330781,0.591117917305,0.715160796325,0.718223583461
BTC,2019-09-30,True,True,BiffPredictor,5,4,1,1,100,Close,False,2016-01-01,60,4,0.5,False,0.7,0.647779479326,0.502297090352,0.647779479326,0.502297090352
BTC,2019-09-30,True,True,BiffPredictor,5,4,1,1,100,Close,False,2017-01-01,60,4,0.5,True,0.7,0.631914893617,0.589361702128,0.691489361702,0.736170212766
BTC,2019-09-30,True,True,BiffPredictor,5,4,1,1,100,Close,False,2017-01-01,60,4,0.5,False,0.7,0.587234042553,0.525531914894,0.587234042553,0.525531914894
BTC,2019-09-30,True,True,BiffPredictor,5,4,1,1,100,Close,False,2018-01-01,60,4,0.5,True,0.7,0.599303135889,0.684027777778,0.728222996516,0.704861111111
BTC,2019-09-30,True,True,BiffPredictor,5,4,1,1,100,Close,False,2018-01-01,60,4,0.5,False,0.7,0.585365853659,0.444444444444,0.550522648084,0.440972222222
BTC,2019-09-30,True,True,BiffPredictorSmart,5,4,1,1,100,Close,False,2016-01-01,60,4,0.5,True,0.7,0.594180704441,0.623277182236,0.638591117917,0.687595712098
BTC,2019-09-30,True,True,BiffPredictorSmart,5,4,1,1,100,Close,False,2016-01-01,60,4,0.5,False,0.7,0.664624808576,0.499234303216,0.664624808576,0.499234303216
BTC,2019-09-30,True,True,BiffPredictorSmart,5,4,1,1,100,Close,False,2017-01-01,60,4,0.5,True,0.7,0.68085106383,0.606382978723,0.710638297872,0.687234042553
BTC,2019-09-30,True,True,BiffPredictorSmart,5,4,1,1,100,Close,False,2017-01-01,60,4,0.5,False,0.7,0.58085106383,0.517021276596,0.58085106383,0.517021276596
BTC,2019-09-30,True,True,BiffPredictorSmart,5,4,1,1,100,Close,False,2018-01-01,60,4,0.5,True,0.7,0.588850174216,0.652777777778,0.714285714286,0.697916666667
BTC,2019-09-30,True,True,BiffPredictorSmart,5,4,1,1,100,Close,False,2018-01-01,60,4,0.5,False,0.7,0.592334494774,0.458333333333,0.554006968641,0.447916666667
BTC,2019-09-30,True,False,BiffPredictor,5,4,1,1,100,Close,False,2016-01-01,60,4,0.5,True,0.7,0.649310872894,0.601837672282,0.650842266462,0.577335375191
BTC,2019-09-30,True,False,BiffPredictor,5,4,1,1,100,Close,False,2016-01-01,60,4,0.5,False,0.7,0.647779479326,0.502297090352,0.647779479326,0.502297090352
BTC,2019-09-30,True,False,BiffPredictor,5,4,1,1,100,Close,False,2017-01-01,60,4,0.5,True,0.7,0.614893617021,0.617021276596,0.595744680851,0.621276595745
BTC,2019-09-30,True,False,BiffPredictor,5,4,1,1,100,Close,False,2017-01-01,60,4,0.5,False,0.7,0.587234042553,0.525531914894,0.587234042553,0.525531914894
BTC,2019-09-30,True,False,BiffPredictor,5,4,1,1,100,Close,False,2018-01-01,60,4,0.5,True,0.7,0.571428571429,0.5625,0.665505226481,0.704861111111
BTC,2019-09-30,True,False,BiffPredictor,5,4,1,1,100,Close,False,2018-01-01,60,4,0.5,False,0.7,0.574912891986,0.447916666667,0.543554006969,0.447916666667
BTC,2019-09-30,True,False,BiffPredictorSmart,5,4,1,1,100,Close,False,2016-01-01,60,4,0.5,True,0.7,0.638591117917,0.572741194487,0.658499234303,0.623277182236
BTC,2019-09-30,True,False,BiffPredictorSmart,5,4,1,1,100,Close,False,2016-01-01,60,4,0.5,False,0.7,0.664624808576,0.499234303216,0.673813169985,0.500765696784
BTC,2019-09-30,True,False,BiffPredictorSmart,5,4,1,1,100,Close,False,2017-01-01,60,4,0.5,True,0.7,0.587234042553,0.587234042553,0.597872340426,0.676595744681
BTC,2019-09-30,True,False,BiffPredictorSmart,5,4,1,1,100,Close,False,2017-01-01,60,4,0.5,False,0.7,0.58085106383,0.517021276596,0.58085106383,0.517021276596
BTC,2019-09-30,True,False,BiffPredictorSmart,5,4,1,1,100,Close,False,2018-01-01,60,4,0.5,True,0.7,0.571428571429,0.631944444444,0.641114982578,0.614583333333
BTC,2019-09-30,True,False,BiffPredictorSmart,5,4,1,1,100,Close,False,2018-01-01,60,4,0.5,False,0.7,0.588850174216,0.447916666667,0.578397212544,0.447916666667
XRP,2019-09-30,True,True,BiffPredictor,5,1,1,1,100,Close,True,2016-01-01,10,4,0.5,True,0.7,0.562592047128,0.516176470588,0.553755522828,0.547058823529
XRP,2019-09-30,True,True,BiffPredictor,5,1,1,1,100,Close,True,2016-01-01,10,4,0.5,False,0.7,0.556701030928,0.544117647059,0.556701030928,0.544117647059
XRP,2019-09-30,True,True,BiffPredictor,5,1,1,1,100,Close,True,2017-01-01,10,4,0.5,True,0.7,0.542338709677,0.535211267606,0.536290322581,0.533199195171
XRP,2019-09-30,True,True,BiffPredictor,5,1,1,1,100,Close,True,2017-01-01,10,4,0.5,False,0.7,0.594758064516,0.446680080483,0.582661290323,0.460764587525
XRP,2019-09-30,True,True,BiffPredictor,5,1,1,1,100,Close,True,2018-01-01,10,4,0.5,True,0.7,0.541401273885,0.550955414013,0.53821656051,0.563694267516
XRP,2019-09-30,True,True,BiffPredictor,5,1,1,1,100,Close,True,2018-01-01,10,4,0.5,False,0.7,0.576433121019,0.573248407643,0.576433121019,0.566878980892
XRP,2019-09-30,True,True,BiffPredictorSmart,5,1,1,1,100,Close,True,2016-01-01,10,4,0.5,True,0.7,0.571428571429,0.530882352941,0.555228276878,0.545588235294
XRP,2019-09-30,True,True,BiffPredictorSmart,5,1,1,1,100,Close,True,2016-01-01,10,4,0.5,False,0.7,0.556701030928,0.544117647059,0.556701030928,0.544117647059
XRP,2019-09-30,True,True,BiffPredictorSmart,5,1,1,1,100,Close,True,2017-01-01,10,4,0.5,True,0.7,0.550403225806,0.527162977867,0.538306451613,0.543259557344
XRP,2019-09-30,True,True,BiffPredictorSmart,5,1,1,1,100,Close,True,2017-01-01,10,4,0.5,False,0.7,0.602822580645,0.492957746479,0.582661290323,0.460764587525
XRP,2019-09-30,True,True,BiffPredictorSmart,5,1,1,1,100,Close,True,2018-01-01,10,4,0.5,True,0.7,0.576433121019,0.528662420382,0.589171974522,0.5
XRP,2019-09-30,True,True,BiffPredictorSmart,5,1,1,1,100,Close,True,2018-01-01,10,4,0.5,False,0.7,0.566878980892,0.53821656051,0.576433121019,0.566878980892
XRP,2019-09-30,True,False,BiffPredictor,5,1,1,1,100,Close,True,2016-01-01,10,4,0.5,True,0.7,0.572901325479,0.545588235294,0.564064801178,0.539705882353
XRP,2019-09-30,True,False,BiffPredictor,5,1,1,1,100,Close,True,2016-01-01,10,4,0.5,False,0.7,0.558173784978,0.455882352941,0.556701030928,0.544117647059
XRP,2019-09-30,True,False,BiffPredictor,5,1,1,1,100,Close,True,2017-01-01,10,4,0.5,True,0.7,0.568548387097,0.517102615694,0.556451612903,0.517102615694
XRP,2019-09-30,True,False,BiffPredictor,5,1,1,1,100,Close,True,2017-01-01,10,4,0.5,False,0.7,0.554435483871,0.545271629779,0.532258064516,0.551307847082
XRP,2019-09-30,True,False,BiffPredictor,5,1,1,1,100,Close,True,2018-01-01,10,4,0.5,True,0.7,0.59872611465,0.531847133758,0.585987261146,0.525477707006
XRP,2019-09-30,True,False,BiffPredictor,5,1,1,1,100,Close,True,2018-01-01,10,4,0.5,False,0.7,0.576433121019,0.554140127389,0.56050955414,0.554140127389
XRP,2019-09-30,True,False,BiffPredictorSmart,5,1,1,1,100,Close,True,2016-01-01,10,4,0.5,True,0.7,0.555228276878,0.548529411765,0.556701030928,0.547058823529
XRP,2019-09-30,True,False,BiffPredictorSmart,5,1,1,1,100,Close,True,2016-01-01,10,4,0.5,False,0.7,0.558173784978,0.535294117647,0.556701030928,0.544117647059
XRP,2019-09-30,True,False,BiffPredictorSmart,5,1,1,1,100,Close,True,2017-01-01,10,4,0.5,True,0.7,0.558467741935,0.53722334004,0.538306451613,0.545271629779
XRP,2019-09-30,True,False,BiffPredictorSmart,5,1,1,1,100,Close,True,2017-01-01,10,4,0.5,False,0.7,0.546370967742,0.551307847082,0.532258064516,0.551307847082
XRP,2019-09-30,True,False,BiffPredictorSmart,5,1,1,1,100,Close,True,2018-01-01,10,4,0.5,True,0.7,0.585987261146,0.506369426752,0.589171974522,0.525477707006
