crypto,end_date,normalize,normalize_by_row,predictor_cls,predictor_params.daily_allowance,predictor_params.lookahead_days,predictor_params.prob_buy,predictor_params.prob_sell,predictor_params.starting_investment,price_column,standardize,start_date,window_size,cv_folds,dev_size,shuffle_data,training_size,MLPClassifier_training,MLPClassifier_eval,SVC_training,SVC_eval
ETH,2019-09-30,True,False,BiffPredictor,5,1,1,1,100,Close,True,2017-01-01,50,4,0.5,True,0.7,0.550420168067,0.492662473795,0.556722689076,0.494758909853
ETH,2019-09-30,True,False,BiffPredictor,5,1,1,1,100,Close,True,2017-01-01,50,4,0.5,False,0.7,0.560924369748,0.490566037736,0.535714285714,0.482180293501
ETH,2019-09-30,True,False,BiffPredictor,5,1,1,1,100,Close,True,2018-01-01,50,4,0.5,True,0.7,0.554421768707,0.47619047619,0.557823129252,0.465986394558
ETH,2019-09-30,True,False,BiffPredictor,5,1,1,1,100,Close,True,2018-01-01,50,4,0.5,False,0.7,0.571428571429,0.510204081633,0.568027210884,0.47619047619
ETH,2019-09-30,True,False,BiffPredictorSmart,5,1,1,1,100,Close,True,2016-01-01,50,4,0.5,True,0.7,0.523520485584,0.50303030303,0.518968133536,0.489393939394
ETH,2019-09-30,True,False,BiffPredictorSmart,5,1,1,1,100,Close,True,2016-01-01,50,4,0.5,False,0.7,0.51593323217,0.486363636364,0.518968133536,0.493939393939
ETH,2019-09-30,True,False,BiffPredictorSmart,5,1,1,1,100,Close,True,2017-01-01,50,4,0.5,True,0.7,0.556722689076,0.545073375262,0.548319327731,0.475890985325
ETH,2019-09-30,True,False,BiffPredictorSmart,5,1,1,1,100,Close,True,2017-01-01,50,4,0.5,False,0.7,0.546218487395,0.513626834382,0.535714285714,0.482180293501
ETH,2019-09-30,True,False,BiffPredictorSmart,5,1,1,1,100,Close,True,2018-01-01,50,4,0.5,True,0.7,0.547619047619,0.47619047619,0.537414965986,0.489795918367
ETH,2019-09-30,True,False,BiffPredictorSmart,5,1,1,1,100,Close,True,2018-01-01,50,4,0.5,False,0.7,0.574829931973,0.493197278912,0.568027210884,0.47619047619
ETH,2019-09-30,True,True,BiffPredictor,5,2,1,1,100,Close,True,2016-01-01,50,4,0.5,True,0.7,0.578148710167,0.588770864947,0.57966616085,0.566009104704
ETH,2019-09-30,True,True,BiffPredictor,5,2,1,1,100,Close,True,2016-01-01,50,4,0.5,False,0.7,0.559939301973,0.531107738998,0.549317147193,0.52655538695
ETH,2019-09-30,True,True,BiffPredictor,5,2,1,1,100,Close,True,2017-01-01,50,4,0.5,True,0.7,0.596638655462,0.516806722689,0.628151260504,0.542016806723
ETH,2019-09-30,True,True,BiffPredictor,5,2,1,1,100,Close,True,2017-01-01,50,4,0.5,False,0.7,0.600840336134,0.512605042017,0.590336134454,0.478991596639
ETH,2019-09-30,True,True,BiffPredictor,5,2,1,1,100,Close,True,2018-01-01,50,4,0.5,True,0.7,0.59385665529,0.581632653061,0.587030716724,0.544217687075
ETH,2019-09-30,True,True,BiffPredictor,5,2,1,1,100,Close,True,2018-01-01,50,4,0.5,False,0.7,0.610921501706,0.510204081633,0.58361774744,0.47619047619
ETH,2019-09-30,True,True,BiffPredictorSmart,5,2,1,1,100,Close,True,2016-01-01,50,4,0.5,True,0.7,0.567526555387,0.575113808801,0.57966616085,0.582701062215
ETH,2019-09-30,True,True,BiffPredictorSmart,5,2,1,1,100,Close,True,2016-01-01,50,4,0.5,False,0.7,0.570561456753,0.522003034901,0.562974203338,0.508345978756
ETH,2019-09-30,True,True,BiffPredictorSmart,5,2,1,1,100,Close,True,2017-01-01,50,4,0.5,True,0.7,0.579831932773,0.567226890756,0.571428571429,0.586134453782
ETH,2019-09-30,True,True,BiffPredictorSmart,5,2,1,1,100,Close,True,2017-01-01,50,4,0.5,False,0.7,0.598739495798,0.5,0.596638655462,0.447478991597
ETH,2019-09-30,True,True,BiffPredictorSmart,5,2,1,1,100,Close,True,2018-01-01,50,4,0.5,True,0.7,0.539249146758,0.551020408163,0.539249146758,0.581632653061
ETH,2019-09-30,True,True,BiffPredictorSmart,5,2,1,1,100,Close,True,2018-01-01,50,4,0.5,False,0.7,0.607508532423,0.5,0.556313993174,0.482993197279
ETH,2019-09-30,True,False,BiffPredictor,5,2,1,1,100,Close,True,2016-01-01,50,4,0.5,True,0.7,0.54779969651,0.487101669196,0.585735963581,0.564491654021
ETH,2019-09-30,True,False,BiffPredictor,5,2,1,1,100,Close,True,2016-01-01,50,4,0.5,False,0.7,0.51593323217,0.485584218513,0.534142640364,0.517450682853
ETH,2019-09-30,True,False,BiffPredictor,5,2,1,1,100,Close,True,2017-01-01,50,4,0.5,True,0.7,0.615546218487,0.535714285714,0.636554621849,0.548319327731
ETH,2019-09-30,True,False,BiffPredictor,5,2,1,1,100,Close,True,2017-01-01,50,4,0.5,False,0.7,0.563025210084,0.489495798319,0.602941176471,0.508403361345
ETH,2019-09-30,True,False,BiffPredictor,5,2,1,1,100,Close,True,2018-01-01,50,4,0.5,True,0.7,0.566552901024,0.578231292517,0.60409556314,0.622448979592
