crypto,end_date,normalize,normalize_by_row,predictor_cls,predictor_params.daily_allowance,predictor_params.lookahead_days,predictor_params.prob_buy,predictor_params.prob_sell,predictor_params.starting_investment,price_column,standardize,start_date,window_size,cv_folds,dev_size,shuffle_data,training_size,MLPClassifier_training,MLPClassifier_eval,SVC_training,SVC_eval
BTC,2019-09-30,True,True,BiffPredictorSmart,5,2,1,1,100,Close,False,2017-01-01,20,4,0.5,True,0.7,0.621181262729,0.529531568228,0.604887983707,0.533604887984
BTC,2019-09-30,True,True,BiffPredictorSmart,5,2,1,1,100,Close,False,2017-01-01,20,4,0.5,False,0.7,0.61099796334,0.535641547862,0.584521384929,0.519348268839
BTC,2019-09-30,True,True,BiffPredictorSmart,5,2,1,1,100,Close,False,2018-01-01,20,4,0.5,True,0.7,0.62012987013,0.52427184466,0.590909090909,0.498381877023
BTC,2019-09-30,True,True,BiffPredictorSmart,5,2,1,1,100,Close,False,2018-01-01,20,4,0.5,False,0.7,0.555194805195,0.546925566343,0.532467532468,0.514563106796
BTC,2019-09-30,True,False,BiffPredictor,5,2,1,1,100,Close,False,2016-01-01,20,4,0.5,True,0.7,0.596439169139,0.591988130564,0.589020771513,0.590504451039
BTC,2019-09-30,True,False,BiffPredictor,5,2,1,1,100,Close,False,2016-01-01,20,4,0.5,False,0.7,0.621661721068,0.525222551929,0.621661721068,0.525222551929
BTC,2019-09-30,True,False,BiffPredictor,5,2,1,1,100,Close,False,2017-01-01,20,4,0.5,True,0.7,0.578411405295,0.613034623218,0.570264765784,0.590631364562
BTC,2019-09-30,True,False,BiffPredictor,5,2,1,1,100,Close,False,2017-01-01,20,4,0.5,False,0.7,0.61099796334,0.529531568228,0.59266802444,0.562118126273
BTC,2019-09-30,True,False,BiffPredictor,5,2,1,1,100,Close,False,2018-01-01,20,4,0.5,True,0.7,0.571428571429,0.53074433657,0.574675324675,0.543689320388
BTC,2019-09-30,True,False,BiffPredictor,5,2,1,1,100,Close,False,2018-01-01,20,4,0.5,False,0.7,0.564935064935,0.556634304207,0.542207792208,0.427184466019
BTC,2019-09-30,True,False,BiffPredictorSmart,5,2,1,1,100,Close,False,2016-01-01,20,4,0.5,True,0.7,0.590504451039,0.572700296736,0.575667655786,0.563798219585
BTC,2019-09-30,True,False,BiffPredictorSmart,5,2,1,1,100,Close,False,2016-01-01,20,4,0.5,False,0.7,0.617210682493,0.510385756677,0.617210682493,0.510385756677
BTC,2019-09-30,True,False,BiffPredictorSmart,5,2,1,1,100,Close,False,2017-01-01,20,4,0.5,True,0.7,0.568228105906,0.584521384929,0.566191446029,0.566191446029
BTC,2019-09-30,True,False,BiffPredictorSmart,5,2,1,1,100,Close,False,2017-01-01,20,4,0.5,False,0.7,0.604887983707,0.539714867617,0.588594704684,0.52749490835
BTC,2019-09-30,True,False,BiffPredictorSmart,5,2,1,1,100,Close,False,2018-01-01,20,4,0.5,True,0.7,0.538961038961,0.498381877023,0.519480519481,0.514563106796
BTC,2019-09-30,True,False,BiffPredictorSmart,5,2,1,1,100,Close,False,2018-01-01,20,4,0.5,False,0.7,0.558441558442,0.472491909385,0.532467532468,0.466019417476
BTC,2019-09-30,True,True,BiffPredictor,5,3,1,1,100,Close,False,2016-01-01,20,4,0.5,True,0.7,0.591381872214,0.577151335312,0.591381872214,0.56824925816
BTC,2019-09-30,True,True,BiffPredictor,5,3,1,1,100,Close,False,2016-01-01,20,4,0.5,False,0.7,0.650817236256,0.519287833828,0.641901931649,0.510385756677
BTC,2019-09-30,True,True,BiffPredictor,5,3,1,1,100,Close,False,2017-01-01,20,4,0.5,True,0.7,0.585714285714,0.604887983707,0.585714285714,0.598778004073
BTC,2019-09-30,True,True,BiffPredictor,5,3,1,1,100,Close,False,2017-01-01,20,4,0.5,False,0.7,0.636734693878,0.498981670061,0.640816326531,0.525458248473
BTC,2019-09-30,True,True,BiffPredictor,5,3,1,1,100,Close,False,2018-01-01,20,4,0.5,True,0.7,0.558441558442,0.50974025974,0.577922077922,0.548701298701
BTC,2019-09-30,True,True,BiffPredictor,5,3,1,1,100,Close,False,2018-01-01,20,4,0.5,False,0.7,0.529220779221,0.474025974026,0.522727272727,0.474025974026
BTC,2019-09-30,True,True,BiffPredictorSmart,5,3,1,1,100,Close,False,2016-01-01,20,4,0.5,True,0.7,0.609212481426,0.545994065282,0.598811292719,0.532640949555
BTC,2019-09-30,True,True,BiffPredictorSmart,5,3,1,1,100,Close,False,2016-01-01,20,4,0.5,False,0.7,0.638930163447,0.5,0.638930163447,0.501483679525
BTC,2019-09-30,True,True,BiffPredictorSmart,5,3,1,1,100,Close,False,2017-01-01,20,4,0.5,True,0.7,0.573469387755,0.55600814664,0.567346938776,0.535641547862
BTC,2019-09-30,True,True,BiffPredictorSmart,5,3,1,1,100,Close,False,2017-01-01,20,4,0.5,False,0.7,0.614285714286,0.521384928717,0.597959183673,0.513238289206
BTC,2019-09-30,True,True,BiffPredictorSmart,5,3,1,1,100,Close,False,2018-01-01,20,4,0.5,True,0.7,0.555194805195,0.548701298701,0.564935064935,0.555194805195
BTC,2019-09-30,True,True,BiffPredictorSmart,5,3,1,1,100,Close,False,2018-01-01,20,4,0.5,False,0.7,0.561688311688,0.542207792208,0.538961038961,0.474025974026
BTC,2019-09-30,True,False,BiffPredictor,5,3,1,1,100,Close,False,2016-01-01,20,4,0.5,True,0.7,0.595839524517,0.590504451039,0.609212481426,0.614243323442
BTC,2019-09-30,True,False,BiffPredictor,5,3,1,1,100,Close,False,2016-01-01,20,4,0.5,False,0.7,0.641901931649,0.510385756677,0.641901931649,0.510385756677
BTC,2019-09-30,True,False,BiffPredictor,5,3,1,1,100,Close,False,2017-01-01,20,4,0.5,True,0.7,0.577551020408,0.578411405295,0.563265306122,0.598778004073
BTC,2019-09-30,True,False,BiffPredictor,5,3,1,1,100,Close,False,2017-01-01,20,4,0.5,False,0.7,0.630612244898,0.539714867617,0.624489795918,0.549898167006
BTC,2019-09-30,True,False,BiffPredictor,5,3,1,1,100,Close,False,2018-01-01,20,4,0.5,True,0.7,0.577922077922,0.522727272727,0.558441558442,0.529220779221
BTC,2019-09-30,True,False,BiffPredictor,5,3,1,1,100,Close,False,2018-01-01,20,4,0.5,False,0.7,0.574675324675,0.506493506494,0.522727272727,0.474025974026
BTC,2019-09-30,True,False,BiffPredictorSmart,5,3,1,1,100,Close,False,2016-01-01,20,4,0.5,True,0.7,0.619613670134,0.584569732938,0.610698365527,0.589020771513
