crypto,end_date,normalize,normalize_by_row,predictor_cls,predictor_params.daily_allowance,predictor_params.lookahead_days,predictor_params.prob_buy,predictor_params.prob_sell,predictor_params.starting_investment,price_column,standardize,start_date,window_size,cv_folds,dev_size,shuffle_data,training_size,MLPClassifier_training,MLPClassifier_eval,SVC_training,SVC_eval
XRP,2019-09-30,True,False,BiffPredictor,5,2,1,1,100,Close,False,2018-01-01,50,4,0.5,True,0.7,0.610921501706,0.517006802721,0.627986348123,0.527210884354
XRP,2019-09-30,True,False,BiffPredictor,5,2,1,1,100,Close,False,2018-01-01,50,4,0.5,False,0.7,0.61433447099,0.489795918367,0.57337883959,0.561224489796
XRP,2019-09-30,True,False,BiffPredictorSmart,5,2,1,1,100,Close,False,2016-01-01,50,4,0.5,True,0.7,0.556904400607,0.553869499241,0.566009104704,0.561456752656
XRP,2019-09-30,True,False,BiffPredictorSmart,5,2,1,1,100,Close,False,2016-01-01,50,4,0.5,False,0.7,0.564491654021,0.535660091047,0.585735963581,0.549317147193
XRP,2019-09-30,True,False,BiffPredictorSmart,5,2,1,1,100,Close,False,2017-01-01,50,4,0.5,True,0.7,0.560924369748,0.546218487395,0.542016806723,0.598739495798
XRP,2019-09-30,True,False,BiffPredictorSmart,5,2,1,1,100,Close,False,2017-01-01,50,4,0.5,False,0.7,0.531512605042,0.544117647059,0.531512605042,0.544117647059
XRP,2019-09-30,True,False,BiffPredictorSmart,5,2,1,1,100,Close,False,2018-01-01,50,4,0.5,True,0.7,0.59385665529,0.503401360544,0.576791808874,0.571428571429
XRP,2019-09-30,True,False,BiffPredictorSmart,5,2,1,1,100,Close,False,2018-01-01,50,4,0.5,False,0.7,0.60409556314,0.496598639456,0.559726962457,0.551020408163
XRP,2019-09-30,True,True,BiffPredictor,5,3,1,1,100,Close,False,2016-01-01,50,4,0.5,True,0.7,0.594224924012,0.584218512898,0.639817629179,0.681335356601
XRP,2019-09-30,True,True,BiffPredictor,5,3,1,1,100,Close,False,2016-01-01,50,4,0.5,False,0.7,0.554711246201,0.566009104704,0.554711246201,0.566009104704
XRP,2019-09-30,True,True,BiffPredictor,5,3,1,1,100,Close,False,2017-01-01,50,4,0.5,True,0.7,0.606315789474,0.569327731092,0.652631578947,0.651260504202
XRP,2019-09-30,True,True,BiffPredictor,5,3,1,1,100,Close,False,2017-01-01,50,4,0.5,False,0.7,0.541052631579,0.529411764706,0.541052631579,0.52731092437
XRP,2019-09-30,True,True,BiffPredictor,5,3,1,1,100,Close,False,2018-01-01,50,4,0.5,True,0.7,0.600682593857,0.58361774744,0.634812286689,0.665529010239
XRP,2019-09-30,True,True,BiffPredictor,5,3,1,1,100,Close,False,2018-01-01,50,4,0.5,False,0.7,0.62457337884,0.556313993174,0.59385665529,0.556313993174
XRP,2019-09-30,True,True,BiffPredictorSmart,5,3,1,1,100,Close,False,2016-01-01,50,4,0.5,True,0.7,0.621580547112,0.512898330804,0.641337386018,0.628224582701
XRP,2019-09-30,True,True,BiffPredictorSmart,5,3,1,1,100,Close,False,2016-01-01,50,4,0.5,False,0.7,0.545592705167,0.561456752656,0.545592705167,0.561456752656
XRP,2019-09-30,True,True,BiffPredictorSmart,5,3,1,1,100,Close,False,2017-01-01,50,4,0.5,True,0.7,0.608421052632,0.563025210084,0.6,0.56512605042
XRP,2019-09-30,True,True,BiffPredictorSmart,5,3,1,1,100,Close,False,2017-01-01,50,4,0.5,False,0.7,0.547368421053,0.539915966387,0.543157894737,0.514705882353
XRP,2019-09-30,True,True,BiffPredictorSmart,5,3,1,1,100,Close,False,2018-01-01,50,4,0.5,True,0.7,0.597269624573,0.580204778157,0.60409556314,0.580204778157
XRP,2019-09-30,True,True,BiffPredictorSmart,5,3,1,1,100,Close,False,2018-01-01,50,4,0.5,False,0.7,0.600682593857,0.546075085324,0.590443686007,0.552901023891
XRP,2019-09-30,True,False,BiffPredictor,5,3,1,1,100,Close,False,2016-01-01,50,4,0.5,True,0.7,0.580547112462,0.564491654021,0.568389057751,0.573596358118
XRP,2019-09-30,True,False,BiffPredictor,5,3,1,1,100,Close,False,2016-01-01,50,4,0.5,False,0.7,0.554711246201,0.535660091047,0.554711246201,0.566009104704
XRP,2019-09-30,True,False,BiffPredictor,5,3,1,1,100,Close,False,2017-01-01,50,4,0.5,True,0.7,0.595789473684,0.504201680672,0.562105263158,0.449579831933
XRP,2019-09-30,True,False,BiffPredictor,5,3,1,1,100,Close,False,2017-01-01,50,4,0.5,False,0.7,0.549473684211,0.535714285714,0.522105263158,0.439075630252
XRP,2019-09-30,True,False,BiffPredictor,5,3,1,1,100,Close,False,2018-01-01,50,4,0.5,True,0.7,0.60409556314,0.566552901024,0.641638225256,0.57337883959
XRP,2019-09-30,True,False,BiffPredictor,5,3,1,1,100,Close,False,2018-01-01,50,4,0.5,False,0.7,0.62457337884,0.556313993174,0.59385665529,0.556313993174
XRP,2019-09-30,True,False,BiffPredictorSmart,5,3,1,1,100,Close,False,2016-01-01,50,4,0.5,True,0.7,0.545592705167,0.587253414264,0.539513677812,0.582701062215
XRP,2019-09-30,True,False,BiffPredictorSmart,5,3,1,1,100,Close,False,2016-01-01,50,4,0.5,False,0.7,0.563829787234,0.55842185129,0.545592705167,0.561456752656
XRP,2019-09-30,True,False,BiffPredictorSmart,5,3,1,1,100,Close,False,2017-01-01,50,4,0.5,True,0.7,0.587368421053,0.529411764706,0.555789473684,0.563025210084
XRP,2019-09-30,True,False,BiffPredictorSmart,5,3,1,1,100,Close,False,2017-01-01,50,4,0.5,False,0.7,0.536842105263,0.56512605042,0.522105263158,0.56512605042
XRP,2019-09-30,True,False,BiffPredictorSmart,5,3,1,1,100,Close,False,2018-01-01,50,4,0.5,True,0.7,0.58361774744,0.59385665529,0.569965870307,0.58361774744
XRP,2019-09-30,True,False,BiffPredictorSmart,5,3,1,1,100,Close,False,2018-01-01,50,4,0.5,False,0.7,0.61433447099,0.522184300341,0.576791808874,0.566552901024
XRP,2019-09-30,True,True,BiffPredictor,5,4,1,1,100,Close,False,2016-01-01,50,4,0.5,True,0.7,0.620060790274,0.554711246201,0.709726443769,0.689969604863
XRP,2019-09-30,True,True,BiffPredictor,5,4,1,1,100,Close,False,2016-01-01,50,4,0.5,False,0.7,0.559270516717,0.56990881459,0.559270516717,0.56990881459
XRP,2019-09-30,True,True,BiffPredictor,5,4,1,1,100,Close,False,2017-01-01,50,4,0.5,True,0.7,0.576842105263,0.606315789474,0.64,0.705263157895
XRP,2019-09-30,True,True,BiffPredictor,5,4,1,1,100,Close,False,2017-01-01,50,4,0.5,False,0.7,0.581052631579,0.509473684211,0.562105263158,0.482105263158
XRP,2019-09-30,True,True,BiffPredictor,5,4,1,1,100,Close,False,2018-01-01,50,4,0.5,True,0.7,0.602739726027,0.576791808874,0.66095890411,0.662116040956
XRP,2019-09-30,True,True,BiffPredictor,5,4,1,1,100,Close,False,2018-01-01,50,4,0.5,False,0.7,0.630136986301,0.556313993174,0.619863013699,0.542662116041
XRP,2019-09-30,True,True,BiffPredictorSmart,5,4,1,1,100,Close,False,2016-01-01,50,4,0.5,True,0.7,0.595744680851,0.627659574468,0.661094224924,0.644376899696
XRP,2019-09-30,True,True,BiffPredictorSmart,5,4,1,1,100,Close,False,2016-01-01,50,4,0.5,False,0.7,0.553191489362,0.577507598784,0.553191489362,0.577507598784
XRP,2019-09-30,True,True,BiffPredictorSmart,5,4,1,1,100,Close,False,2017-01-01,50,4,0.5,True,0.7,0.587368421053,0.578947368421,0.629473684211,0.661052631579
XRP,2019-09-30,True,True,BiffPredictorSmart,5,4,1,1,100,Close,False,2017-01-01,50,4,0.5,False,0.7,0.566315789474,0.547368421053,0.549473684211,0.547368421053
XRP,2019-09-30,True,True,BiffPredictorSmart,5,4,1,1,100,Close,False,2018-01-01,50,4,0.5,True,0.7,0.623287671233,0.60409556314,0.66095890411,0.621160409556
XRP,2019-09-30,True,True,BiffPredictorSmart,5,4,1,1,100,Close,False,2018-01-01,50,4,0.5,False,0.7,0.630136986301,0.57337883959,0.609589041096,0.566552901024
XRP,2019-09-30,True,False,BiffPredictor,5,4,1,1,100,Close,False,2016-01-01,50,4,0.5,True,0.7,0.603343465046,0.579027355623,0.580547112462,0.56990881459
XRP,2019-09-30,True,False,BiffPredictor,5,4,1,1,100,Close,False,2016-01-01,50,4,0.5,False,0.7,0.559270516717,0.56990881459,0.559270516717,0.56990881459
XRP,2019-09-30,True,False,BiffPredictor,5,4,1,1,100,Close,False,2017-01-01,50,4,0.5,True,0.7,0.602105263158,0.635789473684,0.568421052632,0.642105263158
XRP,2019-09-30,True,False,BiffPredictor,5,4,1,1,100,Close,False,2017-01-01,50,4,0.5,False,0.7,0.578947368421,0.473684210526,0.581052631579,0.431578947368
XRP,2019-09-30,True,False,BiffPredictor,5,4,1,1,100,Close,False,2018-01-01,50,4,0.5,True,0.7,0.609589041096,0.590443686007,0.58904109589,0.57337883959
XRP,2019-09-30,True,False,BiffPredictor,5,4,1,1,100,Close,False,2018-01-01,50,4,0.5,False,0.7,0.640410958904,0.542662116041,0.619863013699,0.542662116041
XRP,2019-09-30,True,False,BiffPredictorSmart,5,4,1,1,100,Close,False,2016-01-01,50,4,0.5,True,0.7,0.574468085106,0.579027355623,0.56990881459,0.574468085106
XRP,2019-09-30,True,False,BiffPredictorSmart,5,4,1,1,100,Close,False,2016-01-01,50,4,0.5,False,0.7,0.553191489362,0.537993920973,0.553191489362,0.577507598784
XRP,2019-09-30,True,False,BiffPredictorSmart,5,4,1,1,100,Close,False,2017-01-01,50,4,0.5,True,0.7,0.614736842105,0.593684210526,0.6,0.604210526316
XRP,2019-09-30,True,False,BiffPredictorSmart,5,4,1,1,100,Close,False,2017-01-01,50,4,0.5,False,0.7,0.557894736842,0.570526315789,0.515789473684,0.578947368421
XRP,2019-09-30,True,False,BiffPredictorSmart,5,4,1,1,100,Close,False,2018-01-01,50,4,0.5,True,0.7,0.571917808219,0.58361774744,0.582191780822,0.617747440273
XRP,2019-09-30,True,False,BiffPredictorSmart,5,4,1,1,100,Close,False,2018-01-01,50,4,0.5,False,0.7,0.647260273973,0.511945392491,0.609589041096,0.566552901024
XRP,2019-09-30,True,True,BiffPredictor,5,1,1,1,100,Close,True,2016-01-01,60,4,0.5,True,0.7,0.581039755352,0.535877862595,0.571865443425,0.529770992366
XRP,2019-09-30,True,True,BiffPredictor,5,1,1,1,100,Close,True,2016-01-01,60,4,0.5,False,0.7,0.55504587156,0.549618320611,0.55504587156,0.549618320611
XRP,2019-09-30,True,True,BiffPredictor,5,1,1,1,100,Close,True,2017-01-01,60,4,0.5,True,0.7,0.594479830149,0.53813559322,0.585987261146,0.546610169492
XRP,2019-09-30,True,True,BiffPredictor,5,1,1,1,100,Close,True,2017-01-01,60,4,0.5,False,0.7,0.573248407643,0.529661016949,0.55838641189,0.544491525424
XRP,2019-09-30,True,True,BiffPredictor,5,1,1,1,100,Close,True,2018-01-01,60,4,0.5,True,0.7,0.553633217993,0.557093425606,0.532871972318,0.574394463668
XRP,2019-09-30,True,True,BiffPredictor,5,1,1,1,100,Close,True,2018-01-01,60,4,0.5,False,0.7,0.57785467128,0.543252595156,0.570934256055,0.536332179931
XRP,2019-09-30,True,True,BiffPredictorSmart,5,1,1,1,100,Close,True,2016-01-01,60,4,0.5,True,0.7,0.571865443425,0.532824427481,0.571865443425,0.532824427481
XRP,2019-09-30,True,True,BiffPredictorSmart,5,1,1,1,100,Close,True,2016-01-01,60,4,0.5,False,0.7,0.55504587156,0.549618320611,0.55504587156,0.549618320611
XRP,2019-09-30,True,True,BiffPredictorSmart,5,1,1,1,100,Close,True,2017-01-01,60,4,0.5,True,0.7,0.554140127389,0.557203389831,0.541401273885,0.550847457627
XRP,2019-09-30,True,True,BiffPredictorSmart,5,1,1,1,100,Close,True,2017-01-01,60,4,0.5,False,0.7,0.569002123142,0.542372881356,0.55838641189,0.544491525424
XRP,2019-09-30,True,True,BiffPredictorSmart,5,1,1,1,100,Close,True,2018-01-01,60,4,0.5,True,0.7,0.574394463668,0.501730103806,0.553633217993,0.553633217993
XRP,2019-09-30,True,True,BiffPredictorSmart,5,1,1,1,100,Close,True,2018-01-01,60,4,0.5,False,0.7,0.567474048443,0.539792387543,0.570934256055,0.536332179931
XRP,2019-09-30,True,False,BiffPredictor,5,1,1,1,100,Close,True,2016-01-01,60,4,0.5,True,0.7,0.55504587156,0.55572519084,0.553516819572,0.551145038168
XRP,2019-09-30,True,False,BiffPredictor,5,1,1,1,100,Close,True,2016-01-01,60,4,0.5,False,0.7,0.564220183486,0.508396946565,0.55504587156,0.549618320611
XRP,2019-09-30,True,False,BiffPredictor,5,1,1,1,100,Close,True,2017-01-01,60,4,0.5,True,0.7,0.581740976645,0.5,0.564755838641,0.525423728814
XRP,2019-09-30,True,False,BiffPredictor,5,1,1,1,100,Close,True,2017-01-01,60,4,0.5,False,0.7,0.541401273885,0.48093220339,0.524416135881,0.493644067797
XRP,2019-09-30,True,False,BiffPredictor,5,1,1,1,100,Close,True,2018-01-01,60,4,0.5,True,0.7,0.581314878893,0.536332179931,0.570934256055,0.536332179931
XRP,2019-09-30,True,False,BiffPredictor,5,1,1,1,100,Close,True,2018-01-01,60,4,0.5,False,0.7,0.570934256055,0.432525951557,0.56401384083,0.543252595156
XRP,2019-09-30,True,False,BiffPredictorSmart,5,1,1,1,100,Close,True,2016-01-01,60,4,0.5,True,0.7,0.547400611621,0.569465648855,0.55504587156,0.526717557252
XRP,2019-09-30,True,False,BiffPredictorSmart,5,1,1,1,100,Close,True,2016-01-01,60,4,0.5,False,0.7,0.56880733945,0.563358778626,0.55504587156,0.549618320611
