crypto,end_date,normalize,normalize_by_row,predictor_cls,predictor_params.daily_allowance,predictor_params.lookahead_days,predictor_params.prob_buy,predictor_params.prob_sell,predictor_params.starting_investment,price_column,start_date,window_size,cv_folds,dev_size,shuffle_data,training_size,mlp_training,mlp_eval,svc_training,svc_eval
BTC,2019-05-04,True,True,BiffPredictorSmart,5,3,1,1,100,Close,2016-01-01,60,4,0.5,True,0.7,0.588946459413,0.550949913644,0.645941278066,0.626943005181
BTC,2019-05-04,True,True,BiffPredictorSmart,5,3,1,1,100,Close,2017-01-01,60,4,0.5,True,0.7,0.631313131313,0.631313131313,0.681818181818,0.679292929293
BTC,2019-05-04,True,True,BiffPredictorSmart,5,3,1,1,100,Close,2018-01-01,60,4,0.5,True,0.7,0.652582159624,0.523364485981,0.676056338028,0.691588785047
BTC,2019-05-04,True,False,BiffPredictor,5,3,1,1,100,Close,2016-01-01,60,4,0.5,True,0.7,0.637305699482,0.609671848014,0.678756476684,0.625215889465
BTC,2019-05-04,True,False,BiffPredictor,5,3,1,1,100,Close,2017-01-01,60,4,0.5,True,0.7,0.616161616162,0.646464646465,0.664141414141,0.674242424242
BTC,2019-05-04,True,False,BiffPredictor,5,3,1,1,100,Close,2018-01-01,60,4,0.5,True,0.7,0.676056338028,0.570093457944,0.680751173709,0.64953271028
BTC,2019-05-04,True,False,BiffPredictorSmart,5,3,1,1,100,Close,2016-01-01,60,4,0.5,True,0.7,0.60103626943,0.633851468048,0.633851468048,0.680483592401
BTC,2019-05-04,True,False,BiffPredictorSmart,5,3,1,1,100,Close,2017-01-01,60,4,0.5,True,0.7,0.646464646465,0.626262626263,0.679292929293,0.633838383838
BTC,2019-05-04,True,False,BiffPredictorSmart,5,3,1,1,100,Close,2018-01-01,60,4,0.5,True,0.7,0.62441314554,0.53738317757,0.619718309859,0.68691588785
BTC,2019-05-04,True,True,BiffPredictor,5,4,1,1,100,Close,2016-01-01,60,4,0.5,True,0.7,0.652249134948,0.642487046632,0.731833910035,0.721934369603
BTC,2019-05-04,True,True,BiffPredictor,5,4,1,1,100,Close,2017-01-01,60,4,0.5,True,0.7,0.637974683544,0.684343434343,0.721518987342,0.732323232323
BTC,2019-05-04,True,True,BiffPredictor,5,4,1,1,100,Close,2018-01-01,60,4,0.5,True,0.7,0.699530516432,0.544600938967,0.755868544601,0.737089201878
BTC,2019-05-04,True,True,BiffPredictorSmart,5,4,1,1,100,Close,2016-01-01,60,4,0.5,True,0.7,0.608996539792,0.59585492228,0.643598615917,0.708117443869
BTC,2019-05-04,True,True,BiffPredictorSmart,5,4,1,1,100,Close,2017-01-01,60,4,0.5,True,0.7,0.625316455696,0.628787878788,0.698734177215,0.694444444444
BTC,2019-05-04,True,True,BiffPredictorSmart,5,4,1,1,100,Close,2018-01-01,60,4,0.5,True,0.7,0.638497652582,0.549295774648,0.713615023474,0.69014084507
BTC,2019-05-04,True,False,BiffPredictor,5,4,1,1,100,Close,2016-01-01,60,4,0.5,True,0.7,0.60553633218,0.607944732297,0.678200692042,0.656303972366
BTC,2019-05-04,True,False,BiffPredictor,5,4,1,1,100,Close,2017-01-01,60,4,0.5,True,0.7,0.663291139241,0.643939393939,0.698734177215,0.724747474747
BTC,2019-05-04,True,False,BiffPredictor,5,4,1,1,100,Close,2018-01-01,60,4,0.5,True,0.7,0.671361502347,0.530516431925,0.657276995305,0.723004694836
BTC,2019-05-04,True,False,BiffPredictorSmart,5,4,1,1,100,Close,2016-01-01,60,4,0.5,True,0.7,0.63321799308,0.642487046632,0.679930795848,0.673575129534
BTC,2019-05-04,True,False,BiffPredictorSmart,5,4,1,1,100,Close,2017-01-01,60,4,0.5,True,0.7,0.632911392405,0.666666666667,0.615189873418,0.60101010101
BTC,2019-05-04,True,False,BiffPredictorSmart,5,4,1,1,100,Close,2018-01-01,60,4,0.5,True,0.7,0.666666666667,0.596244131455,0.638497652582,0.652582159624
XRP,2019-05-04,True,True,BiffPredictor,5,1,1,1,100,Close,2016-01-01,10,4,0.5,True,0.7,0.588429752066,0.532231404959,0.586776859504,0.504132231405
XRP,2019-05-04,True,True,BiffPredictor,5,1,1,1,100,Close,2017-01-01,10,4,0.5,True,0.7,0.571090047393,0.516587677725,0.542654028436,0.559241706161
XRP,2019-05-04,True,True,BiffPredictor,5,1,1,1,100,Close,2018-01-01,10,4,0.5,True,0.7,0.606694560669,0.5625,0.610878661088,0.545833333333
XRP,2019-05-04,True,True,BiffPredictorSmart,5,1,1,1,100,Close,2016-01-01,10,4,0.5,True,0.7,0.560330578512,0.555371900826,0.555371900826,0.552066115702
XRP,2019-05-04,True,True,BiffPredictorSmart,5,1,1,1,100,Close,2017-01-01,10,4,0.5,True,0.7,0.578199052133,0.559241706161,0.563981042654,0.516587677725
XRP,2019-05-04,True,True,BiffPredictorSmart,5,1,1,1,100,Close,2018-01-01,10,4,0.5,True,0.7,0.577405857741,0.591666666667,0.569037656904,0.629166666667
XRP,2019-05-04,True,False,BiffPredictor,5,1,1,1,100,Close,2016-01-01,10,4,0.5,True,0.7,0.576859504132,0.540495867769,0.568595041322,0.540495867769
XRP,2019-05-04,True,False,BiffPredictor,5,1,1,1,100,Close,2017-01-01,10,4,0.5,True,0.7,0.5663507109,0.495260663507,0.552132701422,0.523696682464
XRP,2019-05-04,True,False,BiffPredictor,5,1,1,1,100,Close,2018-01-01,10,4,0.5,True,0.7,0.585774058577,0.583333333333,0.556485355649,0.583333333333
XRP,2019-05-04,True,False,BiffPredictorSmart,5,1,1,1,100,Close,2016-01-01,10,4,0.5,True,0.7,0.586776859504,0.519008264463,0.58347107438,0.535537190083
XRP,2019-05-04,True,False,BiffPredictorSmart,5,1,1,1,100,Close,2017-01-01,10,4,0.5,True,0.7,0.568720379147,0.530805687204,0.575829383886,0.518957345972
XRP,2019-05-04,True,False,BiffPredictorSmart,5,1,1,1,100,Close,2018-01-01,10,4,0.5,True,0.7,0.577405857741,0.566666666667,0.569037656904,0.566666666667
XRP,2019-05-04,True,True,BiffPredictor,5,2,1,1,100,Close,2016-01-01,10,4,0.5,True,0.7,0.584437086093,0.553719008264,0.58940397351,0.512396694215
XRP,2019-05-04,True,True,BiffPredictor,5,2,1,1,100,Close,2017-01-01,10,4,0.5,True,0.7,0.596199524941,0.563981042654,0.593824228029,0.561611374408
XRP,2019-05-04,True,True,BiffPredictor,5,2,1,1,100,Close,2018-01-01,10,4,0.5,True,0.7,0.581589958159,0.581589958159,0.594142259414,0.573221757322
XRP,2019-05-04,True,True,BiffPredictorSmart,5,2,1,1,100,Close,2016-01-01,10,4,0.5,True,0.7,0.579470198675,0.495867768595,0.569536423841,0.543801652893
XRP,2019-05-04,True,True,BiffPredictorSmart,5,2,1,1,100,Close,2017-01-01,10,4,0.5,True,0.7,0.596199524941,0.521327014218,0.600950118765,0.5663507109
XRP,2019-05-04,True,True,BiffPredictorSmart,5,2,1,1,100,Close,2018-01-01,10,4,0.5,True,0.7,0.556485355649,0.589958158996,0.55230125523,0.594142259414
XRP,2019-05-04,True,False,BiffPredictor,5,2,1,1,100,Close,2016-01-01,10,4,0.5,True,0.7,0.577814569536,0.555371900826,0.579470198675,0.565289256198
XRP,2019-05-04,True,False,BiffPredictor,5,2,1,1,100,Close,2017-01-01,10,4,0.5,True,0.7,0.581947743468,0.542654028436,0.555819477435,0.542654028436
XRP,2019-05-04,True,False,BiffPredictor,5,2,1,1,100,Close,2018-01-01,10,4,0.5,True,0.7,0.63179916318,0.556485355649,0.615062761506,0.52719665272
XRP,2019-05-04,True,False,BiffPredictorSmart,5,2,1,1,100,Close,2016-01-01,10,4,0.5,True,0.7,0.572847682119,0.502479338843,0.569536423841,0.563636363636
XRP,2019-05-04,True,False,BiffPredictorSmart,5,2,1,1,100,Close,2017-01-01,10,4,0.5,True,0.7,0.579572446556,0.563981042654,0.546318289786,0.549763033175
XRP,2019-05-04,True,False,BiffPredictorSmart,5,2,1,1,100,Close,2018-01-01,10,4,0.5,True,0.7,0.669456066946,0.539748953975,0.652719665272,0.55230125523
XRP,2019-05-04,True,True,BiffPredictor,5,3,1,1,100,Close,2016-01-01,10,4,0.5,True,0.7,0.564569536424,0.495033112583,0.554635761589,0.562913907285
XRP,2019-05-04,True,True,BiffPredictor,5,3,1,1,100,Close,2017-01-01,10,4,0.5,True,0.7,0.589073634204,0.529691211401,0.579572446556,0.541567695962
XRP,2019-05-04,True,True,BiffPredictor,5,3,1,1,100,Close,2018-01-01,10,4,0.5,True,0.7,0.575630252101,0.602510460251,0.563025210084,0.623430962343
XRP,2019-05-04,True,True,BiffPredictorSmart,5,3,1,1,100,Close,2016-01-01,10,4,0.5,True,0.7,0.559602649007,0.551324503311,0.562913907285,0.57119205298
XRP,2019-05-04,True,True,BiffPredictorSmart,5,3,1,1,100,Close,2017-01-01,10,4,0.5,True,0.7,0.589073634204,0.534441805226,0.574821852732,0.560570071259
XRP,2019-05-04,True,True,BiffPredictorSmart,5,3,1,1,100,Close,2018-01-01,10,4,0.5,True,0.7,0.63025210084,0.569037656904,0.613445378151,0.564853556485
XRP,2019-05-04,True,False,BiffPredictor,5,3,1,1,100,Close,2016-01-01,10,4,0.5,True,0.7,0.579470198675,0.548013245033,0.592715231788,0.579470198675
XRP,2019-05-04,True,False,BiffPredictor,5,3,1,1,100,Close,2017-01-01,10,4,0.5,True,0.7,0.600950118765,0.55106888361,0.586698337292,0.541567695962
XRP,2019-05-04,True,False,BiffPredictor,5,3,1,1,100,Close,2018-01-01,10,4,0.5,True,0.7,0.634453781513,0.569037656904,0.638655462185,0.581589958159
XRP,2019-05-04,True,False,BiffPredictorSmart,5,3,1,1,100,Close,2016-01-01,10,4,0.5,True,0.7,0.574503311258,0.529801324503,0.572847682119,0.546357615894
XRP,2019-05-04,True,False,BiffPredictorSmart,5,3,1,1,100,Close,2017-01-01,10,4,0.5,True,0.7,0.627078384798,0.513064133017,0.619952494062,0.553444180523
XRP,2019-05-04,True,False,BiffPredictorSmart,5,3,1,1,100,Close,2018-01-01,10,4,0.5,True,0.7,0.634453781513,0.548117154812,0.63025210084,0.548117154812
XRP,2019-05-04,True,True,BiffPredictor,5,4,1,1,100,Close,2016-01-01,10,4,0.5,True,0.7,0.575456053068,0.42880794702,0.553897180763,0.543046357616
XRP,2019-05-04,True,True,BiffPredictor,5,4,1,1,100,Close,2017-01-01,10,4,0.5,True,0.7,0.561904761905,0.581947743468,0.554761904762,0.586698337292
XRP,2019-05-04,True,True,BiffPredictor,5,4,1,1,100,Close,2018-01-01,10,4,0.5,True,0.7,0.596638655462,0.588235294118,0.59243697479,0.59243697479
XRP,2019-05-04,True,True,BiffPredictorSmart,5,4,1,1,100,Close,2016-01-01,10,4,0.5,True,0.7,0.548922056385,0.521523178808,0.57048092869,0.551324503311
XRP,2019-05-04,True,True,BiffPredictorSmart,5,4,1,1,100,Close,2017-01-01,10,4,0.5,True,0.7,0.583333333333,0.53919239905,0.57619047619,0.53919239905
XRP,2019-05-04,True,True,BiffPredictorSmart,5,4,1,1,100,Close,2018-01-01,10,4,0.5,True,0.7,0.642857142857,0.584033613445,0.638655462185,0.584033613445
XRP,2019-05-04,True,False,BiffPredictor,5,4,1,1,100,Close,2016-01-01,10,4,0.5,True,0.7,0.568822553897,0.539735099338,0.573797678275,0.630794701987
XRP,2019-05-04,True,False,BiffPredictor,5,4,1,1,100,Close,2017-01-01,10,4,0.5,True,0.7,0.592857142857,0.605700712589,0.595238095238,0.558194774347
XRP,2019-05-04,True,False,BiffPredictor,5,4,1,1,100,Close,2018-01-01,10,4,0.5,True,0.7,0.672268907563,0.579831932773,0.621848739496,0.596638655462
XRP,2019-05-04,True,False,BiffPredictorSmart,5,4,1,1,100,Close,2016-01-01,10,4,0.5,True,0.7,0.606965174129,0.546357615894,0.606965174129,0.581125827815
XRP,2019-05-04,True,False,BiffPredictorSmart,5,4,1,1,100,Close,2017-01-01,10,4,0.5,True,0.7,0.602380952381,0.553444180523,0.6,0.517814726841
XRP,2019-05-04,True,False,BiffPredictorSmart,5,4,1,1,100,Close,2018-01-01,10,4,0.5,True,0.7,0.634453781513,0.621848739496,0.63025210084,0.613445378151
XRP,2019-05-04,True,True,BiffPredictor,5,1,1,1,100,Close,2016-01-01,20,4,0.5,True,0.7,0.591666666667,0.531666666667,0.58,0.523333333333
XRP,2019-05-04,True,True,BiffPredictor,5,1,1,1,100,Close,2017-01-01,20,4,0.5,True,0.7,0.556354916067,0.532374100719,0.549160671463,0.534772182254
XRP,2019-05-04,True,True,BiffPredictor,5,1,1,1,100,Close,2018-01-01,20,4,0.5,True,0.7,0.551282051282,0.514893617021,0.521367521368,0.617021276596
XRP,2019-05-04,True,True,BiffPredictorSmart,5,1,1,1,100,Close,2016-01-01,20,4,0.5,True,0.7,0.571666666667,0.553333333333,0.558333333333,0.543333333333
XRP,2019-05-04,True,True,BiffPredictorSmart,5,1,1,1,100,Close,2017-01-01,20,4,0.5,True,0.7,0.573141486811,0.553956834532,0.561151079137,0.537170263789
XRP,2019-05-04,True,True,BiffPredictorSmart,5,1,1,1,100,Close,2018-01-01,20,4,0.5,True,0.7,0.619658119658,0.553191489362,0.58547008547,0.548936170213
XRP,2019-05-04,True,False,BiffPredictor,5,1,1,1,100,Close,2016-01-01,20,4,0.5,True,0.7,0.575,0.536666666667,0.563333333333,0.528333333333
XRP,2019-05-04,True,False,BiffPredictor,5,1,1,1,100,Close,2017-01-01,20,4,0.5,True,0.7,0.570743405276,0.568345323741,0.553956834532,0.515587529976
XRP,2019-05-04,True,False,BiffPredictor,5,1,1,1,100,Close,2018-01-01,20,4,0.5,True,0.7,0.598290598291,0.514893617021,0.58547008547,0.527659574468
XRP,2019-05-04,True,False,BiffPredictorSmart,5,1,1,1,100,Close,2016-01-01,20,4,0.5,True,0.7,0.568333333333,0.54,0.57,0.541666666667
XRP,2019-05-04,True,False,BiffPredictorSmart,5,1,1,1,100,Close,2017-01-01,20,4,0.5,True,0.7,0.546762589928,0.551558752998,0.546762589928,0.537170263789
XRP,2019-05-04,True,False,BiffPredictorSmart,5,1,1,1,100,Close,2018-01-01,20,4,0.5,True,0.7,0.58547008547,0.540425531915,0.576923076923,0.557446808511
XRP,2019-05-04,True,True,BiffPredictor,5,2,1,1,100,Close,2016-01-01,20,4,0.5,True,0.7,0.59265442404,0.511666666667,0.595993322204,0.531666666667
XRP,2019-05-04,True,True,BiffPredictor,5,2,1,1,100,Close,2017-01-01,20,4,0.5,True,0.7,0.608173076923,0.52278177458,0.596153846154,0.515587529976
XRP,2019-05-04,True,True,BiffPredictor,5,2,1,1,100,Close,2018-01-01,20,4,0.5,True,0.7,0.559829059829,0.440170940171,0.547008547009,0.606837606838
XRP,2019-05-04,True,True,BiffPredictorSmart,5,2,1,1,100,Close,2016-01-01,20,4,0.5,True,0.7,0.589315525876,0.528333333333,0.587646076795,0.548333333333
XRP,2019-05-04,True,True,BiffPredictorSmart,5,2,1,1,100,Close,2017-01-01,20,4,0.5,True,0.7,0.610576923077,0.513189448441,0.591346153846,0.549160671463
XRP,2019-05-04,True,True,BiffPredictorSmart,5,2,1,1,100,Close,2018-01-01,20,4,0.5,True,0.7,0.602564102564,0.547008547009,0.589743589744,0.547008547009
XRP,2019-05-04,True,False,BiffPredictor,5,2,1,1,100,Close,2016-01-01,20,4,0.5,True,0.7,0.560934891486,0.551666666667,0.567612687813,0.556666666667
XRP,2019-05-04,True,False,BiffPredictor,5,2,1,1,100,Close,2017-01-01,20,4,0.5,True,0.7,0.59375,0.546762589928,0.617788461538,0.539568345324
XRP,2019-05-04,True,False,BiffPredictor,5,2,1,1,100,Close,2018-01-01,20,4,0.5,True,0.7,0.594017094017,0.431623931624,0.568376068376,0.559829059829
XRP,2019-05-04,True,False,BiffPredictorSmart,5,2,1,1,100,Close,2016-01-01,20,4,0.5,True,0.7,0.589315525876,0.531666666667,0.599332220367,0.528333333333
XRP,2019-05-04,True,False,BiffPredictorSmart,5,2,1,1,100,Close,2017-01-01,20,4,0.5,True,0.7,0.59375,0.520383693046,0.574519230769,0.534772182254
XRP,2019-05-04,True,False,BiffPredictorSmart,5,2,1,1,100,Close,2018-01-01,20,4,0.5,True,0.7,0.581196581197,0.559829059829,0.581196581197,0.521367521368
XRP,2019-05-04,True,True,BiffPredictor,5,3,1,1,100,Close,2016-01-01,20,4,0.5,True,0.7,0.562604340568,0.540901502504,0.564273789649,0.552587646077
XRP,2019-05-04,True,True,BiffPredictor,5,3,1,1,100,Close,2017-01-01,20,4,0.5,True,0.7,0.579326923077,0.598557692308,0.572115384615,0.600961538462
XRP,2019-05-04,True,True,BiffPredictor,5,3,1,1,100,Close,2018-01-01,20,4,0.5,True,0.7,0.609442060086,0.594017094017,0.605150214592,0.542735042735
XRP,2019-05-04,True,True,BiffPredictorSmart,5,3,1,1,100,Close,2016-01-01,20,4,0.5,True,0.7,0.575959933222,0.534223706177,0.579298831386,0.582637729549
XRP,2019-05-04,True,True,BiffPredictorSmart,5,3,1,1,100,Close,2017-01-01,20,4,0.5,True,0.7,0.610576923077,0.514423076923,0.588942307692,0.550480769231
XRP,2019-05-04,True,True,BiffPredictorSmart,5,3,1,1,100,Close,2018-01-01,20,4,0.5,True,0.7,0.618025751073,0.57264957265,0.613733905579,0.568376068376
XRP,2019-05-04,True,False,BiffPredictor,5,3,1,1,100,Close,2016-01-01,20,4,0.5,True,0.7,0.560934891486,0.569282136895,0.590984974958,0.57429048414
XRP,2019-05-04,True,False,BiffPredictor,5,3,1,1,100,Close,2017-01-01,20,4,0.5,True,0.7,0.603365384615,0.560096153846,0.596153846154,0.605769230769
XRP,2019-05-04,True,False,BiffPredictor,5,3,1,1,100,Close,2018-01-01,20,4,0.5,True,0.7,0.622317596567,0.594017094017,0.639484978541,0.602564102564
XRP,2019-05-04,True,False,BiffPredictorSmart,5,3,1,1,100,Close,2016-01-01,20,4,0.5,True,0.7,0.577629382304,0.552587646077,0.570951585977,0.564273789649
XRP,2019-05-04,True,False,BiffPredictorSmart,5,3,1,1,100,Close,2017-01-01,20,4,0.5,True,0.7,0.579326923077,0.543269230769,0.569711538462,0.548076923077
XRP,2019-05-04,True,False,BiffPredictorSmart,5,3,1,1,100,Close,2018-01-01,20,4,0.5,True,0.7,0.583690987124,0.606837606838,0.56652360515,0.696581196581
XRP,2019-05-04,True,True,BiffPredictor,5,4,1,1,100,Close,2016-01-01,20,4,0.5,True,0.7,0.590301003344,0.547579298831,0.600334448161,0.565943238731
XRP,2019-05-04,True,True,BiffPredictor,5,4,1,1,100,Close,2017-01-01,20,4,0.5,True,0.7,0.575903614458,0.584134615385,0.561445783133,0.576923076923
XRP,2019-05-04,True,True,BiffPredictor,5,4,1,1,100,Close,2018-01-01,20,4,0.5,True,0.7,0.673819742489,0.549356223176,0.660944206009,0.562231759657
XRP,2019-05-04,True,True,BiffPredictorSmart,5,4,1,1,100,Close,2016-01-01,20,4,0.5,True,0.7,0.565217391304,0.565943238731,0.563545150502,0.559265442404
XRP,2019-05-04,True,True,BiffPredictorSmart,5,4,1,1,100,Close,2017-01-01,20,4,0.5,True,0.7,0.571084337349,0.596153846154,0.549397590361,0.596153846154
XRP,2019-05-04,True,True,BiffPredictorSmart,5,4,1,1,100,Close,2018-01-01,20,4,0.5,True,0.7,0.609442060086,0.605150214592,0.587982832618,0.62660944206
XRP,2019-05-04,True,False,BiffPredictor,5,4,1,1,100,Close,2016-01-01,20,4,0.5,True,0.7,0.603678929766,0.567612687813,0.620401337793,0.565943238731
XRP,2019-05-04,True,False,BiffPredictor,5,4,1,1,100,Close,2017-01-01,20,4,0.5,True,0.7,0.595180722892,0.536057692308,0.595180722892,0.598557692308
XRP,2019-05-04,True,False,BiffPredictor,5,4,1,1,100,Close,2018-01-01,20,4,0.5,True,0.7,0.648068669528,0.575107296137,0.678111587983,0.669527896996
XRP,2019-05-04,True,False,BiffPredictorSmart,5,4,1,1,100,Close,2016-01-01,20,4,0.5,True,0.7,0.580267558528,0.564273789649,0.588628762542,0.57429048414
XRP,2019-05-04,True,False,BiffPredictorSmart,5,4,1,1,100,Close,2017-01-01,20,4,0.5,True,0.7,0.597590361446,0.567307692308,0.590361445783,0.608173076923
XRP,2019-05-04,True,False,BiffPredictorSmart,5,4,1,1,100,Close,2018-01-01,20,4,0.5,True,0.7,0.669527896996,0.579399141631,0.648068669528,0.605150214592
XRP,2019-05-04,True,True,BiffPredictor,5,1,1,1,100,Close,2016-01-01,30,4,0.5,True,0.7,0.564705882353,0.539495798319,0.559663865546,0.542857142857
XRP,2019-05-04,True,True,BiffPredictor,5,1,1,1,100,Close,2017-01-01,30,4,0.5,True,0.7,0.582524271845,0.52427184466,0.570388349515,0.51213592233
XRP,2019-05-04,True,True,BiffPredictor,5,1,1,1,100,Close,2018-01-01,30,4,0.5,True,0.7,0.572052401747,0.54347826087,0.563318777293,0.565217391304
XRP,2019-05-04,True,True,BiffPredictorSmart,5,1,1,1,100,Close,2016-01-01,30,4,0.5,True,0.7,0.566386554622,0.551260504202,0.568067226891,0.556302521008
XRP,2019-05-04,True,True,BiffPredictorSmart,5,1,1,1,100,Close,2017-01-01,30,4,0.5,True,0.7,0.546116504854,0.516990291262,0.53640776699,0.519417475728
XRP,2019-05-04,True,True,BiffPredictorSmart,5,1,1,1,100,Close,2018-01-01,30,4,0.5,True,0.7,0.585152838428,0.55652173913,0.61135371179,0.534782608696
XRP,2019-05-04,True,False,BiffPredictor,5,1,1,1,100,Close,2016-01-01,30,4,0.5,True,0.7,0.571428571429,0.534453781513,0.561344537815,0.542857142857
XRP,2019-05-04,True,False,BiffPredictor,5,1,1,1,100,Close,2017-01-01,30,4,0.5,True,0.7,0.582524271845,0.521844660194,0.580097087379,0.51213592233
XRP,2019-05-04,True,False,BiffPredictor,5,1,1,1,100,Close,2018-01-01,30,4,0.5,True,0.7,0.580786026201,0.534782608696,0.572052401747,0.55652173913
XRP,2019-05-04,True,False,BiffPredictorSmart,5,1,1,1,100,Close,2016-01-01,30,4,0.5,True,0.7,0.559663865546,0.557983193277,0.557983193277,0.547899159664
XRP,2019-05-04,True,False,BiffPredictorSmart,5,1,1,1,100,Close,2017-01-01,30,4,0.5,True,0.7,0.572815533981,0.495145631068,0.565533980583,0.519417475728
XRP,2019-05-04,True,False,BiffPredictorSmart,5,1,1,1,100,Close,2018-01-01,30,4,0.5,True,0.7,0.589519650655,0.552173913043,0.580786026201,0.539130434783
XRP,2019-05-04,True,True,BiffPredictor,5,2,1,1,100,Close,2016-01-01,30,4,0.5,True,0.7,0.594276094276,0.542857142857,0.604377104377,0.536134453782
XRP,2019-05-04,True,True,BiffPredictor,5,2,1,1,100,Close,2017-01-01,30,4,0.5,True,0.7,0.60097323601,0.555825242718,0.598540145985,0.546116504854
XRP,2019-05-04,True,True,BiffPredictor,5,2,1,1,100,Close,2018-01-01,30,4,0.5,True,0.7,0.593886462882,0.475982532751,0.585152838428,0.471615720524
XRP,2019-05-04,True,True,BiffPredictorSmart,5,2,1,1,100,Close,2016-01-01,30,4,0.5,True,0.7,0.557239057239,0.544537815126,0.552188552189,0.526050420168
XRP,2019-05-04,True,True,BiffPredictorSmart,5,2,1,1,100,Close,2017-01-01,30,4,0.5,True,0.7,0.579075425791,0.526699029126,0.56204379562,0.577669902913
XRP,2019-05-04,True,True,BiffPredictorSmart,5,2,1,1,100,Close,2018-01-01,30,4,0.5,True,0.7,0.606986899563,0.532751091703,0.598253275109,0.480349344978
XRP,2019-05-04,True,False,BiffPredictor,5,2,1,1,100,Close,2016-01-01,30,4,0.5,True,0.7,0.584175084175,0.539495798319,0.569023569024,0.549579831933
XRP,2019-05-04,True,False,BiffPredictor,5,2,1,1,100,Close,2017-01-01,30,4,0.5,True,0.7,0.593673965937,0.492718446602,0.583941605839,0.575242718447
XRP,2019-05-04,True,False,BiffPredictor,5,2,1,1,100,Close,2018-01-01,30,4,0.5,True,0.7,0.615720524017,0.56768558952,0.624454148472,0.61135371179
XRP,2019-05-04,True,False,BiffPredictorSmart,5,2,1,1,100,Close,2016-01-01,30,4,0.5,True,0.7,0.585858585859,0.546218487395,0.590909090909,0.534453781513
XRP,2019-05-04,True,False,BiffPredictorSmart,5,2,1,1,100,Close,2017-01-01,30,4,0.5,True,0.7,0.579075425791,0.543689320388,0.549878345499,0.54854368932
XRP,2019-05-04,True,False,BiffPredictorSmart,5,2,1,1,100,Close,2018-01-01,30,4,0.5,True,0.7,0.606986899563,0.572052401747,0.593886462882,0.493449781659
XRP,2019-05-04,True,True,BiffPredictor,5,3,1,1,100,Close,2016-01-01,30,4,0.5,True,0.7,0.582491582492,0.552188552189,0.580808080808,0.582491582492
XRP,2019-05-04,True,True,BiffPredictor,5,3,1,1,100,Close,2017-01-01,30,4,0.5,True,0.7,0.588807785888,0.540145985401,0.588807785888,0.559610705596
XRP,2019-05-04,True,True,BiffPredictor,5,3,1,1,100,Close,2018-01-01,30,4,0.5,True,0.7,0.574561403509,0.606986899563,0.565789473684,0.606986899563
XRP,2019-05-04,True,True,BiffPredictorSmart,5,3,1,1,100,Close,2016-01-01,30,4,0.5,True,0.7,0.555555555556,0.525252525253,0.542087542088,0.550505050505
XRP,2019-05-04,True,True,BiffPredictorSmart,5,3,1,1,100,Close,2017-01-01,30,4,0.5,True,0.7,0.591240875912,0.515815085158,0.579075425791,0.571776155718
XRP,2019-05-04,True,True,BiffPredictorSmart,5,3,1,1,100,Close,2018-01-01,30,4,0.5,True,0.7,0.635964912281,0.545851528384,0.657894736842,0.519650655022
XRP,2019-05-04,True,False,BiffPredictor,5,3,1,1,100,Close,2016-01-01,30,4,0.5,True,0.7,0.570707070707,0.56228956229,0.584175084175,0.624579124579
