crypto,end_date,normalize,normalize_by_row,predictor_cls,predictor_params.daily_allowance,predictor_params.lookahead_days,predictor_params.prob_buy,predictor_params.prob_sell,predictor_params.starting_investment,price_column,standardize,start_date,window_size,cv_folds,dev_size,shuffle_data,training_size,neurons,LSTM_acc,LSTM_loss
ETH,2019-09-30,True,False,BiffPredictorSmart,5,3,1,1,100,Close,False,2018-01-01,30,4,0.5,False,0.7,100,0.48514851534327263,0.5148514861320899
ETH,2019-09-30,True,True,BiffPredictor,5,4,1,1,100,Close,False,2017-01-01,30,4,0.5,True,0.7,100,0.509278350576912,0.49072164973032845
ETH,2019-09-30,True,True,BiffPredictor,5,4,1,1,100,Close,False,2017-01-01,30,4,0.5,False,0.7,100,0.4824742268655718,0.5175257734416686
ETH,2019-09-30,True,True,BiffPredictor,5,4,1,1,100,Close,False,2018-01-01,30,4,0.5,True,0.7,100,0.48844884645820846,0.5115511564925166
ETH,2019-09-30,True,True,BiffPredictor,5,4,1,1,100,Close,False,2018-01-01,30,4,0.5,False,0.7,100,0.4818481865889168,0.5181518163618082
ETH,2019-09-30,True,True,BiffPredictorSmart,5,4,1,1,100,Close,False,2017-01-01,30,4,0.5,True,0.7,100,0.503092783750947,0.49690721655629344
ETH,2019-09-30,True,True,BiffPredictorSmart,5,4,1,1,100,Close,False,2017-01-01,30,4,0.5,False,0.7,100,0.48247422704991605,0.5175257732573244
ETH,2019-09-30,True,True,BiffPredictorSmart,5,4,1,1,100,Close,False,2018-01-01,30,4,0.5,True,0.7,100,0.5049504955412925,0.49504950593407004
ETH,2019-09-30,True,True,BiffPredictorSmart,5,4,1,1,100,Close,False,2018-01-01,30,4,0.5,False,0.7,100,0.47854785527726607,0.5214521461980964
ETH,2019-09-30,True,False,BiffPredictor,5,4,1,1,100,Close,False,2017-01-01,30,4,0.5,True,0.7,100,0.4948453610705346,0.5051546392367058
ETH,2019-09-30,True,False,BiffPredictor,5,4,1,1,100,Close,False,2017-01-01,30,4,0.5,False,0.7,100,0.4824742268655718,0.5175257734416686
ETH,2019-09-30,True,False,BiffPredictor,5,4,1,1,100,Close,False,2018-01-01,30,4,0.5,True,0.7,100,0.5346534667235396,0.46534653622718536
ETH,2019-09-30,True,False,BiffPredictor,5,4,1,1,100,Close,False,2018-01-01,30,4,0.5,False,0.7,100,0.4818481865889168,0.5181518163618082
ETH,2019-09-30,True,False,BiffPredictorSmart,5,4,1,1,100,Close,False,2017-01-01,30,4,0.5,True,0.7,100,0.4680412373591944,0.531958762948046
ETH,2019-09-30,True,False,BiffPredictorSmart,5,4,1,1,100,Close,False,2017-01-01,30,4,0.5,False,0.7,100,0.48247422704991605,0.5175257732573244
ETH,2019-09-30,True,False,BiffPredictorSmart,5,4,1,1,100,Close,False,2018-01-01,30,4,0.5,True,0.7,100,0.5181518165585232,0.48184818639220184
ETH,2019-09-30,True,False,BiffPredictorSmart,5,4,1,1,100,Close,False,2018-01-01,30,4,0.5,False,0.7,100,0.47854785527726607,0.5214521461980964
ETH,2019-09-30,True,True,BiffPredictor,5,1,1,1,100,Close,True,2017-01-01,40,4,0.5,True,0.7,100,0.520746887966805,0.47925311203319504
ETH,2019-09-30,True,True,BiffPredictor,5,1,1,1,100,Close,True,2017-01-01,40,4,0.5,False,0.7,100,0.5062240663900415,0.49377593360995853
ETH,2019-09-30,True,True,BiffPredictor,5,1,1,1,100,Close,True,2018-01-01,40,4,0.5,True,0.7,100,0.515050166825387,0.484949833174613
ETH,2019-09-30,True,True,BiffPredictor,5,1,1,1,100,Close,True,2018-01-01,40,4,0.5,False,0.7,100,0.47826087036260395,0.5217391307338025
ETH,2019-09-30,True,True,BiffPredictorSmart,5,1,1,1,100,Close,True,2017-01-01,40,4,0.5,True,0.7,100,0.487551867219917,0.5124481327800829
ETH,2019-09-30,True,True,BiffPredictorSmart,5,1,1,1,100,Close,True,2017-01-01,40,4,0.5,False,0.7,100,0.495850622406639,0.504149377593361
ETH,2019-09-30,True,True,BiffPredictorSmart,5,1,1,1,100,Close,True,2018-01-01,40,4,0.5,True,0.7,100,0.5217391310328225,0.478260870063584
ETH,2019-09-30,True,True,BiffPredictorSmart,5,1,1,1,100,Close,True,2018-01-01,40,4,0.5,False,0.7,100,0.47826087036260395,0.5217391307338025
ETH,2019-09-30,True,False,BiffPredictor,5,1,1,1,100,Close,True,2017-01-01,40,4,0.5,True,0.7,100,0.4896265560165975,0.5103734439834025
ETH,2019-09-30,True,False,BiffPredictor,5,1,1,1,100,Close,True,2017-01-01,40,4,0.5,False,0.7,100,0.48132780082987553,0.5186721991701245
ETH,2019-09-30,True,False,BiffPredictor,5,1,1,1,100,Close,True,2018-01-01,40,4,0.5,True,0.7,100,0.511705686216769,0.4882943148796375
ETH,2019-09-30,True,False,BiffPredictor,5,1,1,1,100,Close,True,2018-01-01,40,4,0.5,False,0.7,100,0.47826087036260395,0.5217391307338025
ETH,2019-09-30,True,False,BiffPredictorSmart,5,1,1,1,100,Close,True,2017-01-01,40,4,0.5,True,0.7,100,0.483402489626556,0.516597510373444
