crypto,end_date,normalize,normalize_by_row,predictor_cls,predictor_params.daily_allowance,predictor_params.lookahead_days,predictor_params.prob_buy,predictor_params.prob_sell,predictor_params.starting_investment,price_column,standardize,start_date,window_size,cv_folds,dev_size,shuffle_data,training_size,neurons,LSTM_acc,LSTM_loss
ETH,2019-09-30,True,False,BiffPredictor,5,1,1,1,100,Close,True,2018-01-01,40,4,0.5,False,0.7,80,0.47826087036260395,0.5217304232726527
ETH,2019-09-30,True,False,BiffPredictorSmart,5,1,1,1,100,Close,True,2017-01-01,40,4,0.5,True,0.7,60,0.516597510373444,0.4834071331004384
ETH,2019-09-30,True,False,BiffPredictorSmart,5,1,1,1,100,Close,True,2017-01-01,40,4,0.5,True,0.7,80,0.495850622406639,0.504149377593361
ETH,2019-09-30,True,False,BiffPredictorSmart,5,1,1,1,100,Close,True,2017-01-01,40,4,0.5,False,0.7,60,0.48132780082987553,0.5186721991701245
ETH,2019-09-30,True,False,BiffPredictorSmart,5,1,1,1,100,Close,True,2018-01-01,40,4,0.5,True,0.7,60,0.47157190685288164,0.5284280942435249
ETH,2019-09-30,True,False,BiffPredictorSmart,5,1,1,1,100,Close,True,2017-01-01,40,4,0.5,False,0.7,80,0.48132780082987553,0.5137979242316915
ETH,2019-09-30,True,False,BiffPredictorSmart,5,1,1,1,100,Close,True,2018-01-01,40,4,0.5,False,0.7,60,0.4682274250481838,0.5213903095012524
ETH,2019-09-30,True,False,BiffPredictorSmart,5,1,1,1,100,Close,True,2018-01-01,40,4,0.5,True,0.7,80,0.4849498332742863,0.5150503687635314
ETH,2019-09-30,True,False,BiffPredictorSmart,5,1,1,1,100,Close,True,2018-01-01,40,4,0.5,False,0.7,80,0.4916387967840086,0.5109275514664857
ETH,2019-09-30,True,True,BiffPredictor,5,2,1,1,100,Close,True,2017-01-01,40,4,0.5,True,0.7,60,0.5155925155925156,0.4960976451201647
ETH,2019-09-30,True,True,BiffPredictor,5,2,1,1,100,Close,True,2017-01-01,40,4,0.5,True,0.7,80,0.4885654885654886,0.5114345114345115
ETH,2019-09-30,True,True,BiffPredictor,5,2,1,1,100,Close,True,2017-01-01,40,4,0.5,False,0.7,60,0.49272349272349275,0.5021949168798086
ETH,2019-09-30,True,True,BiffPredictor,5,2,1,1,100,Close,True,2018-01-01,40,4,0.5,True,0.7,60,0.49498327819001314,0.5050167229063933
ETH,2019-09-30,True,True,BiffPredictor,5,2,1,1,100,Close,True,2017-01-01,40,4,0.5,False,0.7,80,0.5051975051975052,0.49480339754643904
ETH,2019-09-30,True,True,BiffPredictor,5,2,1,1,100,Close,True,2018-01-01,40,4,0.5,False,0.7,60,0.4782608691665241,0.5217391308334759
ETH,2019-09-30,True,True,BiffPredictor,5,2,1,1,100,Close,True,2018-01-01,40,4,0.5,True,0.7,80,0.5016722411016955,0.5002728168382293
