0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,transaction
-0.9778051277735548,-0.9793799099290597,-0.9806449459139563,-0.9816646833112433,-0.9840002222455914,-0.9851996819152973,-0.9865480197682747,-0.9883370390600774,-0.9899739914730833,-0.9901870615429148,-0.9923158427778048,-0.993750005521797,-0.9947955315186999,-0.9956024187940486,-0.9973648771497794,-0.9986903917649359,-1.0001239169864047,-1.0017980892699085,-1.0025042859246345,-1.0048204594616061,-1.0062344209714176,-1.0078496159274704,-1.0094895574303602,-1.0114313649634874,-1.0131745505945504,-1.0144121506350114,-1.0167428273709815,-1.0185945268586505,-1.020103497105718,-1.0218269460962983,-1.023576725316614,-1.024615938290773,-1.0263621549824902,-1.0279417353510476,-1.0294635481888794,-1.0311746419903924,-1.032782152629735,-1.0345208446664609,-1.0360671761975102,-1.037830752358668,-1.0396253806293327,-1.0411210548034329,-1.0428678542229457,-1.044433315507667,-1.045841135252575,-1.0476682779940671,-1.0494660429266458,-1.0512034891511866,-1.0535906203477032,-1.054422505836938,0
-0.9779382920789557,-0.9792045963439604,-0.9802146038725876,-0.9825281889657781,-0.9837332975945466,-0.9850802008161083,-0.9868597840187386,-0.988491837087604,-0.9887278603524243,-0.9908609643606702,-0.992287649710739,-0.9933433242612877,-0.9941675227398359,-0.9959248373213105,-0.9972188825707289,-0.998662118536082,-1.0003384450285797,-1.0010314789198609,-1.0033515838641758,-1.0047472523147718,-1.0062178807125064,-1.007887445303153,-1.0098609832610728,-1.011495279168831,-1.0127552970386964,-1.0150639368427234,-1.0169159549181837,-1.018452141214271,-1.0201533631126773,-1.0219861422345562,-1.0230394058558476,-1.0247848454894974,-1.0263502528219048,-1.0278988611485744,-1.0295827160826598,-1.0311555633303588,-1.0328847647119561,-1.034446821925024,-1.036220093282049,-1.0380339726478085,-1.0395201186357825,-1.041274259136505,-1.042910969919751,-1.0443686024916035,-1.0461553010665117,-1.0479562388465804,-1.049686947466324,-1.0520828429392763,-1.052847761838962,-1.0544345337596959,0
-0.9777630758876387,-0.9787744936818502,-0.9810776267707673,-0.9822614148611251,-0.9836138839348688,-0.9853917887806601,-0.9870144940979162,-0.9872464165934127,-0.9894013813159442,-0.9908327872393702,-0.9918811996605403,-0.9927156716800389,-0.9944897594540845,-0.9957789252870752,-0.9971906255554289,-0.998876523854891,-0.9995722734493826,-1.0018782885065292,-1.00327841886104,-1.0047307216687122,-1.006255687018589,-1.0082586460520384,-1.0099248590408767,-1.011076286044912,-1.0134066796819725,-1.0152369564542252,-1.016773658304045,-1.0185019761898038,-1.020312459420596,-1.0214491522756572,-1.0232082097572388,-1.0247729506163479,-1.0263074050437972,-1.0280179561554446,-1.029563649219655,-1.0312581111280397,-1.0328107885596571,-1.0345996430686355,-1.0364231862849518,-1.0379287762628417,-1.0396732269900375,-1.0413173478551814,-1.042846296374543,-1.0446825804584305,-1.046443086544927,-1.0481770088335072,-1.050565763352436,-1.0513404376919546,-1.0528597822031809,-1.0545331627263113,0
-0.9773332121649406,-0.9796370365205385,-0.980811001810354,-0.9821420685511488,-0.9839252960277544,-0.9855464113796106,-0.9857697811881693,-0.9879195534706875,-0.9893732201606751,-0.9904265670739637,-0.991253903918326,-0.9930377256262227,-0.9943439297001909,-0.995750684248191,-0.9974049079214544,-0.99811079057343,-1.000418598363019,-1.00180516567314,-1.0032618977312995,-1.0047685060025624,-1.006626661397023,-1.008322483123503,-1.0095061178177167,-1.0117272640623,-1.0135795921654602,-1.0150947485543607,-1.0168234621189935,-1.0186609734926944,-1.0197758062028413,-1.021617852660975,-1.0231963221585492,-1.024730129073009,-1.0264264266496514,-1.0279989009543453,-1.0296661336083062,-1.0311841813204092,-1.0329635135192423,-1.0348026086499946,-1.0363180557893314,-1.0380817891864296,-1.0397162887146718,-1.0412527147771666,-1.0431600828346257,-1.044970193863158,-1.0466637220783788,-1.0490552894336727,-1.0498238122354726,-1.0513524507218466,-1.0529583491897778,-1.0544658063588668,0
-0.9781952758262208,-0.9793705598711876,-0.9806917222228008,-0.9824533050065773,-0.9840798313520435,-0.9843024022880541,-0.9864425356233808,-0.9878914083747735,-0.9889672301722119,-0.9897996261250415,-0.9915757747673273,-0.9928919785848841,-0.9943157045865342,-0.9959648454597299,-0.9966396137570772,-0.998956631336644,-1.0003455173816185,-1.0017886540656002,-1.0032996603135633,-1.0051392647784663,-1.006690459538537,-1.0079039956550142,-1.0101567044638693,-1.0119000691360067,-1.0134374723160182,-1.0151445213193133,-1.0169823600047818,-1.0181246542321982,-1.0199444007977996,-1.0216059723521498,-1.023153526803267,-1.0248490778045052,-1.0264073831927147,-1.0281013226602536,-1.0295922495141623,-1.0313368106006784,-1.0331663513561915,-1.0346975441137618,-1.0364709728738701,-1.0381248240711887,-1.0396516961277205,-1.0415663048964237,-1.0434475208133276,-1.0451906974734486,-1.0475414677875456,-1.048313790238451,-1.0498358179169769,-1.0514509575669604,-1.0528910351501508,-1.054381610899561,0
-0.9779289472154188,-0.9792513466333203,-0.9810027846766162,-0.9826077531724291,-0.9828365244248087,-0.9849747763168238,-0.9864144065180758,-0.9874856499086812,-0.9883406444674737,-0.9901213149265483,-0.9914301105874873,-0.9928637694801089,-0.9945297450317648,-0.9951999839899481,-0.9974849694648048,-0.9988835921621046,-1.000329015224528,-1.0018263948828334,-1.0036702056520257,-1.0052030258418383,-1.0062722272775002,-1.0085541880495588,-1.0103294056463026,-1.0117580375685766,-1.0134872142633229,-1.0153033201408288,-1.016446376091526,-1.0182931439113805,-1.0199325279389997,-1.0215632032403792,-1.023272402790162,-1.024830046007466,-1.0265097417737494,-1.0280274837559942,-1.029744784418201,-1.0315395213635359,-1.0330613529464767,-1.0348503652573733,-1.0365139808038966,-1.0380602717440501,-1.0399650897903363,-1.0418535630209342,-1.0436678899303322,-1.0460679183578667,-1.046800420180626,-1.0483257886073056,-1.0499342645053118,-1.0513836845995657,-1.0528068926006169,-1.05484829430257,0
-0.9778098002053233,-0.9795622360575629,-0.9811571464958029,-0.98136514747444,-0.9835085189410353,-0.9849466631170146,-0.9860088785832618,-0.9868594215245962,-0.9886621509901297,-0.9899757331331657,-0.9914019175204216,-0.9930776885246543,-0.9937653148702263,-0.9960448617365687,-0.9974119721752795,-0.9988670994452731,-1.0003667344407348,-1.0021967266519336,-1.0037339300095958,-1.0047850366486217,-1.0069220231632923,-1.0087267845761105,-1.0101874594689602,-1.0118077486171773,-1.0136459147618666,-1.0147676703846726,-1.0166147604182567,-1.0182812784410156,-1.0198897856473201,-1.0216820063286312,-1.023253382632259,-1.0249323419165526,-1.0264359483781198,-1.0281799253647879,-1.0299473698376278,-1.031434588733351,-1.033214077906062,-1.034893346204014,-1.0364494689088568,-1.0383734700720193,-1.0402521679545647,-1.0420737942497253,-1.0445445757653726,-1.0453273138406942,-1.0468124112422266,-1.0484241752319143,-1.049867032688888,-1.0512995933903222,-1.0532732827323186,-1.0549348953464275,0
-0.9781205169179256,-0.9797165120124502,-0.9799152354959834,-0.9820367629835226,-0.9834804216093463,-0.9845413644864321,-0.9853830059902252,-0.9871807447029468,-0.9885166516879058,-0.9899475560118659,-0.9916157149456705,-0.992313691936992,-0.9946097161871259,-0.995971905719451,-0.9973954889163544,-0.998904797083745,-1.0007368542497623,-1.0022604142810145,-1.0033161814433038,-1.00543445488667,-1.0070945144347934,-1.0085849244173009,-1.01023714063103,-1.011966350534141,-1.0131105966623015,-1.0149359497328454,-1.0166029023670786,-1.0182385627477017,-1.020008514235319,-1.0216629978345106,-1.023355615980989,-1.024858593703025,-1.0265882960336132,-1.0283823868764672,-1.029842502091101,-1.0315872180136199,-1.0332570318009453,-1.0348288747840528,-1.036762471066272,-1.0386603693037468,-1.0404722612138062,-1.0429499315294821,-1.0438044229702157,-1.0453392977325577,-1.046910737947352,-1.048356984366328,-1.0497829929183582,-1.0517656989501292,-1.0533598293546964,-1.054920461839118,0
-0.9782747071662846,-0.9784752918299476,-0.9805864755279008,-0.9820086814988223,-0.9830753517441645,-0.9839158457906777,-0.9857041466091241,-0.9870353283740582,-0.9884884905326368,-0.9901612325150565,-0.9908521527126383,-0.9931576143215174,-0.9945368013101792,-0.9959554317801018,-0.9974331649367546,-0.9992747051612509,-1.000800505427111,-1.001842906490373,-1.0039652258259608,-1.005606845909861,-1.006952740786984,-1.0086345754728843,-1.0103956471957292,-1.0114313649634874,-1.0132787718174745,-1.0149240990745234,-1.016560213382837,-1.0183572174513513,-1.019989517661239,-1.0217651684904074,-1.0232819128691137,-1.0250108480793398,-1.0267906327635656,-1.0282775832704214,-1.0299950369951398,-1.0316301449986955,-1.0331926009586203,-1.0351416805623828,-1.0370491905997818,-1.0388803253814045,-1.0413478496147026,-1.042210241858868,-1.0438163995526615,-1.0454375656458395,-1.0468435880023885,-1.048272995784345,-1.0502488133607233,-1.051852192765351,-1.0533454049176334,-1.0550696080813167,1
-0.9770341765317596,-0.9791461584822606,-0.9805584097425941,-0.9816038400943927,-0.982450186114086,-0.9842368048218326,-0.9855588128983815,-0.9870071832781444,-0.9887020459600941,-0.9893981021465182,-0.9916955953023571,-0.9930847408008481,-0.994520336660546,-0.9959930864986142,-0.9978028608869307,-0.9993383199261723,-1.0003832365978251,-1.0024915767865672,-1.0041375176075387,-1.0054651546579232,-1.0070023615637174,-1.0087929859835552,-1.0098609832610728,-1.0115994356516131,-1.0132669284966878,-1.0148814367045642,-1.0166787938946191,-1.0183382326987673,-1.020091624246918,-1.0216915105756912,-1.0234340741323396,-1.0252130609228833,-1.026685893750414,-1.028430024879215,-1.0300379374369009,-1.031565754521082,-1.0335052098602713,-1.0354282202066545,-1.0372690089088061,-1.0397553680381733,-1.0406086233418148,-1.042222210947389,-1.043914607528718,-1.0453704558514032,-1.046759650571184,-1.048738532495908,-1.0503352542675541,-1.0518377771294807,-1.0534944574339504,-1.055245215753583,1
