0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,transaction
2.1484836114137247,2.5976742302203375,2.4564321390874544,2.414344812562591,2.567756852122014,3.380676447269291,3.2996930092173935,2.79126397325086,2.673444991164526,2.7631724644712348,2.423969287331943,2.5791940298197242,3.003264977145877,2.6741899281469235,2.5964362830007275,1.8121822094024689,1.7909211596157222,1.9187623484168292,1.934422783931901,2.282918657691811,1.9187145057497108,1.737257912889342,1.706854449087666,1.7584474706893898,1.7749217776552408,1.7191575896481073,1.8090109014188465,2.068795034169893,1.850335615997118,1.5468583723727105,1.5175450097199081,1.1173470503365073,0.9095174175727057,1.472847421809998,1.241521305173684,0.8038295453042977,1.1509284134862572,1.061553475793875,1.286253372995437,1.5759876475072856,1.420059039697032,1.2966319343706252,1.550952192824532,1.5190294315355364,2.595874744599836,2.8644476696843197,2.993953387526645,3.0194901260488147,2.7761501536769764,2.9608786776220146,3.205199731396778,2.8365765757141697,2.4824285210140093,2.810188873469373,2.8458792900749224,3.124665935830477,3.1794917734349535,3.126920700960189,2.8574974451627777,3.050404932604512,1
2.578389440808521,2.4305437358668973,2.3911028976290924,2.544234132260174,3.34846357895521,3.247318042861774,2.7475526588852572,2.642137489827532,2.7334835012814507,2.395356685024233,2.5553502118714633,2.9734585290834046,2.638390815946335,2.567955374138864,1.7911002630594566,1.7791300516654773,1.9067405912141793,1.920969016503471,2.2678602374814254,1.9010164546594588,1.7245944239289819,1.6960684911198964,1.7478015420287651,1.763723455870013,1.7079932386648704,1.7980793419035082,2.056051933504625,1.8355746316420953,1.5359670127587808,1.5096692401605878,1.110791715360549,0.9057664204019901,1.4697037939324409,1.235316285666835,0.7997250168279414,1.1483047438904823,1.0574244249618843,1.281891434957627,1.5697217029346622,1.4120113653803823,1.2902275076163567,1.5446851197795795,1.5110433617562051,2.585151402793286,2.835661680408507,2.958364891790293,2.9806080518993454,2.73911038022466,2.9273623608793646,3.164963134038498,2.794467421116132,2.4519513624461666,2.7837583827827834,2.8125736802795083,3.087902204408089,3.1352701704096115,3.082056060291751,2.8170712601058177,3.0142251709399095,3.1153206706729053,1
2.412073151838151,2.3657016430042628,2.520128149509358,3.319952879517381,3.216084312005961,2.7023822628515575,2.600270191620154,2.7016512699093194,2.3685942803122106,2.5256139043177575,2.9470372672743306,2.611328440418018,2.533251552529013,1.7691290492457732,1.7582996735884013,1.8945386908355248,1.9089396943457957,2.2530725635430295,1.8875273724138613,1.708026069534858,1.6835700070216233,1.7368834636005293,1.7530608016725762,1.697019928943562,1.7866437251620284,2.044330386200408,1.8236658778985115,1.522704017931586,1.4989260234883295,1.1040572023029829,0.8997824054126056,1.4651375546702596,1.2323958831988229,0.7946309644004097,1.1435823307188984,1.0548712104121227,1.2774223269806066,1.564987588346369,1.40606181078743,1.2825564058065113,1.5376942763398256,1.504854640087522,2.5741593022446647,2.824290822846827,2.928834897388015,2.945148395715679,2.703186832495476,2.888700740241629,3.1295983593098815,2.7584619185000467,2.414487376118037,2.75044099580271,2.7861259745538227,3.0523551650076985,3.0984059113592575,3.0389483729824778,2.775893383672055,2.971995980533004,3.0785178584484845,3.0709654332738605,1
2.3475469485518774,2.4937647764079656,3.2906865525107367,3.1884193912160312,2.6751495324345917,2.5570216020473646,2.659048056996595,2.3399511409639744,2.497815096627086,2.913950847819012,2.5872745486754587,2.5069798873213602,1.7426612198275189,1.7365935936189394,1.8728299086475557,1.8967299941109055,2.2399047156540455,1.874261208669557,1.6953300362316606,1.6672403973663545,1.7242214746843698,1.7421257536439132,1.686568733318681,1.7754059944842495,2.0320483681267194,1.812687454700782,1.5119145600583699,1.4858395317007385,1.0949297415489525,0.8936399361079684,1.457643099386701,1.2281749993498257,0.7921247062122486,1.1376235943503907,1.050316388842472,1.2747033445042122,1.5600815657766223,1.40154257161088,1.2768566327764574,1.5293054045094352,1.4979579589454375,2.565883408518034,2.812624446301452,2.917212436769868,2.915723101395164,2.670405477316114,2.8511987367255287,3.0887676288435584,2.726778954877289,2.382396178586526,2.709372111704142,2.752786271493368,3.024176565351154,3.062761594724655,3.002997239886146,2.7362858443696965,2.928974721981903,3.035549041029412,3.0345883353109526,3.1439667614931217,0
2.474986200042268,3.2585772617227393,3.160028069594013,2.6509406746446427,2.5308561314599105,2.6150325079646346,2.3018205131139178,2.4680425814273614,2.883062203210685,2.557265191248894,2.4836081582844622,1.7223352680970903,1.7104612085271205,1.8501980574651213,1.875004533363869,2.2265211370556934,1.8623920113932508,1.6828327521533994,1.65471196326328,1.7076552906969629,1.7294427641089427,1.6758482295239863,1.7647063051695855,2.019985593214569,1.8012016277107814,1.5019330551951415,1.475181956674275,1.083768321773619,0.8853506727233941,1.4499354008561425,1.2213204015237575,0.7885445512532879,1.1347950008611205,1.0445921845281703,1.269754210334606,1.5571496001966212,1.3968888008363813,1.2725070320828622,1.5231295326822205,1.4896843411247052,2.5564783742880355,2.8038803837077064,2.9052840590293996,2.904136047603726,2.6431566756043625,2.8169884337800215,3.0491545485304763,2.690268718962289,2.354119362263753,2.674243205126953,2.711689063198033,2.9885930818450377,3.0345078748975123,2.968236524795639,2.703203937321555,2.887617108676087,2.9917715921498846,2.992124885814784,3.1068890088081407,3.083440343792342,0
3.236072767803862,3.1288930759974707,2.6261248437755498,2.5075691723961726,2.588441112582834,2.2624662263122612,2.428328045202866,2.8499226702854954,2.52921454732042,2.4544854628076758,1.7040930332462427,1.6903774201943915,1.8228943971561355,1.852355104247011,2.202285553168985,1.8503474081153481,1.6716198147255388,1.6423771705649706,1.6949607810228575,1.7128461944274995,1.663430747812556,1.7537336815971203,2.008510555800534,1.7899149537309635,1.4915153371282213,1.4653179153266502,1.0745491581068158,0.875187912633279,1.4394301339865687,1.2142757703098952,0.782877064278443,1.1307161560741277,1.0418510194699482,1.263478194694438,1.5516938425622988,1.3940798006394017,1.268052407462507,1.518456590758993,1.4835849175940141,2.5451345494080404,2.7939127064416343,2.8963580816065932,2.892244539967471,2.632305654634829,2.7885784129796294,3.013033125553472,2.6548605413602546,2.3216061377182835,2.6433230372409984,2.6765362889069126,2.9446480043110554,2.998827012131548,2.940665146518094,2.6712196766241925,2.85310058860385,2.949696065274767,2.948864122141868,3.063593807938859,3.0469435136933836,2.746617759793347,0
3.107020361231315,2.5989710720775903,2.483707097396321,2.5647862398072596,2.2384634255857567,2.387323032438799,2.805486014701691,2.499167604343698,2.427252594794264,1.6816375555440948,1.6723441048862253,1.8019650438104442,1.8250292045351677,2.176990644921386,1.8289749768685755,1.6602518489760767,1.6313029239792407,1.6824649741389595,1.700130353946106,1.647218340119998,1.7410041906919251,1.9967512700368515,1.7791692691900658,1.4812698206645054,1.455026048921607,1.065966260284298,0.8667149462133877,1.426627144490569,1.2047092537909116,0.7770626045621959,1.124124721208908,1.0379074365332541,1.2605313264174445,1.544708844845951,1.3889165410827746,1.2653404851994916,1.5136223814993768,1.478963895327691,2.5369986492259002,2.7818802103257108,2.8861717799959323,2.883344162499288,2.621180598255862,2.7773346981138616,2.983070053540267,2.6225457415307676,2.2900880342140595,2.607707919171503,2.645595351830105,2.9070954398738493,2.9547583381025797,2.905868812029081,2.6457923532157945,2.819728100709916,2.9145910397138137,2.9072791269582305,3.0194826665300614,3.0043379294688983,2.7133536973677512,2.498043616869535,1
2.579679964874246,2.4576153096370463,2.540543537465096,2.2170445801105667,2.3624035142669912,2.759559678741281,2.459068193187096,2.3980967881703186,1.6605539196229624,1.6501601767829093,1.7832022414803193,1.8040837961575846,2.146317715079474,1.8066976140303488,1.6403262827284173,1.6200779555940983,1.6712532975369365,1.687613866341123,1.634772181987893,1.7243403384022593,1.9830482504453417,1.7681499792164266,1.4715025800271284,1.4449032085266382,1.0570470246992085,0.8587966606138708,1.4161814020158843,1.1930247265614158,0.7692377270828605,1.1173527987933272,1.0315666081456616,1.2562694969143904,1.5414976835247864,1.3823408727971493,1.2604081451778872,1.5107254228107143,1.4741906368607063,2.530994559267486,2.7732875126489973,2.873871689174416,2.873188626787865,2.6128123895413498,2.7658007187608895,2.971301137411638,2.595676081024187,2.261294848824634,2.5731709111567826,2.6099558617400636,2.874066255062129,2.91710162364095,2.8629228061629064,2.613775385101607,2.793228749866945,2.880649074677928,2.8725762119091405,2.9770903379375295,2.960931848081623,2.6745857508078217,2.467165328117834,2.2825048851335525,1
2.4390128417101704,2.5140279304275386,2.1951151732540066,2.3401928085327053,2.7319071431390825,2.417662069441509,2.3592471631943486,1.6380989758615188,1.6293269933839873,1.7600701401921313,1.7853071428080554,2.122956024402191,1.7798424483456579,1.6195738057014317,1.6004581629293446,1.6598866317635137,1.6763845381773745,1.622517157785196,1.7115772654190127,1.9649758041964307,1.7553627366095008,1.4614760116784613,1.4352512546251461,1.0482621797690717,0.8505894976441681,1.4065060326363277,1.18341469767004,0.7596282537231093,1.1081723750186994,1.0250543825777483,1.2493390370021928,1.5368269622488044,1.3792823005539732,1.25415563170599,1.5053529361602334,1.4713233899033482,2.5245976561710384,2.766973189889179,2.8651014952052796,2.860926193217029,2.6032964116140973,2.757148583276926,2.9592202515128316,2.584953275684708,2.2372869905529007,2.5416447655588836,2.5753951337613326,2.8359762690881065,2.883981809632778,2.8262121210897884,2.5743570291965043,2.759822098565344,2.853709957836249,2.8390233558101046,2.9417256160043315,2.919208890859757,2.635103247708253,2.431229547625848,2.25369530162139,2.528768859442831,1
2.4951506385692284,2.171175364416359,2.3174441778847896,2.7073356577538465,2.3925197974979455,2.3191435481854565,1.608647066260725,1.607144969554612,1.7383624485388618,1.762157038231547,2.102094792632318,1.759236871476449,1.5946479082146374,1.5800279480334571,1.6399638452756988,1.6649996727394019,1.611510995794694,1.699014984788771,1.9512238959324584,1.7386153236612356,1.449917305271985,1.4253416553079927,1.039867627831506,0.8424987577247659,1.396416311387667,1.1744836696354741,0.7515687024445931,1.0969478531203987,1.0162416296272683,1.2422157919200387,1.529138927848916,1.3748476521524164,1.2512175245243837,1.4984844700282298,1.4660215786257074,2.520938929876314,2.7602120907199272,2.858666626311362,2.852180977404182,2.591816792405891,2.7472913835581187,2.950188383368632,2.5739617337740293,2.227531971810153,2.515415996461881,2.5438475149046527,2.799030606546084,2.845785473023646,2.793915522282721,2.5406189594038002,2.718639917679705,2.819733232117622,2.8123847196508165,2.9075323514467306,2.8843928822292053,2.597105265518563,2.394642634538332,2.2202152933797676,2.497595674874561,2.310688942230862,1
