0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,transaction
-0.8473011489670877,-0.8480917855722888,-0.8486907736069231,-0.8495060241943736,-0.8502710349743086,-0.8510435302693461,-0.851851755841938,-0.8524621158721365,-0.8532252009218163,-0.8539499027958983,-0.8544942573197022,-0.8549466708972439,-0.8556900857675128,-0.8561815763590448,-0.8568298071745368,-0.8575113774605402,-0.8578138420523,-0.8581799920382911,-0.8591358558506852,-0.8592795816626455,0
-0.8473414741360337,-0.847963075568498,-0.8487552739049792,-0.8495219602927516,-0.8502685016742244,-0.8510763354278253,-0.8516857972814744,-0.852461952772545,-0.853179230943442,-0.8537245162632224,-0.8541974605860737,-0.8549837808793982,-0.855467365549798,-0.8561073160198958,-0.8567926667944705,-0.8571027211906957,-0.8574422349745952,-0.8584030184656483,-0.8585409534243835,-0.859205198071886,1
-0.8472127998515284,-0.8480275582405332,-0.8487712055711388,-0.8495194276971916,-0.8503012975400805,-0.8509104239408312,-0.8516856342282263,-0.8524159957558496,-0.8529539083417463,-0.8534278037516776,-0.8542345601777773,-0.8547611209864716,-0.8553931254772262,-0.8560701858503214,-0.8563841226137413,-0.8567312154908372,-0.8576651992212181,-0.8578082813260292,-0.8584665906210958,-0.8593911570487848,1
-0.8472772646284901,-0.8480434855530404,-0.8487686736799553,-0.8495522144423444,-0.8501354330503572,-0.8509102609338325,-0.8516396902698342,-0.8521907366860351,-0.8526572799928241,-0.8534648928156207,-0.8540119626275559,-0.8546869010221627,-0.8553560054409405,-0.8556617539850022,-0.8560127188130784,-0.8569541189107523,-0.8570706278968904,-0.8577339391835768,-0.8586524976293151,-0.857643142665937,1
-0.8472931875208886,-0.8480409543537479,-0.8488014513063132,-0.8493863960804106,-0.850135270089533,-0.850864330007257,-0.8514144952055075,-0.8518941919743375,-0.8526943585364394,-0.853242358431962,-0.8539377634441487,-0.8546497910400083,-0.8549476850417964,-0.8552904522892575,-0.8562355610934761,-0.8563597097909786,-0.8569963064813493,-0.8579197945397077,-0.8569049717520542,-0.8570108821444814,1
-0.8472906570240483,-0.8480737230229515,-0.8486356790625177,-0.8493862331649066,-0.8500893521736793,-0.8506391988185925,-0.8511180347545187,-0.8519312600632997,-0.8524718872747478,-0.8531681803040757,-0.8539006638524452,-0.8542415812363094,-0.8545764846789382,-0.8555132333067044,-0.8556413150124155,-0.8562854086510069,-0.8571821100202018,-0.8561727541920766,-0.8562728879241087,-0.8556719775108108,0
-0.8473234165993708,-0.8479079960797996,-0.8486355161923247,-0.8493403280190674,-0.8498642847572807,-0.8503428224574026,-0.8511550923108923,-0.8517088515295264,-0.8523977301875172,-0.8531310912401325,-0.853492568343706,-0.8538704814147651,-0.8547992048966532,-0.8549191505935129,-0.8555670342522829,-0.8564711615009362,-0.8554355567549888,-0.8555408459812314,-0.8549343574649301,-0.8564901970091651,1
-0.847157735648355,-0.8479078332541141,-0.8485896238138283,-0.8491153231951044,-0.8495679923497721,-0.8503798695025513,-0.8509327469726506,-0.8516347153516018,-0.852360651643902,-0.8527231115367583,-0.8531215724266704,-0.8540931413076918,-0.85420528431608,-0.8548448902543639,-0.8557527361526144,-0.8547250847116009,-0.8548038247228905,-0.8542026874170884,-0.8557523483010948,-0.856081087259988,1
-0.8471575728678565,-0.8478619534166453,-0.848364681569205,-0.848819113188077,-0.8496050289007105,-0.8501575872316587,-0.8508586318599034,-0.8515976472626396,-0.8519527876641338,-0.8523522208973271,-0.8533441699768918,-0.8534993815932208,-0.8541310442435084,-0.8550305411022363,-0.8540071382894987,-0.8540935250218414,-0.8534660392431529,-0.8550204509840647,-0.8553433528830124,-0.8555604021246715,0
-0.847111705762848,-0.8476370726420741,-0.8480685539454187,-0.8488561394389554,-0.8493828095950791,-0.8500834931413612,-0.8508215743035299,-0.8511898982840552,-0.8515820022279811,-0.8525747552809858,-0.8527505765096349,-0.8534251616289119,-0.8543166444249375,-0.8532854231322363,-0.8533757518283718,-0.8527561045023505,-0.8542835748141037,-0.8546115692005766,-0.8548228132599985,-0.8557091693061905,0
-0.8468868873966395,-0.8473410259411954,-0.8481055698983919,-0.8486339819336848,-0.8493087364932019,-0.8500464460962125,-0.8504139411834202,-0.8508192173944331,-0.8518044734896728,-0.851981330257896,-0.8526763773262277,-0.853610711539684,-0.852572002719504,-0.8526542102494704,-0.8520386981459853,-0.8535734170420394,-0.8538748070286283,-0.8540911742034097,-0.8549715388665738,-0.8558579364877095,0
-0.8465909228539173,-0.8473780317788052,-0.8478834741805522,-0.8485599294319279,-0.8492716999422634,-0.849638928599576,-0.8500433656196841,-0.8510416259282064,-0.8512112167918284,-0.8519071521300098,-0.8528618752847456,-0.8518665423784256,-0.851940962102645,-0.8513175241447896,-0.8528557865074436,-0.8531647607721949,-0.8533545571198414,-0.8542398584883145,-0.8551202644731494,-0.8563786216230258,1
-0.8466279184217577,-0.8471559967531461,-0.8478094422746056,-0.8485229031810495,-0.8488642978819388,-0.8492684581480885,-0.8502657109579257,-0.850448536504811,-0.8511370597045977,-0.8520925974497253,-0.8511181944746783,-0.8512356726818003,-0.8506046407963554,-0.8521343878754278,-0.8524472423267145,-0.8526446527923929,-0.8535031999509233,-0.8543885427732194,-0.8556408040961632,-0.8567505395768232,1
-0.846405945014716,-0.8470819850779264,-0.8477724263216324,-0.8481156144213867,-0.848493932372553,-0.8494907404189811,-0.8496727900559481,-0.8503744003268865,-0.8513224524226742,-0.850349411444399,-0.8504875014157178,-0.8498997133242406,-0.8514212815946435,-0.8517259560101088,-0.8519272770057864,-0.8527932550723363,-0.8536518427820053,-0.854908937770386,-0.8560126181126017,-0.8558951282830892,1
-0.8463319538790354,-0.8470449792403166,-0.8473652508389262,-0.8477453519126025,-0.8487161516781846,-0.848897987696601,-0.8495986749432008,-0.8505597407716976,-0.8495797608727562,-0.849718897357366,-0.8491519161143897,-0.8507161329316382,-0.8510129611954995,-0.8512061336360662,-0.8520758385260515,-0.8529418573522798,-0.8541720926907922,-0.855280648482648,-0.8551574458747931,-0.8555604021246715,1
-0.8462949583111952,-0.8466379150266082,-0.8469950913091934,-0.847967509417873,-0.8481235668631673,-0.8488238936063034,-0.8497839627250688,-0.8488175405904734,-0.8489494256312966,-0.8483836910554139,-0.8499681071318679,-0.8503079231279395,-0.850493280687498,-0.851354654314364,-0.8522244000463168,-0.8534619653320817,-0.854543699768497,-0.8544257138444455,-0.8548228132599985,-0.8553744431477728,0
-0.8458880070649522,-0.8462678566505099,-0.8472171870270331,-0.8473750894038182,-0.84804949376129,-0.8490091288320473,-0.8480422575755094,-0.8481873830781158,-0.8476145980611467,-0.8491996504621624,-0.8495600116231289,-0.8497883833777773,-0.8506417608326412,-0.8515031749926619,-0.8527443653672448,-0.8538334710319403,-0.8536890034897758,-0.8540911742034097,-0.8546369062517792,-0.8555232103292918,1
-0.8455180513865495,-0.846489891676169,-0.8466249317794605,-0.8473010369020614,-0.8482346765159829,-0.8472679177100556,-0.8474122791171582,-0.8468529318754761,-0.8484303260206827,-0.8487916707587883,-0.8490406173392789,-0.849936823306395,-0.8507902409777847,-0.8520229973667044,-0.8531157691679077,-0.8529790079222657,-0.8533545571198414,-0.8539053188472788,-0.8547856318583547,-0.8555604021246715,1
-0.845740024793591,-0.8458977982744115,-0.8465508998735138,-0.8474861681564535,-0.8464939586218695,-0.8466381179425267,-0.8460782070877084,-0.8476684298326448,-0.8480224620409147,-0.8482724238635846,-0.8491890157060932,-0.8500852632350128,-0.851309921485786,-0.8523942990624491,-0.852261540426383,-0.8526446527923929,-0.8531687535809889,-0.8540540031321836,-0.8548228132599985,-0.8539611549233427,1
-0.8451480957081468,-0.8458237865991917,-0.8467359796383803,-0.8457459343651673,-0.8458643372559136,-0.8453044243171713,-0.8468934733279276,-0.8472606808540605,-0.8475033624303008,-0.848420780119357,-0.8493374140729074,-0.8506048029851748,-0.8516811218486442,-0.8515403051622364,-0.8519272770057864,-0.8524588999424636,-0.8533173964120709,-0.8540911742034097,-0.8532240129893129,-0.8531429354249884,1
-0.8450741045724661,-0.846008815787241,-0.8449962298486359,-0.8451164881002341,-0.8445310214221246,-0.8461194593104441,-0.846485840207818,-0.8467417276085893,-0.8476516766047619,-0.8485691363751295,-0.8498568083567573,-0.8509759028067192,-0.8508273610140704,-0.8512061336360662,-0.8517415751054549,-0.8526075022224071,-0.8533545571198414,-0.8524928181406835,-0.8524060221531482,-0.8499444410223308,1
-0.8452590824116676,-0.8442695414195783,-0.84436695864809,-0.8437835430686106,-0.8453458255427734,-0.8457119418138078,-0.8459670344185876,-0.8468899999644381,-0.8477999907792231,-0.8490883832703331,-0.8502278042737929,-0.8501223732171672,-0.850493280687498,-0.8510204827881938,-0.8518901366257201,-0.8526446527923929,-0.8517566466857104,-0.8516750545737072,-0.8492084216117771,-0.8484567692071412,1
-0.8435202907231747,-0.843640442180211,-0.8430343843410516,-0.844598120587936,-0.844938423482449,-0.8451932831817252,-0.8461152646440819,-0.8470382723202872,-0.8483190903898369,-0.8494592739097642,-0.849374513664611,-0.8497883833777773,-0.8503076805060689,-0.8511690034664917,-0.8519272770057864,-0.851047178283001,-0.8509391111147596,-0.8484783424482546,-0.8477211655460231,-0.842617657332522,0
-0.8428913660698901,-0.8423082320262566,-0.843848735306464,-0.8441908318282734,-0.8444199117693088,-0.8453414713623201,-0.8462634948695764,-0.8475572255657581,-0.8486898758259896,-0.8486062254390726,-0.8490406173392789,-0.849602833467005,-0.8504561606512122,-0.8512061336360662,-0.8503302406629358,-0.8502298657433122,-0.8477432902464975,-0.8469914995992068,-0.8418836854879387,-0.84432847991999,0
-0.8415595256276402,-0.8431223604536732,-0.8434415598237579,-0.8436724643159753,-0.8445680579730631,-0.8454896595429152,-0.8467823006588069,-0.8479279064553803,-0.8478370693228383,-0.8482724238635846,-0.8488551193807611,-0.8497512733956228,-0.850493280687498,-0.8496095363443641,-0.8495131523014775,-0.8470349167245286,-0.846256861935678,-0.8411556414166945,-0.8435940299635557,-0.844923548646066,0
-0.8423734281201263,-0.8427152962399649,-0.8429233364821318,-0.843820569319489,-0.8447162041768175,-0.8460083181749978,-0.8471528762225429,-0.8470753404092494,-0.8475033624303008,-0.8480869785438689,-0.8490035177475754,-0.8497883833777773,-0.8488971191272077,-0.8487926726137258,-0.8463190796157766,-0.8455488939250942,-0.8404226308157112,-0.8428655106930993,-0.8441889323898574,-0.845481425576762,0
-0.8419664768738833,-0.842197214513427,-0.8430714002940249,-0.8439686743230028,-0.8452347158899576,-0.8463787886264853,-0.84630055242595,-0.8467417276085893,-0.8473179697122244,-0.8482353347996414,-0.8490406173392789,-0.8481926541451366,-0.8480804783289196,-0.8455994780303216,-0.8448334644131249,-0.8397162544373147,-0.8421320233731536,-0.8434602478327184,-0.844746653414515,-0.8452954665998633,0
-0.8414485389241194,-0.8423452378638664,-0.8432194641059181,-0.8444870418353008,-0.8456050813993434,-0.845526706588064,-0.8459670344185876,-0.8465563871637782,-0.8474662838866855,-0.8482724238635846,-0.8474453348960259,-0.847376234537739,-0.8448881552083392,-0.844114271247343,-0.8390024247427172,-0.841425180656664,-0.8427265946974816,-0.8440178139011113,-0.8445607464062959,-0.8489030707516981,1
-0.8415965211954805,-0.8424932612143058,-0.8437376874475441,-0.844857304344085,-0.844753240727756,-0.8451932831817252,-0.8457817466367195,-0.8467046595196271,-0.8475033624303008,-0.8466775941140305,-0.8466291438785476,-0.8441847760724577,-0.8434033537569063,-0.8382848346241517,-0.8407108822257665,-0.8420195897764379,-0.8432840053140388,-0.8438319585449804,-0.8481673423657493,-0.8509858112929636,1
-0.8417445034668417,-0.8430113429408436,-0.8441078469772769,-0.8440057005738812,-0.8444199117693088,-0.8450080479559813,-0.8459299768622139,-0.8467417276085893,-0.8459089850548439,-0.845861634707282,-0.8434385789920416,-0.8427003767862802,-0.8375755080600327,-0.8399928224245771,-0.8413051283068272,-0.8425768483262256,-0.8430982017751864,-0.8474375524539212,-0.8502495008578049,-0.8486055363886601,0
-0.8422624414166054,-0.8433814013169421,-0.8432564800588914,-0.8436724643159753,-0.8442347290146158,-0.8451562361365764,-0.8459670344185876,-0.8451477997832141,-0.8450932570953079,-0.8426719752081743,-0.8419545953238992,-0.836874109588034,-0.8392830297291803,-0.8405869051377687,-0.8418622340078216,-0.8423910954762964,-0.8467027904289238,-0.849519132442588,-0.8478698911525985,-0.847341015345749,0
-0.8426323970950081,-0.8425302670519156,-0.8429233364821318,-0.8434873330615832,-0.8443828752183702,-0.8451932831817252,-0.8443735594945225,-0.8443323018260452,-0.8419045023443943,-0.8411884126504496,-0.8361299594264403,-0.8385811687671378,-0.8398769503097535,-0.8411438576813856,-0.8416765321074902,-0.8459947007649246,-0.8487837900640712,-0.8471401838841116,-0.8466057234967076,-0.8488286871609386,1
-0.8417814990346819,-0.842197214513427,-0.8427382567172653,-0.8436354380650969,-0.8444199117693088,-0.8436002602403285,-0.8435582932543032,-0.8411444461752948,-0.8404213605997832,-0.8353654296113806,-0.837836540644804,-0.8391749284816089,-0.8404337508540407,-0.8409582068335133,-0.8452791489739204,-0.8480751326841326,-0.8464055047667599,-0.845876367462421,-0.8480929795624615,-0.8476757415041667,1
-0.8414485389241194,-0.8420121853253778,-0.8428863205291586,-0.8436724643159753,-0.8428273400789497,-0.8427852252470558,-0.8403713434061733,-0.8396617226168062,-0.834600029252185,-0.8370715265527638,-0.838430134112061,-0.8397315782139254,-0.8402481506726117,-0.8445598332822366,-0.8473590102576327,-0.8456974962050376,-0.8451420407025633,-0.8473632103114688,-0.8469403561115022,-0.8440681373523319,1
-0.8412635610849181,-0.8421602086758172,-0.8429233364821318,-0.8420803355282028,-0.8420125359583007,-0.8395991793642626,-0.838889041151229,-0.8338420326497382,-0.8363056422584876,-0.8376649515758537,-0.8389866279876144,-0.8395460283031533,-0.8438487941923363,-0.8466391227784068,-0.84498202593339,-0.8444343768255185,-0.8466284690133828,-0.8462109071034567,-0.8433337601520488,-0.844179712738471,1
-0.8414115433562792,-0.842197214513427,-0.8413316505042804,-0.8412657580088775,-0.8388273925775825,-0.8381172975583123,-0.833071004800573,-0.8355471647420001,-0.8368988989563321,-0.8382212875350004,-0.8388011300290966,-0.8431456965721335,-0.8459275162243421,-0.8442627919256408,-0.8437192530111361,-0.8459203996249528,-0.8454764870724977,-0.8426053131945159,-0.8434453043569803,-0.8417622460387879,0
-0.8414485389241194,-0.8406059634962038,-0.8405172995388681,-0.8380815004333326,-0.8373459305400391,-0.8323009114699573,-0.8347756523937587,-0.8361402541653956,-0.8374550771105611,-0.8380358422152849,-0.8423997904243419,-0.8452238555727818,-0.8435518339020497,-0.843000366160109,-0.8452048682137877,-0.8447687319553913,-0.8418718984187602,-0.8427168264081946,-0.8410285132501301,-0.8422829311741044,1
-0.8398577295069877,-0.8397918350687872,-0.8373339275831655,-0.8366004503981954,-0.8315311920426814,-0.8340050755468001,-0.8353685732957365,-0.8366962754998288,-0.8372696843924848,-0.8416334814177671,-0.8444773675597412,-0.8428488167148979,-0.8422897526683317,-0.8444855729430877,-0.8440535164317328,-0.8411651266667631,-0.8419833805420717,-0.840300706778492,-0.841549052873144,-0.8429523834909397,1
-0.8390438270145018,-0.8366093330343406,-0.835853289464234,-0.8307873290102821,-0.8332348733858562,-0.8345978282691804,-0.8359244366413405,-0.8365109350550177,-0.8408663031231666,-0.8437104689985815,-0.8421029936907134,-0.8415870773216471,-0.8437745541197645,-0.8433345376862792,-0.8404508995653025,-0.8412765783767207,-0.8395679345369899,-0.8408211017756587,-0.8422183181027333,-0.8410556019265729,0
-0.8358622081802383,-0.8351290995299469,-0.830041784847428,-0.8324905365506897,-0.8338274582008737,-0.8351535339464117,-0.8357391488594725,-0.8401065396843527,-0.842942701565622,-0.8413367689062221,-0.8408416075727924,-0.8430714766078246,-0.8426238329949042,-0.8397329112375559,-0.8405623207055014,-0.8388617913276399,-0.8400881844457767,-0.8414901810577302,-0.8403220666188969,-0.840906834745054,1
-0.8343823854666274,-0.8293191830252014,-0.8317445186841991,-0.8330829565647447,-0.8343830064649523,-0.8349682987206679,-0.8393337318277122,-0.8421823526662369,-0.8405696747742443,-0.8400757407321562,-0.8423255912409348,-0.841921067161037,-0.8390231894751796,-0.8398443017462792,-0.8381481960011925,-0.839381899307442,-0.8407570771856456,-0.8395944564251943,-0.8401733410123214,-0.8413903280849906,1
