0,1,2,3,4,5,6,7,8,9,transaction
-0.9585452002895122,-0.9601943184676458,-0.9624827229595433,-0.9630574308305521,-0.9647489015875561,-0.9669027448164811,-0.9606056966433598,-0.9632845435678604,-0.9661888475647267,-0.9675170951310328,0
-0.9587812604971526,-0.9611043718693143,-0.9616652518736003,-0.9633574492266639,-0.9655058437697692,-0.9592138315706134,-0.9618867406900814,-0.9647787088578343,-0.9660877849429396,-0.9674000369325136,0
-0.9596910206232278,-0.9602871810596527,-0.9619651682135729,-0.9641141327920786,-0.957819560698454,-0.9604944314961519,-0.9633804061553458,-0.9646776798880496,-0.9659707650650807,-0.9707894038623667,0
-0.9588740931630787,-0.9605869945709896,-0.9627215943807603,-0.9564304758155516,-0.9590997225645128,-0.9619875791271738,-0.9632794109815379,-0.9645606989756674,-0.9693590224376286,-0.9716726611784665,0
-0.9591738100559256,-0.961343161391618,-0.9550405511251797,-0.9577102003016215,-0.9605923594290875,-0.9618866189670693,-0.9631624692013394,-0.9679478281205549,-0.9702419906069268,-0.9722207063806249,0
-0.9599297331927518,-0.9536647516410964,-0.9563198402921423,-0.9592023271920181,-0.9604914338047923,-0.9617697177290533,-0.9665484652916365,-0.9688305022776214,-0.9707898563987203,-0.9897741153313083,1
-0.952253797901611,-0.9549436021938785,-0.957811459611298,-0.9591014360499628,-0.9603745725556087,-0.9651545399388789,-0.9674308441785899,-0.9693781856401386,-0.9883375189921825,-0.9835992953594174,0
-0.9535322363295067,-0.9564347100998195,-0.9577106027890062,-0.9589846147275831,-0.9637582369069754,-0.9660366129166357,-0.9679783443313381,-0.9869200051832847,-0.982164720435131,-0.9849933520872376,1
-0.9550228637080903,-0.9563338878570692,-0.9575938212053002,-0.9623671230164895,-0.9646400081508167,-0.9665839232582558,-0.9855142958256714,-0.9807492620551183,-0.9835583207987221,-0.9836977306627177,1
-0.9549220739565135,-0.9562171463128317,-0.9609751788789732,-0.9632485929944463,-0.9651871312719954,-0.9841137952680122,-0.9793456169201928,-0.9821423983753074,-0.9822631235142395,-0.9855653410118204,1
-0.9548053700336351,-0.9595973446618865,-0.961856349010574,-0.9637955291855882,-0.9827110067746,-0.9779472549626705,-0.9807382872116494,-0.9808476323678033,-0.9841301224746231,-0.9749024032921569,0
-0.9581844790733425,-0.9604782126774958,-0.9624030991524709,-0.9813134174824524,-0.9765465758801554,-0.9793394424335877,-0.979443954326269,-0.982714009651721,-0.9734706754187581,-0.9775548356540593,0
-0.959065063218698,-0.9610247753618798,-0.9799150284545859,-0.9751510927269171,-0.977938287120435,-0.9780455582764567,-0.9813097072739837,-0.972058111996533,-0.9761222394693313,-0.9849428042287861,1
-0.9596114497667197,-0.9785307005636564,-0.9737547999140874,-0.9765423284752585,-0.976644845566969,-0.9799106643920749,-0.9706573742049798,-0.9747087931248322,-0.9835077894878286,-0.9836125974274309,1
-0.977111733474718,-0.9723725841051352,-0.9751455624109513,-0.9752493288389182,-0.9785093136789467,-0.9692620243473486,-0.9733071686335719,-0.982091883890415,-0.9821780181485241,-0.9794942771704352,0
-0.9709556015428804,-0.9737628697683256,-0.9738530026094766,-0.9771131599368871,-0.9678643162532966,-0.9719109001269374,-0.9806877896247455,-0.9807625553406162,-0.9780610460820373,-0.9824845820598818,1
-0.9723454391698872,-0.9724707531309711,-0.9757161996949699,-0.9664717994801076,-0.9705122859223019,-0.9792889623535355,-0.9793589057588516,-0.9766469541504389,-0.9810503720527938,-0.9823728446885679,0
-0.9710537389325736,-0.9743333114049401,-0.9650784590701023,-0.9691188644440322,-0.9778878243082874,-0.9779605391942633,-0.9752446813100449,-0.9796352847303867,-0.9809386712602922,-0.9816226080526036,0
-0.9729156969748615,-0.9636992180116813,-0.9677246235918072,-0.9764918829042308,-0.9765598555675625,-0.9738477410931563,-0.9782320122405739,-0.9795236211322036,-0.9801886802249244,-0.9855280952213825,0
-0.9622850305453894,-0.9663444752754236,-0.9750951339998054,-0.9751643678771874,-0.9724484643462786,-0.9768340363552004,-0.9781203859958388,-0.9787738798301171,-0.9840928888771225,-0.9857462491368048,0
-0.9649294353433393,-0.9737124586469504,-0.9737680705485994,-0.9710543813534613,-0.975433738075428,-0.9767224488098215,-0.9773708954954748,-0.9826767884523266,-0.9843109713767684,-0.9860681591827327,0
-0.972295044294099,-0.9723858501897076,-0.9696594821036656,-0.9740386351342547,-0.9753221887012071,-0.9759732181479919,-0.9812724985257387,-0.9828947983344937,-0.9846327760408801,-0.988592891691705,1
-0.9709688633522985,-0.9682786704060836,-0.9726427207419767,-0.9739271238719831,-0.9745732143314384,-0.9798734685436152,-0.9814904354797453,-0.983216495843545,-0.9871566820428801,-0.9874515742561422,0
-0.9668630071564843,-0.9712608862179656,-0.9725312474120754,-0.9731784053967307,-0.9784721305542063,-0.9800913299417359,-0.9818120253752916,-0.9857395614310632,-0.9860157382337569,-0.9870817767653655,1
-0.9698442619136517,-0.9711494511075571,-0.9717827836255952,-0.97707598951613,-0.9786899174276853,-0.9804128083462798,-0.9843342469527577,-0.9845989975353358,-0.9856460618014302,-0.9882789628865851,1
-0.9697328627145404,-0.9704012439376721,-0.9756790419183361,-0.9772937019805651,-0.9790112858629407,-0.9829341555025785,-0.983194064595821,-0.9842294441984918,-0.9868428560068042,-0.9830539105708618,0
-0.968984896663365,-0.9742961663681372,-0.975896680324334,-0.9776149606171096,-0.9815317705328364,-0.9817943684319229,-0.9828246348811026,-0.9854258398933108,-0.9816195141860161,-0.9838626763060857,0
-0.972878563908491,-0.974513730155125,-0.9762178296795259,-0.9801345841384378,-0.9803923733532944,-0.9814250667936453,-0.9840206303604069,-0.9802042373497006,-0.9824280151603132,-0.9865310711496044,0
-0.9730960575829463,-0.9748347694017778,-0.9787365961099149,-0.9789955762452346,-0.980023198043373,-0.9826206476369903,-0.9788007745351763,-0.9810124691079783,-0.9850955364669581,-0.9865044670135772,0
-0.973416993370862,-0.9773526722536248,-0.9775979756687802,-0.9786265270677166,-0.9812183699100253,-0.9774026014673688,-0.9796087359256397,-0.983679102178875,-0.9850689410401721,-0.9873478181256364,1
-0.9759340847983992,-0.9762144421973105,-0.9772290520293448,-0.9798212905920557,-0.9760021086964582,-0.9782102827482063,-0.9822744769606225,-0.983652515607879,-0.9859120160692911,-0.986661431416137,1
-0.9747962215503344,-0.975845645046197,-0.9784234091354302,-0.9746068115658293,-0.9768095136908188,-0.9808750996057065,-0.9822478992833047,-0.9844953099084515,-0.9852258540582101,-0.9851662789714138,1
-0.974427543248514,-0.9770395926577154,-0.9732107038990928,-0.9754139407022716,-0.9794734189847129,-0.9808485311425211,-0.9830904116542813,-0.9838093763767551,-0.9837311910728317,-0.9856983616919559,1
-0.9756211060961344,-0.9718286746376655,-0.9740175584774261,-0.9780769358465207,-0.9794468596098984,-0.9816907514254997,-0.9824047075794801,-0.9823152110867813,-0.9842630996085534,-0.9844719110211065,1
-0.9704118673567422,-0.9726352525796691,-0.9766796477605455,-0.9780503855459798,-0.980288791791518,-0.9810052850753153,-0.9809110421142155,-0.9828469425067008,-0.9830370504337147,-0.9824499966830464,1
