price 1,price 2,price 3,price 4,price 5,price 6,price 7,price 8,price 9,price 10,price 11,price 12,price 13,price 14,price 15,price 16,price 17,price 18,price 19,price 20,transaction
0.23183391003460269,0.1660899653979238,0.2525951557093429,0.46482122260669007,0.039215686274509984,0.17070357554786575,0.22952710495963022,0.07612456747404849,0.0,0.6124567474048451,0.28143021914648225,0.29527104959631006,0.4948096885813142,0.8027681660899644,0.6447520184544407,0.7162629757785463,0.7301038062283731,0.6251441753171862,1.0,0.5859284890426762,1
0.1660899653979238,0.2525951557093429,0.46482122260669007,0.039215686274509984,0.17070357554786575,0.22952710495963022,0.07612456747404849,0.0,0.6124567474048451,0.28143021914648225,0.29527104959631006,0.4948096885813142,0.8027681660899644,0.6447520184544407,0.7162629757785463,0.7301038062283731,0.6251441753171862,1.0,0.5859284890426762,0.621683967704729,1
0.2525951557093429,0.46482122260669007,0.039215686274509984,0.17070357554786575,0.22952710495963022,0.07612456747404849,0.0,0.6124567474048451,0.28143021914648225,0.29527104959631006,0.4948096885813142,0.8027681660899644,0.6447520184544407,0.7162629757785463,0.7301038062283731,0.6251441753171862,1.0,0.5859284890426762,0.621683967704729,0.6297577854671271,0
0.46482122260669007,0.039215686274509984,0.17070357554786575,0.22952710495963022,0.07612456747404849,0.0,0.6124567474048451,0.28143021914648225,0.29527104959631006,0.4948096885813142,0.8027681660899644,0.6447520184544407,0.7162629757785463,0.7301038062283731,0.6251441753171862,1.0,0.5859284890426762,0.621683967704729,0.6297577854671271,0.6113033448673584,0
0.039215686274509984,0.17070357554786575,0.22952710495963022,0.07612456747404849,0.0,0.6124567474048451,0.28143021914648225,0.29527104959631006,0.4948096885813142,0.8027681660899644,0.6447520184544407,0.7162629757785463,0.7301038062283731,0.6251441753171862,1.0,0.5859284890426762,0.621683967704729,0.6297577854671271,0.6113033448673584,0.43021914648212306,0
0.17070357554786575,0.22952710495963022,0.07612456747404849,0.0,0.6124567474048451,0.28143021914648225,0.29527104959631006,0.4948096885813142,0.8027681660899644,0.6447520184544407,0.7162629757785463,0.7301038062283731,0.6251441753171862,1.0,0.5859284890426762,0.621683967704729,0.6297577854671271,0.6113033448673584,0.43021914648212306,0.3990772779700112,1
0.22952710495963022,0.07612456747404849,0.0,0.6124567474048451,0.28143021914648225,0.29527104959631006,0.4948096885813142,0.8027681660899644,0.6447520184544407,0.7162629757785463,0.7301038062283731,0.6251441753171862,1.0,0.5859284890426762,0.621683967704729,0.6297577854671271,0.6113033448673584,0.43021914648212306,0.3990772779700112,0.6032295271049603,0
0.07612456747404849,0.0,0.6124567474048451,0.28143021914648225,0.29527104959631006,0.4948096885813142,0.8027681660899644,0.6447520184544407,0.7162629757785463,0.7301038062283731,0.6251441753171862,1.0,0.5859284890426762,0.621683967704729,0.6297577854671271,0.6113033448673584,0.43021914648212306,0.3990772779700112,0.6032295271049603,0.2860438292964252,0
0.0,0.6124567474048451,0.28143021914648225,0.29527104959631006,0.4948096885813142,0.8027681660899644,0.6447520184544407,0.7162629757785463,0.7301038062283731,0.6251441753171862,1.0,0.5859284890426762,0.621683967704729,0.6297577854671271,0.6113033448673584,0.43021914648212306,0.3990772779700112,0.6032295271049603,0.2860438292964252,0.20184544405997756,1
0.5144508670520238,0.099710982658959,0.1170520231213878,0.3670520231213859,0.7528901734104031,0.5549132947976876,0.6445086705202303,0.6618497109826579,0.5303468208092488,1.0,0.48121387283236994,0.5260115606936413,0.5361271676300563,0.51300578034682,0.28612716763005824,0.24710982658959438,0.502890173410405,0.10549132947976901,0.0,0.08670520231213771,0
