price 1,price 2,price 3,price 4,price 5,price 6,price 7,price 8,price 9,price 10,transaction
0.3806676434483032,0.4734090999089216,0.5608838553835184,1.0,0.44026452302696695,0.0,0.025303924286223366,0.035639329980596365,0.0024947530986417278,0.021700392032629412,0
0.647239833408494,0.7058386609013978,1.0,0.6250364750510651,0.3301058439663635,0.34705679497042213,0.3539804228453194,0.3317770644878904,0.3446428097726608,0.0,1
0.7058386609013978,1.0,0.6250364750510651,0.3301058439663635,0.34705679497042213,0.3539804228453194,0.3317770644878904,0.3446428097726608,0.0,0.07180942780592633,1
1.0,0.6250364750510651,0.3301058439663635,0.34705679497042213,0.3539804228453194,0.3317770644878904,0.3446428097726608,0.0,0.07180942780592633,0.1226092261983713,0
1.0,0.5281385281385284,0.555258467023173,0.5663356251591548,0.5308123249299722,0.5513963161021983,0.0,0.11488837959426215,0.19616331381037275,0.17252355487649595,1
0.9325539568345323,0.9804406474820143,1.0,0.9372751798561151,0.9736211031175053,0.0,0.20286270983213459,0.34637290167865714,0.30463129496402847,0.3300359712230212,1
0.9804406474820143,1.0,0.9372751798561151,0.9736211031175053,0.0,0.20286270983213459,0.34637290167865714,0.30463129496402847,0.3300359712230212,0.40295263788968794,1
1.0,0.9372751798561151,0.9736211031175053,0.0,0.20286270983213459,0.34637290167865714,0.30463129496402847,0.3300359712230212,0.40295263788968794,0.9755695443645085,0
0.9607466584728837,0.9980027654017506,0.0,0.20794284836380425,0.3550468581963436,0.3122599477646333,0.3383008142571819,0.41304347826086923,1.0,0.8362267629436162,1
0.9980027654017506,0.0,0.20794284836380425,0.3550468581963436,0.3122599477646333,0.3383008142571819,0.41304347826086923,1.0,0.8362267629436162,0.9318635735135966,1
0.0,0.20794284836380425,0.3550468581963436,0.3122599477646333,0.3383008142571819,0.41304347826086923,1.0,0.8362267629436162,0.9318635735135966,0.9008296205254257,1
0.0,0.1637311901504787,0.11610807113543037,0.14509233926128526,0.22828317373460968,0.881583447332422,0.6992989056087553,0.8057455540355684,0.771203830369357,1.0,1
0.05241859589685724,0.0,0.03190287972896656,0.12347073216638439,0.8425559947299086,0.6419160549595336,0.7590814982119338,0.7210615471485038,0.9728966685488425,1.0,0
0.0,0.03190287972896656,0.12347073216638439,0.8425559947299086,0.6419160549595336,0.7590814982119338,0.7210615471485038,0.9728966685488425,1.0,0.9655561829474876,0
0.0,0.09458539904734148,0.8373675512783134,0.6301156799844468,0.7511422183338203,0.7118693496646255,0.9720034995625547,1.0,0.9644211140274136,0.6891221930592019,1
0.0,0.8203779257032434,0.5914751986257252,0.725144943096415,0.6817693794288169,0.9690788060983466,1.0,0.9607043160833157,0.6566459093837244,0.7516641614773459,1
0.5603153745072293,0.0,0.327201051248359,0.22102496714848827,0.9243101182654403,1.0,0.9038107752956643,0.1595269382391605,0.3921156373193161,0.8139290407358756,1
0.0,0.327201051248359,0.22102496714848827,0.9243101182654403,1.0,0.9038107752956643,0.1595269382391605,0.3921156373193161,0.8139290407358756,0.8706964520367946,1
0.1994996873045658,0.07317073170731474,0.9099437148217635,1.0,0.8855534709193252,0.0,0.2767354596622869,0.7786116322701705,0.8461538461538469,0.9036898061288325,0
0.07317073170731474,0.9099437148217635,1.0,0.8855534709193252,0.0,0.2767354596622869,0.7786116322701705,0.8461538461538469,0.9036898061288325,0.8383364602876806,1
0.9099437148217635,1.0,0.8855534709193252,0.0,0.2767354596622869,0.7786116322701705,0.8461538461538469,0.9036898061288325,0.8383364602876806,0.8658536585365861,1
0.411530047612919,0.3644318620512156,0.0,0.11388495689100396,0.32042208210011586,0.34821773259554717,0.371895508943508,0.3450006434178352,0.3563247973233814,1.0,1
0.29398941139831786,0.0,0.09187169106197358,0.2584864528184366,0.28090937402678257,0.3000103809820409,0.2783141285165573,0.2874493927125502,0.8067061143984219,1.0,1
0.0,0.07430106624128886,0.2090504575602384,0.22718495508353595,0.24263286038116028,0.22508605490722836,0.2324741835278311,0.6524221308034589,0.8087482159348502,1.0,1
0.0,0.12502921243281181,0.14185557373218058,0.15618914076497664,0.13990807821142026,0.1467632624444965,0.5364181662382173,0.6814676326244444,0.8589234244761228,1.0,1
0.0,0.017237251615992075,0.03192083632591172,0.015242199345622594,0.022264783337323138,0.4214348415928491,0.5700263346899682,0.7518154975660353,0.8963370840316016,1.0,0
0.0020259319286871948,0.016936790923825204,0.0,0.007131280388978888,0.41247974068071264,0.563371150729335,0.7479740680713118,0.8947325769854133,1.0,0.8739059967585076,1
0.016936790923825204,0.0,0.007131280388978888,0.41247974068071264,0.563371150729335,0.7479740680713118,0.8947325769854133,1.0,0.8739059967585076,0.9615072933549433,1
0.0,0.006203736341205471,0.3588297497356363,0.4900951709552346,0.6506873457878041,0.7783574198096591,0.8699330278463178,0.7602396898131828,0.8364469510045834,1.0,0
0.0,0.3505501436680917,0.48104282009951654,0.6406896068400028,0.767608101478731,0.8586446141986134,0.7495970285233721,0.8253556661293724,0.9879458966991378,1.0,0
0.0,0.2009280241717925,0.4467465199093557,0.6421711449228459,0.7823459587784628,0.6144383295564904,0.7310888097550463,0.9814395165641521,1.0,0.25876767022769,1
0.004704301075269124,0.31088709677419357,0.554301075268819,0.7288978494623676,0.5197580645161286,0.6650537634408622,0.9768817204301071,1.0,0.0767473118279575,0.0,1
0.31088709677419357,0.554301075268819,0.7288978494623676,0.5197580645161286,0.6650537634408622,0.9768817204301071,1.0,0.0767473118279575,0.0,0.2120967741935496,0
0.554301075268819,0.7288978494623676,0.5197580645161286,0.6650537634408622,0.9768817204301071,1.0,0.0767473118279575,0.0,0.2120967741935496,0.14126344086021497,0
0.7288978494623676,0.5197580645161286,0.6650537634408622,0.9768817204301071,1.0,0.0767473118279575,0.0,0.2120967741935496,0.14126344086021497,0.026478494623656288,1
0.5197580645161286,0.6650537634408622,0.9768817204301071,1.0,0.0767473118279575,0.0,0.2120967741935496,0.14126344086021497,0.026478494623656288,0.21344086021505376,1
0.6650537634408622,0.9768817204301071,1.0,0.0767473118279575,0.0,0.2120967741935496,0.14126344086021497,0.026478494623656288,0.21344086021505376,0.25282258064516216,1
0.9768817204301071,1.0,0.0767473118279575,0.0,0.2120967741935496,0.14126344086021497,0.026478494623656288,0.21344086021505376,0.25282258064516216,0.5211021505376359,1
