0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,transaction
-0.7753272522292678,-0.7766484301771333,-0.7780948331208374,-0.77893396333565,-0.7805427041479909,-0.7820198947649575,-0.7808278900955501,-0.7824572053048331,-0.7837364988062963,-0.7851711995383664,-0.7859577976795774,-0.7881476283782868,-0.7893745038307232,-0.7906217167772094,-0.7991111604249611,-0.798761551071635,-0.8007571634735741,-0.8015587574541451,-0.8031438065829767,-0.7984197425365096,0
-0.7754844543701638,-0.7769628840820464,-0.7777803221222528,-0.7794058099954881,-0.7808573258949453,-0.7796598353420139,-0.7812999804649716,-0.7826145958541748,-0.7840513416368692,-0.784856294024462,-0.787060198495234,-0.7883051484413133,-0.7895320596513861,-0.7980284755387859,-0.7976925246888157,-0.7997075353358377,-0.8004417579432621,-0.8020319719322156,-0.7973061652590347,-0.801102515148566,0
-0.775798858651956,-0.7766484301771333,-0.7782520886201296,-0.7797203744353801,-0.7784976627927864,-0.7801318472266027,-0.7814573439214455,-0.7829293769528584,-0.7837364988062963,-0.7859584633231275,-0.7872176843260422,-0.7884626685043395,-0.7969371832225446,-0.7966101600312501,-0.798638281846246,-0.7993922072477702,-0.80091486623873,-0.796195660036011,-0.7999883247862514,-0.8033118572996711,1
-0.7754844543701638,-0.777120111034503,-0.7785665996187141,-0.7773611411361898,-0.7789695954132182,-0.7802891845214656,-0.7817720708343933,-0.7826145958541748,-0.7848384487133011,-0.7861159160800798,-0.7873751701568503,-0.7958661114665783,-0.795519180836578,-0.7975557037029406,-0.798323029460436,-0.7998651993798714,-0.7950798639279577,-0.7988772087450781,-0.8021971620439592,-0.8029962369923704,1
-0.775956060792852,-0.777434564939416,-0.7762077671293299,-0.7778329877960279,-0.7791269062866955,-0.7806038591111913,-0.7814573439214455,-0.7837163296995671,-0.7849958701285876,-0.786273368837032,-0.7947770042048307,-0.7944484308993411,-0.7964645157605558,-0.7972405224790438,-0.798795908039151,-0.7940316297506221,-0.7977608109356099,-0.8010855429760745,-0.8018816138642866,-0.8017337557631674,0
-0.7762704650746439,-0.7750761606525678,-0.7766795336272068,-0.7779902700159739,-0.7794415280336501,-0.7802891845214656,-0.7825588881167624,-0.7838737202489089,-0.7851532915438739,-0.7936736484137862,-0.7933596317275577,-0.7953935512774991,-0.79614940411923,-0.797713294314889,-0.7929637389016645,-0.7967119184991962,-0.799968649647794,-0.8007700666573606,-0.8006194211455965,-0.8025228065314193,1
-0.7739124329612036,-0.7755478415099375,-0.776836789126499,-0.778304834455866,-0.7791269062866955,-0.7813905455855058,-0.7827162515732364,-0.7840311107982506,-0.7925520980623348,-0.7922565736012163,-0.7943045467124064,-0.7950785111514465,-0.7966220715812187,-0.7918824416727969,-0.7956433841810503,-0.7989192151156689,-0.799653244117482,-0.7995081613825056,-0.8014082915947778,-0.8022071862241186,1
-0.7743840393838917,-0.775705068462394,-0.7771513001250836,-0.7779902700159739,-0.7802280824010362,-0.7815478828803688,-0.7828736150297102,-0.7914284666173129,-0.7911353053247572,-0.7932012901429295,-0.7939895750507903,-0.7955510713405255,-0.7907925062166896,-0.7945614820759204,-0.7978501508817208,-0.7986038870276013,-0.7983916219962339,-0.8002968521792899,-0.8010927434151053,-0.7999978440730133,0
-0.7745412415247876,-0.7760195223673071,-0.776836789126499,-0.7790912455555961,-0.7803853932745136,-0.7817052201752317,-0.7902696974839812,-0.7900119516732372,-0.7920798338164756,-0.792886384629025,-0.7944620325432145,-0.7897228290085504,-0.7934709551679597,-0.7967677506431984,-0.7975348984959106,-0.7973425746753312,-0.799180135822014,-0.7999813758605763,-0.7988839061573975,-0.8026806166850697,0
-0.7748556458065797,-0.775705068462394,-0.777937577621545,-0.7792485277755421,-0.7805427041479909,-0.789100073033788,-0.7888534263757165,-0.7909562949692877,-0.7917649909859029,-0.7933587428998816,-0.788635056803315,-0.7924006700799985,-0.795676736657241,-0.7964525694193015,-0.7962738889526704,-0.7981308948955,-0.798864730291702,-0.79777304162958,-0.8015660656846141,-0.8028384268387201,0
