0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,transaction
-0.8459296578059496,-0.8467139635622527,-0.847332199465237,-0.8481751350278169,-0.8489912885730936,-0.8497748423907348,-0.8505988560441923,-0.8511819068032856,-0.8519277784566183,-0.8526278315845561,-0.8531621692144437,-0.8536020467951527,-0.8543977257813865,-0.8549327049061325,-0.8556415198978266,-0.856387603670786,-0.8567642242904746,-0.8571640825282036,-0.8581635474246099,-0.8583472880187543,-0.8590284916380844,-0.8599261438588823,-0.8589033267355421,-0.8589988313078294,-0.858384196012297,-0.8599125615740317,-0.8602447748390525,-0.8604602317472335,-0.8613491275559416,-0.8622612822859967,0
-0.8459698387783223,-0.8465857139003609,-0.847396469347626,-0.8481910142877924,-0.8489887642838395,-0.8498075309455757,-0.8504334868129199,-0.8511817442836471,-0.8518819720708362,-0.8524032481029121,-0.8528664304256144,-0.8536390244101348,-0.8541757973914541,-0.8548587078736773,-0.8556045107363196,-0.8559803856268414,-0.8563939192629438,-0.8573863291047198,-0.8575707194711663,-0.8582731631934838,-0.8592138562701329,-0.8581832381609256,-0.8582727396392512,-0.857663099701798,-0.8592007021748562,-0.8595041966007133,-0.8597248914857375,-0.8606088114544569,-0.861497749048096,-0.8627816065087601,0
-0.8458416246131761,-0.8466499659448239,-0.8474123441007854,-0.848188490725101,-0.8490214434963318,-0.8496422091793421,-0.850433324338684,-0.8511359506818524,-0.85165745132091,-0.8521075927764873,-0.852903397774218,-0.8534171587202422,-0.8541018212614766,-0.8548217093574497,-0.8551974099597421,-0.8556101874050738,-0.8566161022794624,-0.8567936715673434,-0.8574966159769858,-0.8584584752566599,-0.8574714287288764,-0.8575528254616647,-0.8569373787294584,-0.858479380127706,-0.8587924490935767,-0.8589844593619443,-0.8598734295866846,-0.8607573911616804,-0.8620179242706357,-0.8631532666678767,1
-0.8459058588740563,-0.8466658362919899,-0.847409821254326,-0.8482211605315796,-0.8488561689788557,-0.8496420467517404,-0.8503875435301516,-0.8509114925928494,-0.8513618785783259,-0.8521445496922904,-0.8526815936825959,-0.8533432034902779,-0.8540648331964878,-0.8544147256789465,-0.8548273183446717,-0.8558323063381343,-0.8560236142354131,-0.8567195893751713,-0.857681874712437,-0.8567165418628052,-0.8568411889799112,-0.8562178338632297,-0.8577534326187761,-0.8580712399147521,-0.858272854262857,-0.8591329557158783,-0.8600219676876317,-0.8612774201369623,-0.8623894780010213,-0.8622984483019084,1
-0.8459217248286519,-0.8466633141457395,-0.8474424817885329,-0.8480559335848453,-0.8488560065976757,-0.8495962790834266,-0.8501631481475329,-0.8506160023409077,-0.851398825171149,-0.8519228081974717,-0.8526076589853886,-0.8533062258752959,-0.8536579644816117,-0.8540447405166709,-0.855049373313714,-0.855239989183306,-0.855949553229907,-0.8569047948556016,-0.8559404425991963,-0.8560864808480068,-0.8555065636291616,-0.8570336620622733,-0.8573454056741173,-0.8575517887346287,-0.858421309928777,-0.8592814520698124,-0.8605418510409466,-0.8616488694050208,-0.8615349044211345,-0.8619639541587034,1
-0.8459192033804773,-0.8466959656151065,-0.8472773017361421,-0.8480557712504032,-0.8488102520097052,-0.8493719481078047,-0.8498677404460816,-0.8506529386224004,-0.8511771456142108,-0.8518488943658653,-0.8525706916367849,-0.8528994721104927,-0.8532880838317244,-0.8542667316140363,-0.8544572267296013,-0.8551659495389524,-0.8561347057436723,-0.8551638633395585,-0.8553105628986625,-0.8547522339931394,-0.8563221680101752,-0.8566257479627515,-0.8568260986536423,-0.8577002033575211,-0.8585697655946969,-0.8598011893085813,-0.8609131962933144,-0.8607945360884862,-0.8612005060637874,-0.861778124079145,0
-0.8459518458126205,-0.8465308314079772,-0.8472771394477734,-0.8480100298319141,-0.8485859851476004,-0.8490766251956332,-0.8499046664087629,-0.8504313209334442,-0.8511032524285648,-0.8518119374500622,-0.8521640508021444,-0.8525296959606716,-0.8535100122216568,-0.8536747553543953,-0.8543832084065872,-0.8553510486498364,-0.8543942721142777,-0.8545341647060962,-0.8539767000034143,-0.8555676070711139,-0.8559143658196684,-0.8561065845633601,-0.8569744720880638,-0.8578486179804135,-0.8590893604254163,-0.8601724301934162,-0.8600591022128685,-0.8604602317472335,-0.8610147291985946,-0.8619267881427918,0
-0.8457867573110849,-0.8465306691646511,-0.8472314110115117,-0.8477858275202381,-0.8482907466383544,-0.8491135405596546,-0.8496831106326744,-0.8503574483704587,-0.8510663058357417,-0.8514054113762279,-0.8517943773161077,-0.8527515616505643,-0.852918203181837,-0.8536007583219402,-0.8545682542141225,-0.8536111170075278,-0.8537647535674754,-0.8532006852469994,-0.8547918384393992,-0.8551599205321266,-0.8553953448499324,-0.8562549169631861,-0.8571228455224852,-0.8583680691605368,-0.859460499590216,-0.8593185761582959,-0.8597248914857375,-0.8602745071132042,-0.8611633506907489,-0.8619639541587034,1
-0.8457865951126643,-0.846484953420189,-0.8470072723324358,-0.8474906739890943,-0.8483276514520101,-0.8488920483755259,-0.8496092587073115,-0.8503205120889661,-0.8506598933146885,-0.8510358422181967,-0.8520161814077298,-0.8521599198108506,-0.8528442270518595,-0.8537857509030781,-0.8528288236232916,-0.8529817800305227,-0.8524316554683645,-0.8540155893608918,-0.8543842692214068,-0.8546410467552338,-0.8555436365555712,-0.8564032493630123,-0.8576421525429601,-0.8587391057177676,-0.8586068795111768,-0.8589844593619443,-0.8595392188595535,-0.8604230868204277,-0.8612005060637874,-0.8603658154745015,1
-0.8457408920213361,-0.8462608769501765,-0.846712202571109,-0.8475275681804872,-0.8481062225700754,-0.848818217647483,-0.8495723327446302,-0.8499142129925462,-0.8502904273864583,-0.8512575837130155,-0.8514247038300711,-0.8520859645808864,-0.8530291673768032,-0.8520468206403826,-0.852199667877672,-0.8516490664321587,-0.8532463265289322,-0.8536081373039457,-0.8538655447621436,-0.8547892964057745,-0.8556919282612101,-0.8569224127624037,-0.8580130861290136,-0.8578857216361365,-0.858272854262857,-0.8587988389195269,-0.8596877569605007,-0.8604602317472335,-0.8596028250231293,-0.8595481631244448,1
-0.8455168775708669,-0.8459658890846365,-0.8467490862912748,-0.8473062030321293,-0.8480324129427639,-0.8487813022834616,-0.8491661471551345,-0.8495448501776192,-0.8505121069433965,-0.8506662730601656,-0.8513507691328637,-0.8522708526557969,-0.8512907283223325,-0.8514178458645141,-0.8508673380634185,-0.8524635025200478,-0.8528389909986483,-0.8530895619587413,-0.8540137517505044,-0.8549375460563154,-0.8562109492309461,-0.8572932437619689,-0.8571599388810905,-0.8575517887346287,-0.8580872846804573,-0.8589473352734609,-0.8597248914857375,-0.8588629998945818,-0.8587854068162811,-0.8563518857560413,1
-0.8452219713516179,-0.846002762567829,-0.8465277839702796,-0.8472324146493433,-0.8479955081291081,-0.8483752332792256,-0.8487968875283204,-0.8497664678665754,-0.8499209614582282,-0.8505923592285594,-0.8515356058758821,-0.850532904751638,-0.8506619312175241,-0.8500858992803219,-0.8516815396165734,-0.8520562844761033,-0.8523205639601052,-0.8532377263430854,-0.8541619587388655,-0.8554564198332082,-0.8565816784950432,-0.8564403324629688,-0.8568260986536423,-0.8573662704560132,-0.8582357403463772,-0.8589844593619443,-0.8581281069005557,-0.858045811504853,-0.8555900447349651,-0.8548652451195744,1
-0.845258834629024,-0.8457815216686739,-0.8464540165299479,-0.8471955204579504,-0.8475895551788946,-0.8480060796390112,-0.8490184433044089,-0.8491754873626921,-0.8498470682725822,-0.850777143807575,-0.8497981404915095,-0.8499042852969423,-0.8493303608779295,-0.8508998666373282,-0.851274438839996,-0.8515380069656283,-0.8524686859711175,-0.8533858907274295,-0.8546806831981286,-0.8558270439595602,-0.8557290011876199,-0.8561065845633601,-0.8566406318606156,-0.8575146850789057,-0.858272854262857,-0.8573881235571541,-0.8573111473453466,-0.8548513477995497,-0.8541038298134228,-0.8490301806214422,0
-0.8450376549645873,-0.8457077747022889,-0.846417132809782,-0.8467896843526275,-0.8472205070423369,-0.8482275718231399,-0.8484276279015062,-0.8491016147997066,-0.8500318012366973,-0.8490401687648284,-0.849169695565247,-0.8485730911575864,-0.8501440983076817,-0.8504928829588251,-0.8507563105788974,-0.8516860862543354,-0.8526168079821299,-0.8539044660726338,-0.8550512006690308,-0.8549746084689506,-0.8553953448499324,-0.8559211690635774,-0.856789005295037,-0.8575517887346287,-0.8566769558542185,-0.8565713936105172,-0.8541175781749833,-0.8533655507273157,-0.8482704362463692,-0.850739817353379,0
-0.844963928409775,-0.8456709012190965,-0.8460114118879575,-0.8464207424386977,-0.8474419359242715,-0.8476369259987968,-0.8483537759761434,-0.8492862962071702,-0.8482953113740155,-0.8484119011961754,-0.8478388710155148,-0.8493865986871927,-0.8497372295928056,-0.8499749037316391,-0.8509043472249256,-0.8518341655430426,-0.853135235020673,-0.854274877033494,-0.8541990104859556,-0.8546410467552338,-0.8552099802178837,-0.8560695014634035,-0.8568260986536423,-0.8559563315385358,-0.8558604496916593,-0.8533787220009367,-0.8526321971655121,-0.8475337972187967,-0.8499795834061428,-0.8513344736079658,0
-0.8449270651323689,-0.8452652929039789,-0.8456425746862989,-0.8466421075870556,-0.8468514589057792,-0.8475630952707538,-0.8485384057895504,-0.847550290977013,-0.8476672192960242,-0.847081452227263,-0.8486521526847955,-0.8489798449223896,-0.8492193966829632,-0.8501228977965494,-0.8510523838709537,-0.8523524430535174,-0.8535055400482038,-0.8534229318235156,-0.8538655447621436,-0.8544557346920577,-0.8553582719235227,-0.8561065845633601,-0.8552310842336122,-0.8551400511126277,-0.8526686528743823,-0.8518937584615969,-0.8468020767033373,-0.849242463851866,-0.8505740693747598,-0.8518919638466408,1
-0.8445215690809015,-0.8448965580720538,-0.8458638770072942,-0.8460518005247679,-0.8467776492784675,-0.8477476720908611,-0.8468028855435238,-0.846922374191637,-0.8463371419543955,-0.8478945043749316,-0.8482455118501552,-0.84846215831264,-0.8493673489429181,-0.8502708918614597,-0.8515705121320523,-0.8527226412752852,-0.852653838484883,-0.8530895619587413,-0.8536802860266924,-0.8546039843425985,-0.8553953448499324,-0.8545120112652294,-0.8544150303442943,-0.8519491367204419,-0.8511840962151838,-0.8460652765696882,-0.8485102648642292,-0.8498367826807597,-0.851131399970338,-0.8517061337670825,0
-0.8441529363068402,-0.8451177989712089,-0.8452737374846403,-0.8459780121419819,-0.8469621733467464,-0.8460126499818532,-0.8461751441779397,-0.8455926680578993,-0.8471499669965019,-0.8474879783010975,-0.8477279689697037,-0.8486100687725685,-0.8495153012028731,-0.8507888710886455,-0.8519406037471227,-0.8518711853652193,-0.8523205639601052,-0.8529043564783112,-0.8538284930150534,-0.8546410467552338,-0.8538012090143147,-0.8536961830661858,-0.8512250015042341,-0.8504649904915182,-0.8453572113278291,-0.847772984639929,-0.8491044172680178,-0.8503939565828473,-0.8509456231051453,-0.8553112373105144,0
-0.844374115971277,-0.8445278232401288,-0.8451999700443086,-0.8461624830989468,-0.8452276471049252,-0.8453850887934887,-0.8448458095214086,-0.846405266250739,-0.8467435544754487,-0.8469705814798537,-0.8478758383641184,-0.848757979232497,-0.8500331341127154,-0.8511588562509211,-0.8510893930324608,-0.8515380069656283,-0.8521354114463398,-0.8530525208626554,-0.8538655447621436,-0.8530473630119199,-0.852985604633301,-0.8505070364699244,-0.84974126716002,-0.844639716542993,-0.8470644514859075,-0.848366970055665,-0.8496614351465694,-0.8502082319488182,-0.8545496942898855,-0.857392534201568,1
-0.843784303532779,-0.8444540762737438,-0.8453843886451379,-0.8444284561034767,-0.844600265272777,-0.8440561356887166,-0.8456581807003999,-0.8459989671543192,-0.8462263021759264,-0.8471184091430661,-0.8480237077585332,-0.8492756658422465,-0.8504030147626028,-0.8503078903776872,-0.8507563105788974,-0.8513529078547444,-0.8522835334573522,-0.8530895619587413,-0.8522723196372638,-0.8522319899339454,-0.8497973329620656,-0.8490237124716633,-0.8439176098589796,-0.8463464847062551,-0.847658274149587,-0.8489238313829173,-0.8494757625203856,-0.8538112898489859,-0.8566303951800448,-0.8550139091832211,1
-0.8437105769779667,-0.8446384436897063,-0.8436508537973425,-0.843801254849796,-0.8432716919811691,-0.8448682736971884,-0.8452519951109043,-0.8454818592134212,-0.8463740885472185,-0.8472662368062787,-0.8485412506389846,-0.8496454419920674,-0.8495522892678619,-0.8499749037316391,-0.8505712647713621,-0.8515009871434516,-0.8523205639601052,-0.8514967948270424,-0.8514571812012788,-0.8490446224473178,-0.848314415905677,-0.8432016657784885,-0.8456239043548257,-0.8469401431978246,-0.8482149828967864,-0.8487382109404998,-0.8530778114683535,-0.8558914057501137,-0.854252451305577,-0.8537502646422243,0
-0.8438948933649973,-0.8429053899796586,-0.8430238305545229,-0.8424730639596486,-0.8440835978815961,-0.8444622046929525,-0.8447350316333644,-0.845629604339392,-0.8465218749185106,-0.8477836336275223,-0.8489109241250212,-0.8487949568474791,-0.8492193966829632,-0.8497899111505013,-0.8507193014173904,-0.8515380069656283,-0.8507282523417228,-0.8506818907131499,-0.8482707309515193,-0.8475621259419096,-0.8424939664593518,-0.8449074883764888,-0.8462173980925114,-0.8474966980336709,-0.8480294133143866,-0.8523392475233988,-0.8551573448816133,-0.853514130434539,-0.852989168622266,-0.8552369052786911,1
-0.8421623193269095,-0.8422785407653861,-0.8416960166285519,-0.8432847361702942,-0.8436776449313826,-0.8439453895966523,-0.84488273548409,-0.845777349465363,-0.8470391272180329,-0.8481532027855535,-0.8480606751071368,-0.84846215831264,-0.8490344563580194,-0.8499379052154116,-0.8507563105788974,-0.8499461546120269,-0.8499135812811551,-0.8474963564497522,-0.8467886610679102,-0.8417433271581826,-0.8441993210741986,-0.8455008179757932,-0.8467737984715916,-0.8473111797550555,-0.8516294632129433,-0.8544181964784746,-0.8527807352664591,-0.85225120292314,-0.8544753835438084,-0.8540847587854293,1
-0.8415356436110054,-0.8409510953704559,-0.8425074584722008,-0.8428789000649715,-0.8431609775402018,-0.844093051052738,-0.8450304393348158,-0.8462944574062609,-0.8474085931462629,-0.8473031937220818,-0.8477279689697037,-0.8482772702377295,-0.8491824086179744,-0.8499749037316391,-0.8491649166340947,-0.8491317185241378,-0.8467289580443904,-0.8460147126063113,-0.8409715367747446,-0.8434481981394019,-0.8447924878967542,-0.8460570644751411,-0.846588331678565,-0.8509102343601954,-0.8537078425358214,-0.8520422548155309,-0.8515181614084085,-0.8537369999953741,-0.8533235669796131,-0.8504796552419973,0
-0.8402085656243848,-0.841762312000691,-0.8421017375503763,-0.8423623813854696,-0.8433085967948248,-0.8442407125088239,-0.8455474028123556,-0.8466638202211879,-0.8465588215113337,-0.8469705814798537,-0.8475431322266853,-0.848425180697658,-0.8492193966829632,-0.8483839675338539,-0.8483507150809398,-0.8459480138169351,-0.8452477379342672,-0.8401992605208061,-0.842675917140895,-0.8440411967415652,-0.8453485817928998,-0.8458716489753585,-0.8501863874632841,-0.8529880390806885,-0.8513325518811036,-0.850780035807092,-0.8530035424178799,-0.8525855072643928,-0.8497194957948729,-0.8505911532897323,1
-0.8410195577273196,-0.8413567036855735,-0.8415853654680543,-0.8425099581510416,-0.8434562160494481,-0.844757527605124,-0.8459166624391697,-0.8458142857468557,-0.8462263021759264,-0.8467857969008381,-0.8476910016211001,-0.84846215831264,-0.8476289098884474,-0.8475700001768476,-0.8451679271913345,-0.844467220929864,-0.8394339490020339,-0.841903150940763,-0.8432687450943387,-0.8445971329310932,-0.8451632171608513,-0.8494687096711416,-0.8522636155451839,-0.8506134051144106,-0.8500706787207847,-0.8522649993464319,-0.8518523721355397,-0.848982449364225,-0.8498309619139885,-0.8481753622554737,0
-0.8406140616758523,-0.8408404749208783,-0.8417329003487176,-0.8426575349166135,-0.8439728834406288,-0.8451266812453385,-0.8450673652974972,-0.8454818592134212,-0.8460415692118113,-0.8469336245640506,-0.8477279689697037,-0.8468721208684096,-0.8468151724586952,-0.8443881277812774,-0.8436875607310529,-0.8386551088481101,-0.8411373521286755,-0.8424958084781394,-0.843824521300692,-0.8444118208679172,-0.8487592910225935,-0.8515453632687072,-0.8498896405944413,-0.8493518808198255,-0.8515552353799833,-0.8511141526034435,-0.8482503231875718,-0.8490938841446426,-0.8474158626664823,-0.8486956864782371,0
