Date	Open	High	Low	Close	Volume	Market Cap
Jul 30, 2019 	0.311090 	0.320407 	0.307865 	0.318470 	928,714,010 	13,653,644,725
Jul 29, 2019 	0.311996 	0.313812 	0.308020 	0.310658 	807,093,679 	13,318,731,525
Jul 28, 2019 	0.310631 	0.312774 	0.304110 	0.312288 	846,655,034 	13,376,153,627
Jul 27, 2019 	0.323512 	0.326285 	0.307301 	0.310528 	1,163,969,614 	13,300,742,951
Jul 26, 2019 	0.314740 	0.324508 	0.309720 	0.323530 	1,039,753,781 	13,857,657,307
Jul 25, 2019 	0.315859 	0.321363 	0.313881 	0.314810 	1,086,214,216 	13,484,184,547
Jul 24, 2019 	0.309885 	0.316471 	0.305276 	0.315947 	1,222,619,064 	13,532,870,285
Jul 23, 2019 	0.322267 	0.322349 	0.307652 	0.309926 	1,015,322,888 	13,274,967,598
Jul 22, 2019 	0.331368 	0.331670 	0.318133 	0.322106 	1,079,720,970 	13,796,653,786
Jul 21, 2019 	0.333682 	0.335870 	0.323308 	0.331309 	1,045,044,900 	14,190,843,704
Jul 20, 2019 	0.320490 	0.340477 	0.320079 	0.333209 	1,288,327,249 	14,272,232,666
Jul 19, 2019 	0.322964 	0.324509 	0.314147 	0.320605 	1,181,194,676 	13,732,383,140
Jul 18, 2019 	0.310748 	0.326506 	0.306624 	0.323176 	1,460,358,427 	13,842,515,320
Jul 17, 2019 	0.296762 	0.322181 	0.294550 	0.310613 	2,478,342,585 	13,304,378,913
Jul 16, 2019 	0.315186 	0.320242 	0.291294 	0.296726 	1,527,503,243 	12,630,613,062
Jul 15, 2019 	0.306575 	0.321783 	0.298669 	0.315310 	1,638,295,919 	13,421,671,800
Jul 14, 2019 	0.332685 	0.334864 	0.305326 	0.306426 	1,365,358,144 	13,043,521,742
Jul 13, 2019 	0.344704 	0.345083 	0.325289 	0.332179 	1,076,509,239 	14,139,724,265
Jul 12, 2019 	0.330343 	0.349789 	0.323298 	0.344118 	1,641,965,115 	14,647,922,420
Jul 11, 2019 	0.363446 	0.363634 	0.322926 	0.330335 	2,056,220,396 	14,061,255,160
Jul 10, 2019 	0.394857 	0.397920 	0.352078 	0.363775 	2,300,685,763 	15,484,656,712
Jul 09, 2019 	0.401645 	0.406549 	0.391286 	0.394168 	1,413,299,253 	16,778,394,835
Jul 08, 2019 	0.397261 	0.402690 	0.392328 	0.401533 	1,253,488,309 	17,091,878,214
Jul 07, 2019 	0.389503 	0.398887 	0.387624 	0.397047 	1,210,813,690 	16,900,947,895
Jul 06, 2019 	0.379139 	0.408374 	0.378463 	0.389055 	1,521,409,875 	16,560,748,581
Jul 05, 2019 	0.388729 	0.388729 	0.375611 	0.378964 	1,286,860,595 	16,131,219,596
Jul 04, 2019 	0.408316 	0.408655 	0.387974 	0.388719 	1,385,563,454 	16,546,425,930
Jul 03, 2019 	0.400178 	0.409239 	0.396724 	0.408532 	1,436,716,900 	17,389,810,699
Jul 02, 2019 	0.406414 	0.409737 	0.384477 	0.400204 	1,676,193,189 	17,035,325,314
Jul 01, 2019 	0.395900 	0.417618 	0.389673 	0.406862 	1,783,852,226 	17,318,727,257
Jun 30, 2019 	0.429180 	0.429180 	0.396411 	0.396411 	1,570,726,856 	16,873,846,275
Jun 29, 2019 	0.427877 	0.429711 	0.405958 	0.429378 	1,775,096,156 	18,277,144,071
Jun 28, 2019 	0.409027 	0.427994 	0.402158 	0.427315 	1,974,643,651 	18,189,360,758
Jun 27, 2019 	0.467701 	0.470648 	0.395387 	0.408754 	3,038,678,719 	17,399,283,014
Jun 26, 2019 	0.468444 	0.494310 	0.460844 	0.467451 	3,581,004,665 	19,897,799,407
Jun 25, 2019 	0.470534 	0.473553 	0.458875 	0.468229 	1,958,460,938 	19,930,916,236
Jun 24, 2019 	0.468564 	0.472181 	0.452162 	0.470088 	1,641,873,591 	20,010,034,989
Jun 23, 2019 	0.474858 	0.488133 	0.465424 	0.468291 	2,114,801,632 	19,903,281,582
Jun 22, 2019 	0.443629 	0.505467 	0.442571 	0.474764 	3,641,363,867 	20,178,408,968
Jun 21, 2019 	0.429813 	0.446312 	0.429535 	0.443188 	1,546,835,769 	18,836,369,764
Jun 20, 2019 	0.436565 	0.436714 	0.423504 	0.429823 	1,296,288,449 	18,268,310,634
Jun 19, 2019 	0.428757 	0.438121 	0.426449 	0.436817 	1,150,637,870 	18,565,554,265
Jun 18, 2019 	0.447815 	0.454499 	0.423634 	0.428761 	1,832,910,177 	18,223,194,815
Jun 17, 2019 	0.427161 	0.459385 	0.427092 	0.448080 	1,979,014,573 	19,044,270,772
Jun 16, 2019 	0.410535 	0.438876 	0.408303 	0.427516 	1,981,370,152 	18,170,284,661
Jun 15, 2019 	0.405759 	0.412854 	0.403475 	0.410419 	1,344,741,903 	17,443,622,689
Jun 14, 2019 	0.400839 	0.407512 	0.393815 	0.405921 	1,262,403,987 	17,252,452,725
Jun 13, 2019 	0.401696 	0.407459 	0.399352 	0.400887 	1,209,093,571 	17,038,475,489
Jun 12, 2019 	0.394351 	0.403183 	0.390625 	0.401760 	1,221,700,743 	17,075,593,029
Jun 11, 2019 	0.400674 	0.402053 	0.387196 	0.394261 	1,186,383,476 	16,653,166,702
Jun 10, 2019 	0.388186 	0.404672 	0.383885 	0.400427 	1,477,656,039 	16,913,630,345
Jun 09, 2019 	0.412689 	0.413613 	0.379967 	0.388266 	1,575,002,838 	16,399,949,893
Jun 08, 2019 	0.423261 	0.425115 	0.407667 	0.412411 	1,244,578,044 	17,419,805,679
Jun 07, 2019 	0.419548 	0.430532 	0.416001 	0.423130 	1,659,632,775 	17,872,581,318
Jun 06, 2019 	0.402333 	0.420554 	0.394918 	0.419540 	2,014,934,546 	17,720,913,432
Jun 05, 2019 	0.400272 	0.407157 	0.392688 	0.402732 	1,768,216,479 	16,988,033,342
Jun 04, 2019 	0.425415 	0.425415 	0.391093 	0.400667 	2,537,240,038 	16,900,917,006
Jun 03, 2019 	0.444674 	0.459579 	0.424949 	0.425764 	2,544,969,218 	17,959,558,304
Jun 02, 2019 	0.430953 	0.445865 	0.429799 	0.444785 	1,595,105,832 	18,761,924,960
Jun 01, 2019 	0.438711 	0.440843 	0.424181 	0.430583 	1,740,720,642 	18,162,849,086
May 31, 2019 	0.422332 	0.440177 	0.412928 	0.438574 	2,225,730,799 	18,499,916,713
May 30, 2019 	0.443786 	0.469458 	0.413677 	0.422395 	3,527,827,315 	17,789,891,580
May 29, 2019 	0.446747 	0.453277 	0.424314 	0.443713 	2,538,438,749 	18,687,708,968
May 28, 2019 	0.433781 	0.453887 	0.421021 	0.446549 	3,193,961,851 	18,807,161,864
May 27, 2019 	0.408397 	0.440374 	0.407021 	0.434168 	2,736,949,591 	18,285,708,015
May 26, 2019 	0.387129 	0.409859 	0.379447 	0.408413 	1,848,938,650 	17,200,982,210
May 25, 2019 	0.384804 	0.393600 	0.383478 	0.387040 	1,363,572,843 	16,300,831,593
May 24, 2019 	0.381313 	0.392683 	0.374502 	0.384541 	1,872,678,192 	16,195,609,303
May 23, 2019 	0.376736 	0.383126 	0.366805 	0.381204 	1,595,345,471 	16,055,052,179
May 22, 2019 	0.397493 	0.407428 	0.373879 	0.376637 	2,028,827,460 	15,862,699,533
May 21, 2019 	0.398209 	0.403105 	0.389302 	0.397603 	1,811,582,122 	16,745,727,273
May 20, 2019 	0.417456 	0.417456 	0.384647 	0.398003 	2,258,366,889 	16,762,548,744
May 19, 2019 	0.372647 	0.423387 	0.370944 	0.417700 	2,803,922,255 	17,599,092,589
May 18, 2019 	0.388622 	0.391527 	0.368175 	0.372736 	1,866,646,601 	15,704,580,785
May 17, 2019 	0.419676 	0.423509 	0.366435 	0.386193 	3,644,156,225 	16,271,598,326
May 16, 2019 	0.455692 	0.474619 	0.401363 	0.419707 	4,730,708,975 	17,683,635,997
May 15, 2019 	0.408673 	0.460802 	0.407264 	0.456005 	4,535,603,094 	19,212,993,089
May 14, 2019 	0.325111 	0.417289 	0.323816 	0.409062 	5,834,207,845 	17,235,125,077
May 13, 2019 	0.310118 	0.330486 	0.308434 	0.325475 	1,973,949,373 	13,713,341,569
May 12, 2019 	0.324265 	0.327684 	0.307292 	0.310074 	2,000,224,167 	13,064,438,400
May 11, 2019 	0.300312 	0.336324 	0.300172 	0.324543 	2,226,303,541 	13,674,087,917
May 10, 2019 	0.296523 	0.302207 	0.294114 	0.300387 	1,057,594,529 	12,656,310,572
May 09, 2019 	0.300582 	0.302173 	0.294397 	0.296509 	857,521,678 	12,492,913,760
May 08, 2019 	0.299022 	0.301500 	0.297536 	0.300721 	927,526,280 	12,670,380,604
May 07, 2019 	0.302092 	0.306428 	0.299478 	0.299684 	1,082,385,112 	12,626,698,623
May 06, 2019 	0.302275 	0.305754 	0.296443 	0.302389 	1,048,970,512 	12,726,677,734
May 05, 2019 	0.304628 	0.305519 	0.299611 	0.302342 	805,245,812 	12,724,692,457
