price 1,price 2,price 3,price 4,price 5,price 6,price 7,price 8,price 9,price 10,price 11,price 12,price 13,price 14,price 15,price 16,price 17,price 18,price 19,price 20,price 21,price 22,price 23,price 24,price 25,price 26,price 27,price 28,price 29,price 30,price 31,price 32,price 33,price 34,price 35,price 36,price 37,price 38,price 39,price 40,transaction
0.23183391003460269,0.1660899653979238,0.2525951557093429,0.46482122260669007,0.039215686274509984,0.17070357554786575,0.22952710495963022,0.07612456747404849,0.0,0.6124567474048451,0.28143021914648225,0.29527104959631006,0.4948096885813142,0.8027681660899644,0.6447520184544407,0.7162629757785463,0.7301038062283731,0.6251441753171862,1.0,0.5859284890426762,0.621683967704729,0.6297577854671271,0.6113033448673584,0.43021914648212306,0.3990772779700112,0.6032295271049603,0.2860438292964252,0.20184544405997756,0.2710495963091117,0.24682814302191522,0.169550173010381,0.43021914648212306,0.3483275663206459,0.35409457900807356,0.3748558246828148,0.31718569780853506,0.32641291810841994,0.2768166089965393,0.3125720876585921,0.2387543252595161,0
0.1660899653979238,0.2525951557093429,0.46482122260669007,0.039215686274509984,0.17070357554786575,0.22952710495963022,0.07612456747404849,0.0,0.6124567474048451,0.28143021914648225,0.29527104959631006,0.4948096885813142,0.8027681660899644,0.6447520184544407,0.7162629757785463,0.7301038062283731,0.6251441753171862,1.0,0.5859284890426762,0.621683967704729,0.6297577854671271,0.6113033448673584,0.43021914648212306,0.3990772779700112,0.6032295271049603,0.2860438292964252,0.20184544405997756,0.2710495963091117,0.24682814302191522,0.169550173010381,0.43021914648212306,0.3483275663206459,0.35409457900807356,0.3748558246828148,0.31718569780853506,0.32641291810841994,0.2768166089965393,0.3125720876585921,0.2387543252595161,0.14071510957324163,0
0.2525951557093429,0.46482122260669007,0.039215686274509984,0.17070357554786575,0.22952710495963022,0.07612456747404849,0.0,0.6124567474048451,0.28143021914648225,0.29527104959631006,0.4948096885813142,0.8027681660899644,0.6447520184544407,0.7162629757785463,0.7301038062283731,0.6251441753171862,1.0,0.5859284890426762,0.621683967704729,0.6297577854671271,0.6113033448673584,0.43021914648212306,0.3990772779700112,0.6032295271049603,0.2860438292964252,0.20184544405997756,0.2710495963091117,0.24682814302191522,0.169550173010381,0.43021914648212306,0.3483275663206459,0.35409457900807356,0.3748558246828148,0.31718569780853506,0.32641291810841994,0.2768166089965393,0.3125720876585921,0.2387543252595161,0.14071510957324163,0.19146482122260697,0
0.46482122260669007,0.039215686274509984,0.17070357554786575,0.22952710495963022,0.07612456747404849,0.0,0.6124567474048451,0.28143021914648225,0.29527104959631006,0.4948096885813142,0.8027681660899644,0.6447520184544407,0.7162629757785463,0.7301038062283731,0.6251441753171862,1.0,0.5859284890426762,0.621683967704729,0.6297577854671271,0.6113033448673584,0.43021914648212306,0.3990772779700112,0.6032295271049603,0.2860438292964252,0.20184544405997756,0.2710495963091117,0.24682814302191522,0.169550173010381,0.43021914648212306,0.3483275663206459,0.35409457900807356,0.3748558246828148,0.31718569780853506,0.32641291810841994,0.2768166089965393,0.3125720876585921,0.2387543252595161,0.14071510957324163,0.19146482122260697,0.11764705882352894,1
0.039215686274509984,0.17070357554786575,0.22952710495963022,0.07612456747404849,0.0,0.6124567474048451,0.28143021914648225,0.29527104959631006,0.4948096885813142,0.8027681660899644,0.6447520184544407,0.7162629757785463,0.7301038062283731,0.6251441753171862,1.0,0.5859284890426762,0.621683967704729,0.6297577854671271,0.6113033448673584,0.43021914648212306,0.3990772779700112,0.6032295271049603,0.2860438292964252,0.20184544405997756,0.2710495963091117,0.24682814302191522,0.169550173010381,0.43021914648212306,0.3483275663206459,0.35409457900807356,0.3748558246828148,0.31718569780853506,0.32641291810841994,0.2768166089965393,0.3125720876585921,0.2387543252595161,0.14071510957324163,0.19146482122260697,0.11764705882352894,0.09688581314878872,0
0.17070357554786575,0.22952710495963022,0.07612456747404849,0.0,0.6124567474048451,0.28143021914648225,0.29527104959631006,0.4948096885813142,0.8027681660899644,0.6447520184544407,0.7162629757785463,0.7301038062283731,0.6251441753171862,1.0,0.5859284890426762,0.621683967704729,0.6297577854671271,0.6113033448673584,0.43021914648212306,0.3990772779700112,0.6032295271049603,0.2860438292964252,0.20184544405997756,0.2710495963091117,0.24682814302191522,0.169550173010381,0.43021914648212306,0.3483275663206459,0.35409457900807356,0.3748558246828148,0.31718569780853506,0.32641291810841994,0.2768166089965393,0.3125720876585921,0.2387543252595161,0.14071510957324163,0.19146482122260697,0.11764705882352894,0.09688581314878872,0.12802768166089956,0
0.24689966178128459,0.09695603156708013,0.022547914317925636,0.6211950394588509,0.297632468996618,0.31116121758737414,0.5062006764374289,0.8072153325817352,0.652762119503946,0.7226606538895148,0.73618940248027,0.6335963923337097,1.0,0.595264937993236,0.6302142051860203,0.6381059751972934,0.6200676437429535,0.4430665163472387,0.41262683201803807,0.6121758737316805,0.3021420518602037,0.21984216459977518,0.28748590755355113,0.26381059751973,0.1882750845546791,0.4430665163472387,0.36302142051860203,0.3686583990980832,0.38895152198421695,0.3325817361894024,0.34160090191657283,0.2931228861330323,0.3280721533258167,0.255918827508456,0.1600901916572723,0.2096956031567083,0.13754227733934568,0.1172491544532129,0.14768883878241257,0.0,0
0.20456802383316738,0.13902681231380287,0.6663356504468724,0.3813306852035747,0.3932472691161872,0.5650446871896715,0.8301886792452821,0.6941410129096325,0.7557100297914593,0.7676266137040708,0.6772591857000996,1.0,0.6434955312810329,0.6742800397219463,0.6812313803376356,0.6653426017874872,0.5094339622641514,0.482621648460774,0.6583912611717978,0.3853028798411125,0.31281032770605777,0.3723932472691156,0.3515392254220458,0.2850049652432968,0.5094339622641514,0.4389275074478646,0.44389275074478596,0.4617676266137042,0.4121151936444881,0.4200595829195628,0.377358490566037,0.40814299900695034,0.34458788480635555,0.26017874875868924,0.30387288977159865,0.24031777557100212,0.22244289970208475,0.24925521350546123,0.11916583912611663,0.0,0
0.21110100090991768,0.6942675159235674,0.43312101910828005,0.4440400363967248,0.6014558689717918,0.8444040036396715,0.7197452229299363,0.7761601455868967,0.7870791628753406,0.7042766151046408,1.0,0.6733393994540492,0.7015468607825295,0.7079162875341211,0.6933575978161961,0.5505004549590541,0.5259326660600541,0.6869881710646045,0.4367606915377619,0.3703366696997272,0.4249317561419467,0.40582347588717027,0.34485896269335753,0.5505004549590541,0.48589626933575947,0.49044585987261097,0.5068243858052777,0.4613284804367603,0.46860782529572315,0.4294813466787982,0.45768880800727846,0.39945404913557786,0.32211101000909925,0.36214740673339385,0.3039126478616917,0.28753412192902583,0.312101910828025,0.1929026387625109,0.08371246587807102,0.0,0
0.7706484641638229,0.5747440273037541,0.5829351535836181,0.7010238907849824,0.8832764505119447,0.7897610921501705,0.8320819112627983,0.8402730375426617,0.7781569965870309,1.0,0.7549488054607509,0.7761092150170648,0.7808873720136512,0.7699658703071669,0.662798634812287,0.6443686006825935,0.7651877133105804,0.5774744027303756,0.5276450511945394,0.5686006825938563,0.5542662116040956,0.508532423208191,0.662798634812287,0.6143344709897609,0.6177474402730372,0.6300341296928328,0.595904436860068,0.6013651877133104,0.5720136518771326,0.5931740614334464,0.5494880546075086,0.4914675767918089,0.5215017064846416,0.4778156996587025,0.4655290102389074,0.4839590443686003,0.3945392491467573,0.3126279863481229,0.24982935153583616,0.0,1
