price 1,price 2,price 3,price 4,price 5,price 6,price 7,price 8,price 9,price 10,price 11,price 12,price 13,price 14,price 15,price 16,price 17,price 18,price 19,price 20,price 21,price 22,price 23,price 24,price 25,price 26,price 27,price 28,price 29,price 30,transaction
0.5580357142857143,0.5982142857142857,0.8794642857142856,0.9196428571428573,0.8526785714285713,0.8705357142857142,1.0,0.5892857142857143,0.4285714285714286,0.3705357142857143,0.36160714285714285,0.4017857142857143,0.39285714285714285,0.3214285714285715,0.24107142857142858,0.01785714285714287,0.0758928571428572,0.20535714285714293,0.18303571428571433,0.19642857142857148,0.10714285714285712,0.0982142857142858,0.08928571428571436,0.0982142857142858,0.0758928571428572,0.03571428571428574,0.03571428571428574,0.11607142857142856,0.08035714285714292,0.0,0
0.5982142857142857,0.8794642857142856,0.9196428571428573,0.8526785714285713,0.8705357142857142,1.0,0.5892857142857143,0.4285714285714286,0.3705357142857143,0.36160714285714285,0.4017857142857143,0.39285714285714285,0.3214285714285715,0.24107142857142858,0.01785714285714287,0.0758928571428572,0.20535714285714293,0.18303571428571433,0.19642857142857148,0.10714285714285712,0.0982142857142858,0.08928571428571436,0.0982142857142858,0.0758928571428572,0.03571428571428574,0.03571428571428574,0.11607142857142856,0.08035714285714292,0.0,0.008928571428571435,0
0.8883129883721413,0.9255419922480942,0.8634936524548391,0.8800398763997072,1.0,0.6194368492680365,0.4705208337642247,0.4167456059434037,0.40847249397096974,0.4457014978469227,0.43742838587448873,0.37124349009501684,0.2967854823431108,0.08995768303226102,0.143732910853082,0.26369303445337494,0.24301025452228991,0.2554199224809409,0.17268880275660092,0.164415690784167,0.15614257881173302,0.164415690784167,0.143732910853082,0.10650390697712903,0.10650390697712903,0.18096191472903492,0.14786946683929902,0.07341145908739304,0.08168457105982703,0.0,0
0.9278619566402269,0.8677469205070824,0.8837775968092542,1.0,0.6312944450500477,0.4870183583305013,0.43491866034844273,0.4269033221973568,0.4629723438772435,0.45495700572615755,0.39083430051747026,0.31869625715769695,0.11831280338054899,0.1704125013626075,0.28663490455335333,0.2665965591756385,0.27861956640226737,0.19846618489140813,0.1904508467403223,0.18243550858923638,0.1904508467403223,0.1704125013626075,0.13434347968272084,0.13434347968272084,0.20648152304249406,0.17442017043815045,0.10228212707837714,0.11029746522946306,0.031158023994716236,0.0,0
0.8677469205070824,0.8837775968092542,1.0,0.6312944450500477,0.4870183583305013,0.43491866034844273,0.4269033221973568,0.4629723438772435,0.45495700572615755,0.39083430051747026,0.31869625715769695,0.11831280338054899,0.1704125013626075,0.28663490455335333,0.2665965591756385,0.27861956640226737,0.19846618489140813,0.1904508467403223,0.18243550858923638,0.1904508467403223,0.1704125013626075,0.13434347968272084,0.13434347968272084,0.20648152304249406,0.17442017043815045,0.10228212707837714,0.11029746522946306,0.031158023994716236,0.0,0.01573370802367412,0
0.8869085757227029,1.0,0.6412272057409887,0.5008378514657233,0.45014169575521096,0.44234228718436286,0.47743962575317916,0.46964021718233107,0.4072449486155466,0.33705027147791383,0.14206505720671203,0.19276121291722453,0.3058526371945216,0.2863541157674014,0.2980532286236735,0.22005914291519274,0.21225973434434472,0.20446032577349665,0.21225973434434472,0.19276121291722453,0.15766387434840817,0.15766387434840817,0.2278585514860408,0.19666091720264858,0.12646624006501586,0.13426564863586393,0.05725818811159548,0.02693954717413781,0.04224939622828405,0.0,0
1.0,0.6577636865695683,0.5238451291402689,0.47548565006857757,0.46804573021139423,0.5015253695687191,0.49408544971153573,0.43456609085406944,0.36760681213941965,0.1816088157098372,0.22996829478152866,0.3378471327106865,0.31924733306772823,0.3304072128535032,0.25600801428167014,0.24856809442448694,0.24112817456730362,0.24856809442448694,0.22996829478152866,0.1964886554242038,0.1964886554242038,0.2634479341388535,0.2336882547101203,0.16672897599547057,0.17416889585265388,0.10071084714275456,0.07178964668192597,0.08639383736558395,0.046091791499221976,0.0,1
1.0,0.7964032369623137,0.7228821836431493,0.7115712523632778,0.7624704431226993,0.7511595118428278,0.6606720616038563,0.558873680085013,0.2761003980882264,0.349621451407391,0.5136299549655272,0.48535262676584856,0.5023190236856557,0.389209710886941,0.3778987796070697,0.3665878483271982,0.3778987796070697,0.349621451407391,0.29872226064796936,0.29872226064796936,0.4005206421668125,0.3552769170473267,0.2534785355284835,0.2647894668083549,0.15311098681654403,0.10914200365229976,0.13134479620812348,0.07007348146505969,0.0,0.04784184603447236,1
1.0,0.9076836332313356,0.8934811152669258,0.9573924461067702,0.9431899281423604,0.8295697844270813,0.7017471227473918,0.3466841736371441,0.4390005404058086,0.6449370508897523,0.6094307559787275,0.6307345329253424,0.4887093532812432,0.4745068353168334,0.4603043173524235,0.4745068353168334,0.4390005404058086,0.375089209565964,0.375089209565964,0.5029118712456531,0.4461017993880136,0.3182791377083243,0.3324816556727342,0.19225309455113293,0.13704364646808237,0.16492247910632085,0.08798743929311229,0.0,0.06007239023406464,0.02279220082928503,1
0.9480789585529162,0.9332443752823207,1.0,0.9851654167294046,0.8664887505646416,0.7329775011292826,0.36211291936439743,0.4585377106232677,0.6736391680469012,0.6365527098704126,0.6588045847763058,0.5104587520703515,0.49562416879975624,0.48078958552916085,0.49562416879975624,0.4585377106232677,0.3917820859055883,0.3917820859055883,0.5252933353409469,0.4659550022585654,0.3324437528232066,0.34727833609380204,0.20080907817157823,0.1431426026237928,0.1722621478548081,0.09190321027799268,0.0,0.06274583685963744,0.02380653923265152,0.08415955781074196,1
0.9332443752823207,1.0,0.9851654167294046,0.8664887505646416,0.7329775011292826,0.36211291936439743,0.4585377106232677,0.6736391680469012,0.6365527098704126,0.6588045847763058,0.5104587520703515,0.49562416879975624,0.48078958552916085,0.49562416879975624,0.4585377106232677,0.3917820859055883,0.3917820859055883,0.5252933353409469,0.4659550022585654,0.3324437528232066,0.34727833609380204,0.20080907817157823,0.1431426026237928,0.1722621478548081,0.09190321027799268,0.0,0.06274583685963744,0.02380653923265152,0.08415955781074196,0.19479958848866016,1
1.0,0.9851654167294046,0.8664887505646416,0.7329775011292826,0.36211291936439743,0.4585377106232677,0.6736391680469012,0.6365527098704126,0.6588045847763058,0.5104587520703515,0.49562416879975624,0.48078958552916085,0.49562416879975624,0.4585377106232677,0.3917820859055883,0.3917820859055883,0.5252933353409469,0.4659550022585654,0.3324437528232066,0.34727833609380204,0.20080907817157823,0.1431426026237928,0.1722621478548081,0.09190321027799268,0.0,0.06274583685963744,0.02380653923265152,0.08415955781074196,0.19479958848866016,0.2805227113761228,0
1.0,0.879536305122493,0.7440146483852971,0.36756560189308696,0.4654423539810617,0.6837828009465436,0.6461378962973225,0.6687248390868552,0.518145220489971,0.5030872586302827,0.4880292967705943,0.5030872586302827,0.4654423539810617,0.39768152561246384,0.39768152561246384,0.5332031823496595,0.4729713349109059,0.33744967817371013,0.3525076400333986,0.20383285361176506,0.1452980384745984,0.1748560647070738,0.09328708531314163,0.0,0.0636906612779241,0.024165017192427963,0.08542682922238436,0.1977328732624054,0.2847468116648008,0.23204394515589136,1
1.0,0.8459169269671912,0.4179083907649453,0.5291906101775293,0.777435561174832,0.7346347075546074,0.7603152197267422,0.5891118052458436,0.571991463797754,0.5548711223496642,0.571991463797754,0.5291906101775293,0.452149073661125,0.452149073661125,0.6062321466939335,0.5377507809015742,0.38366770786876564,0.40078804931685547,0.23175035802914043,0.16519845471798092,0.1988048289635089,0.10606393933920617,0.0,0.07241390822298563,0.027474723955894582,0.09712712110330336,0.2248149077085194,0.3237465128004513,0.26382531773213685,0.33230668352449627,1
1.0,0.4940300606860345,0.6255822449076657,0.9190448097097657,0.868447815778369,0.898806012137207,0.6964180364116207,0.6761792388390623,0.6559404412665036,0.6761792388390623,0.6255822449076657,0.5345076558311518,0.5345076558311518,0.7166568339841793,0.635701643693945,0.45355246554091727,0.47379126311347586,0.2739634952808183,0.19528921747701133,0.23501696517206533,0.12538339872151516,0.0,0.08560404209265125,0.03247922234444209,0.11481874638863968,0.265764758384175,0.38271667403696225,0.311880882533007,0.39283607282324157,0.34223907889184496,1
0.5375473050569202,0.6806874249202545,1.0,0.9449461077448714,0.9779784430979486,0.7577628740774343,0.735741317175383,0.7137197602733316,0.735741317175383,0.6806874249202545,0.581590418861023,0.581590418861023,0.7797844309794857,0.6916982033712802,0.49350419125281725,0.5155257481548687,0.298095906082464,0.21249150793711968,0.2557187230580016,0.13642794931958893,0.0,0.09314457922860693,0.03534019451641213,0.12493269661671821,0.28917497338144316,0.41642874209563746,0.33935329293845745,0.4274395205466632,0.3723856282915346,0.49350419125281725,1
0.6806874249202545,1.0,0.9449461077448714,0.9779784430979486,0.7577628740774343,0.735741317175383,0.7137197602733316,0.735741317175383,0.6806874249202545,0.581590418861023,0.581590418861023,0.7797844309794857,0.6916982033712802,0.49350419125281725,0.5155257481548687,0.298095906082464,0.21249150793711968,0.2557187230580016,0.13642794931958893,0.0,0.09314457922860693,0.03534019451641213,0.12493269661671821,0.28917497338144316,0.41642874209563746,0.33935329293845745,0.4274395205466632,0.3723856282915346,0.49350419125281725,0.504514969703843,1
1.0,0.9449461077448714,0.9779784430979486,0.7577628740774343,0.735741317175383,0.7137197602733316,0.735741317175383,0.6806874249202545,0.581590418861023,0.581590418861023,0.7797844309794857,0.6916982033712802,0.49350419125281725,0.5155257481548687,0.298095906082464,0.21249150793711968,0.2557187230580016,0.13642794931958893,0.0,0.09314457922860693,0.03534019451641213,0.12493269661671821,0.28917497338144316,0.41642874209563746,0.33935329293845745,0.4274395205466632,0.3723856282915346,0.49350419125281725,0.504514969703843,0.49350419125281725,0
0.9662238614908112,1.0,0.7748257432720745,0.7523083175992822,0.7297908919264897,0.7523083175992822,0.6960147534173008,0.5946863378897344,0.5946863378897344,0.797343168944867,0.7072734662536971,0.5046166351985641,0.5271340608713567,0.30480825849103965,0.21727626967319338,0.26147685039760155,0.13949995552808428,0.0,0.09524195536821063,0.03613596471969747,0.1277458593268867,0.2956864493509916,0.4258056453437905,0.3469946554890166,0.4370643581801868,0.3807707939982054,0.5046166351985641,0.5158753480349605,0.5046166351985641,0.5721689122169418,0
1.0,0.7748257432720745,0.7523083175992822,0.7297908919264897,0.7523083175992822,0.6960147534173008,0.5946863378897344,0.5946863378897344,0.797343168944867,0.7072734662536971,0.5046166351985641,0.5271340608713567,0.30480825849103965,0.21727626967319338,0.26147685039760155,0.13949995552808428,0.0,0.09524195536821063,0.03613596471969747,0.1277458593268867,0.2956864493509916,0.4258056453437905,0.3469946554890166,0.4370643581801868,0.3807707939982054,0.5046166351985641,0.5158753480349605,0.5046166351985641,0.5721689122169418,0.4820992095257719,0
0.9717594298793704,0.9435188597587411,0.9152782896381114,0.9435188597587411,0.872917434457167,0.7458348689143337,0.7458348689143337,1.0,0.8870377195174818,0.6328725884318153,0.6611131585524449,0.3822798894664085,0.2725003212364852,0.32793514835477516,0.1749559800113245,0.0,0.11944913943922708,0.0453204669295864,0.160214402408356,0.3708396345105417,0.5340305930096119,0.4351885975874082,0.5481508780699267,0.47754945276835264,0.6328725884318153,0.6469928734921301,0.6328725884318153,0.7175942987937041,0.604632018311186,0.6328725884318153,0
0.9435188597587411,0.9152782896381114,0.9435188597587411,0.872917434457167,0.7458348689143337,0.7458348689143337,1.0,0.8870377195174818,0.6328725884318153,0.6611131585524449,0.3822798894664085,0.2725003212364852,0.32793514835477516,0.1749559800113245,0.0,0.11944913943922708,0.0453204669295864,0.160214402408356,0.3708396345105417,0.5340305930096119,0.4351885975874082,0.5481508780699267,0.47754945276835264,0.6328725884318153,0.6469928734921301,0.6328725884318153,0.7175942987937041,0.604632018311186,0.6328725884318153,0.5622711631302415,0
0.9152782896381114,0.9435188597587411,0.872917434457167,0.7458348689143337,0.7458348689143337,1.0,0.8870377195174818,0.6328725884318153,0.6611131585524449,0.3822798894664085,0.2725003212364852,0.32793514835477516,0.1749559800113245,0.0,0.11944913943922708,0.0453204669295864,0.160214402408356,0.3708396345105417,0.5340305930096119,0.4351885975874082,0.5481508780699267,0.47754945276835264,0.6328725884318153,0.6469928734921301,0.6328725884318153,0.7175942987937041,0.604632018311186,0.6328725884318153,0.5622711631302415,0.4634291677080378,0
0.9435188597587411,0.872917434457167,0.7458348689143337,0.7458348689143337,1.0,0.8870377195174818,0.6328725884318153,0.6611131585524449,0.3822798894664085,0.2725003212364852,0.32793514835477516,0.1749559800113245,0.0,0.11944913943922708,0.0453204669295864,0.160214402408356,0.3708396345105417,0.5340305930096119,0.4351885975874082,0.5481508780699267,0.47754945276835264,0.6328725884318153,0.6469928734921301,0.6328725884318153,0.7175942987937041,0.604632018311186,0.6328725884318153,0.5622711631302415,0.4634291677080378,0.35299159419430365,1
0.872917434457167,0.7458348689143337,0.7458348689143337,1.0,0.8870377195174818,0.6328725884318153,0.6611131585524449,0.3822798894664085,0.2725003212364852,0.32793514835477516,0.1749559800113245,0.0,0.11944913943922708,0.0453204669295864,0.160214402408356,0.3708396345105417,0.5340305930096119,0.4351885975874082,0.5481508780699267,0.47754945276835264,0.6328725884318153,0.6469928734921301,0.6328725884318153,0.7175942987937041,0.604632018311186,0.6328725884318153,0.5622711631302415,0.4634291677080378,0.35299159419430365,0.43357182494800206,0
0.7458348689143337,0.7458348689143337,1.0,0.8870377195174818,0.6328725884318153,0.6611131585524449,0.3822798894664085,0.2725003212364852,0.32793514835477516,0.1749559800113245,0.0,0.11944913943922708,0.0453204669295864,0.160214402408356,0.3708396345105417,0.5340305930096119,0.4351885975874082,0.5481508780699267,0.47754945276835264,0.6328725884318153,0.6469928734921301,0.6328725884318153,0.7175942987937041,0.604632018311186,0.6328725884318153,0.5622711631302415,0.4634291677080378,0.35299159419430365,0.43357182494800206,0.3708029217693849,0
0.7458348689143337,1.0,0.8870377195174818,0.6328725884318153,0.6611131585524449,0.3822798894664085,0.2725003212364852,0.32793514835477516,0.1749559800113245,0.0,0.11944913943922708,0.0453204669295864,0.160214402408356,0.3708396345105417,0.5340305930096119,0.4351885975874082,0.5481508780699267,0.47754945276835264,0.6328725884318153,0.6469928734921301,0.6328725884318153,0.7175942987937041,0.604632018311186,0.6328725884318153,0.5622711631302415,0.4634291677080378,0.35299159419430365,0.43357182494800206,0.3708029217693849,0.3553906306260513,0
1.0,0.8870377195174818,0.6328725884318153,0.6611131585524449,0.3822798894664085,0.2725003212364852,0.32793514835477516,0.1749559800113245,0.0,0.11944913943922708,0.0453204669295864,0.160214402408356,0.3708396345105417,0.5340305930096119,0.4351885975874082,0.5481508780699267,0.47754945276835264,0.6328725884318153,0.6469928734921301,0.6328725884318153,0.7175942987937041,0.604632018311186,0.6328725884318153,0.5622711631302415,0.4634291677080378,0.35299159419430365,0.43357182494800206,0.3708029217693849,0.3553906306260513,0.37427227580870415,0
1.0,0.7134675048272764,0.7453044487353568,0.43096238305892526,0.30720263100504464,0.36969696004941105,0.19723623489933953,0.0,0.13466072164800763,0.0510919275836874,0.18061735017932173,0.41806523708176213,0.6020382011489954,0.490608897470714,0.6179566731030356,0.5383643133328346,0.7134675048272764,0.7293859767813167,0.7134675048272764,0.8089783365515176,0.6816305609191964,0.7134675048272764,0.6338751450570758,0.5224458413787944,0.3979442885318552,0.4887862324319763,0.4180238490546817,0.40064883691684683,0.42193501761378926,0.40672650950889916,0
0.8819364778896538,0.9212909852597692,0.532724256740935,0.37974148024108584,0.4569924104832539,0.24380904405933876,0.0,0.16645775982337707,0.06315611342756117,0.22326599121213875,0.5167817458053017,0.7441957020942503,0.6064549262988465,0.763872955779308,0.6654866873540195,0.8819364778896538,0.9016137315747115,0.8819364778896538,1.0,0.8425819705195389,0.8819364778896538,0.7835502094643657,0.6458094336689618,0.4919096971473886,0.6042018807519072,0.5167305849457206,0.4952528625484801,0.5215652861761391,0.5027656380054348,0.4187004748121316,1
0.9212909852597692,0.532724256740935,0.37974148024108584,0.4569924104832539,0.24380904405933876,0.0,0.16645775982337707,0.06315611342756117,0.22326599121213875,0.5167817458053017,0.7441957020942503,0.6064549262988465,0.763872955779308,0.6654866873540195,0.8819364778896538,0.9016137315747115,0.8819364778896538,1.0,0.8425819705195389,0.8819364778896538,0.7835502094643657,0.6458094336689618,0.4919096971473886,0.6042018807519072,0.5167305849457206,0.4952528625484801,0.5215652861761391,0.5027656380054348,0.4187004748121316,0.46546150046930246,1
0.532724256740935,0.37974148024108584,0.4569924104832539,0.24380904405933876,0.0,0.16645775982337707,0.06315611342756117,0.22326599121213875,0.5167817458053017,0.7441957020942503,0.6064549262988465,0.763872955779308,0.6654866873540195,0.8819364778896538,0.9016137315747115,0.8819364778896538,1.0,0.8425819705195389,0.8819364778896538,0.7835502094643657,0.6458094336689618,0.4919096971473886,0.6042018807519072,0.5167305849457206,0.4952528625484801,0.5215652861761391,0.5027656380054348,0.4187004748121316,0.46546150046930246,0.42964299558639224,1
0.37974148024108584,0.4569924104832539,0.24380904405933876,0.0,0.16645775982337707,0.06315611342756117,0.22326599121213875,0.5167817458053017,0.7441957020942503,0.6064549262988465,0.763872955779308,0.6654866873540195,0.8819364778896538,0.9016137315747115,0.8819364778896538,1.0,0.8425819705195389,0.8819364778896538,0.7835502094643657,0.6458094336689618,0.4919096971473886,0.6042018807519072,0.5167305849457206,0.4952528625484801,0.5215652861761391,0.5027656380054348,0.4187004748121316,0.46546150046930246,0.42964299558639224,0.4250385182240887,1
0.4569924104832539,0.24380904405933876,0.0,0.16645775982337707,0.06315611342756117,0.22326599121213875,0.5167817458053017,0.7441957020942503,0.6064549262988465,0.763872955779308,0.6654866873540195,0.8819364778896538,0.9016137315747115,0.8819364778896538,1.0,0.8425819705195389,0.8819364778896538,0.7835502094643657,0.6458094336689618,0.4919096971473886,0.6042018807519072,0.5167305849457206,0.4952528625484801,0.5215652861761391,0.5027656380054348,0.4187004748121316,0.46546150046930246,0.42964299558639224,0.4250385182240887,0.6261321799839041,0
0.24380904405933876,0.0,0.16645775982337707,0.06315611342756117,0.22326599121213875,0.5167817458053017,0.7441957020942503,0.6064549262988465,0.763872955779308,0.6654866873540195,0.8819364778896538,0.9016137315747115,0.8819364778896538,1.0,0.8425819705195389,0.8819364778896538,0.7835502094643657,0.6458094336689618,0.4919096971473886,0.6042018807519072,0.5167305849457206,0.4952528625484801,0.5215652861761391,0.5027656380054348,0.4187004748121316,0.46546150046930246,0.42964299558639224,0.4250385182240887,0.6261321799839041,0.52650230912572,0
0.0,0.16645775982337707,0.06315611342756117,0.22326599121213875,0.5167817458053017,0.7441957020942503,0.6064549262988465,0.763872955779308,0.6654866873540195,0.8819364778896538,0.9016137315747115,0.8819364778896538,1.0,0.8425819705195389,0.8819364778896538,0.7835502094643657,0.6458094336689618,0.4919096971473886,0.6042018807519072,0.5167305849457206,0.4952528625484801,0.5215652861761391,0.5027656380054348,0.4187004748121316,0.46546150046930246,0.42964299558639224,0.4250385182240887,0.6261321799839041,0.52650230912572,0.45471771995726135,0
0.11026559267388505,0.0,0.170903477174153,0.4842062150155955,0.7269509877022928,0.5799245964650656,0.7479547578790395,0.6429359069953058,0.8739773789395195,0.8949811491162663,0.8739773789395195,1.0,0.8319698385860265,0.8739773789395195,0.7689585280557862,0.6219321368185591,0.45765744951218745,0.577519664779828,0.48415160521313605,0.461225990065217,0.4893122315455626,0.4692452295186986,0.3795129225696014,0.4294262820176221,0.3911931191648903,0.3862782369435316,0.6009283666418124,0.4945820774829083,0.41795822350111883,0.30941704035874457,0
0.0,0.170903477174153,0.4842062150155955,0.7269509877022928,0.5799245964650656,0.7479547578790395,0.6429359069953058,0.8739773789395195,0.8949811491162663,0.8739773789395195,1.0,0.8319698385860265,0.8739773789395195,0.7689585280557862,0.6219321368185591,0.45765744951218745,0.577519664779828,0.48415160521313605,0.461225990065217,0.4893122315455626,0.4692452295186986,0.3795129225696014,0.4294262820176221,0.3911931191648903,0.3862782369435316,0.6009283666418124,0.4945820774829083,0.41795822350111883,0.30941704035874457,0.21415864147614497,0
