Date	Open	High	Low	Close	Volume	Market Cap
Oct 21, 2019 	8,225.12 	8,296.69 	8,196.42 	8,243.72 	15,868,748,866 	148,432,733,155
Oct 20, 2019 	7,997.81 	8,281.82 	7,949.44 	8,222.08 	15,504,249,442 	148,026,597,064
Oct 19, 2019 	7,973.80 	8,082.63 	7,944.78 	7,988.56 	13,797,825,640 	143,808,163,807
Oct 18, 2019 	8,100.93 	8,138.41 	7,902.16 	7,973.21 	15,651,592,610 	143,517,630,376
Oct 17, 2019 	8,047.81 	8,134.83 	8,000.94 	8,103.91 	14,313,052,244 	145,853,994,298
Oct 16, 2019 	8,204.67 	8,216.81 	7,985.09 	8,047.53 	16,071,646,996 	144,823,993,562
Oct 15, 2019 	8,373.46 	8,410.71 	8,182.71 	8,205.37 	15,220,412,632 	147,650,082,215
Oct 14, 2019 	8,320.83 	8,390.21 	8,284.13 	8,374.69 	15,151,387,859 	150,680,499,056
Oct 13, 2019 	8,336.90 	8,470.99 	8,276.61 	8,321.01 	13,808,286,059 	149,700,817,939
Oct 12, 2019 	8,315.66 	8,415.24 	8,313.34 	8,336.56 	14,532,641,605 	149,965,767,624
Oct 11, 2019 	8,585.26 	8,721.78 	8,316.18 	8,321.76 	19,604,381,101 	149,685,618,275
Oct 10, 2019 	8,585.28 	8,625.27 	8,471.93 	8,586.47 	17,618,660,671 	154,430,515,160
Oct 09, 2019 	8,229.84 	8,627.71 	8,169.30 	8,595.74 	19,384,942,333 	154,579,656,110
Oct 08, 2019 	8,246.85 	8,332.72 	8,185.76 	8,228.78 	15,592,264,032 	147,966,069,982
Oct 07, 2019 	7,989.12 	8,308.45 	7,905.77 	8,245.62 	18,009,742,607 	148,252,589,805
Oct 06, 2019 	8,149.88 	8,161.41 	7,958.85 	7,988.16 	13,160,830,305 	143,607,672,862
Oct 05, 2019 	8,210.15 	8,215.53 	8,071.12 	8,151.50 	12,200,497,197 	146,529,229,668
Oct 04, 2019 	8,259.49 	8,260.06 	8,151.24 	8,205.94 	13,139,456,229 	147,491,804,056
Oct 03, 2019 	8,390.77 	8,414.23 	8,146.44 	8,259.99 	13,668,823,409 	148,448,162,840
Oct 02, 2019 	8,344.21 	8,393.04 	8,227.70 	8,393.04 	13,125,712,443 	150,823,797,662
Oct 01, 2019 	8,299.72 	8,497.69 	8,232.68 	8,343.28 	15,305,343,413 	149,913,972,768
Sep 30, 2019 	8,104.23 	8,314.23 	7,830.76 	8,293.87 	17,115,474,184 	149,011,567,415
Sep 29, 2019 	8,246.04 	8,261.71 	7,990.50 	8,104.19 	13,034,629,109 	145,590,374,681
Sep 28, 2019 	8,251.27 	8,285.62 	8,125.43 	8,245.92 	14,141,152,736 	148,122,503,616
Sep 27, 2019 	8,113.10 	8,271.52 	7,965.92 	8,251.85 	16,408,941,156 	148,212,635,834
Sep 26, 2019 	8,487.67 	8,515.69 	7,895.63 	8,118.97 	19,258,205,289 	145,812,492,488
Sep 25, 2019 	8,603.43 	8,744.83 	8,325.40 	8,486.99 	21,744,728,353 	152,404,005,091
Sep 24, 2019 	9,729.32 	9,804.32 	8,370.80 	8,620.57 	25,002,886,689 	154,785,821,876
Sep 23, 2019 	10,067.96 	10,074.24 	9,727.14 	9,729.32 	15,144,925,408 	174,674,558,023
Sep 22, 2019 	10,024.12 	10,074.44 	9,922.53 	10,070.39 	13,199,651,699 	180,784,051,699
Sep 21, 2019 	10,183.65 	10,188.10 	10,000.71 	10,019.72 	13,425,266,806 	179,853,287,294
Sep 20, 2019 	10,266.32 	10,285.87 	10,132.19 	10,181.64 	14,734,189,639 	182,738,947,696
