Date	Open	High	Low	Close	Volume	Market Cap
Dec 22, 2019	0.193999	0.197370	0.192513	0.196978	1,261,599,021	8,532,972,546
Dec 21, 2019	0.195340	0.196173	0.190614	0.194082	1,208,597,753	8,407,526,855
Dec 20, 2019	0.190900	0.197967	0.186777	0.195316	1,765,470,385	8,460,970,904
Dec 19, 2019	0.196289	0.197257	0.185322	0.190819	1,588,179,338	8,264,443,017
Dec 18, 2019	0.184613	0.197512	0.178485	0.196176	2,136,022,808	8,496,449,615
Dec 17, 2019	0.207189	0.207659	0.180494	0.183699	2,059,426,123	7,956,063,481
Dec 16, 2019	0.218647	0.218908	0.206862	0.207225	1,486,338,425	8,974,974,229
Dec 15, 2019	0.217573	0.220074	0.211347	0.218601	1,171,149,673	9,467,680,410
Dec 14, 2019	0.220748	0.221742	0.216795	0.217356	1,078,990,952	9,413,737,187
Dec 13, 2019	0.219827	0.221007	0.216930	0.220755	1,252,707,498	9,560,937,204
Dec 12, 2019	0.222013	0.222692	0.218963	0.219859	1,287,697,362	9,522,171,540
Dec 11, 2019	0.224241	0.224742	0.221290	0.222053	1,072,062,152	9,611,705,134
Dec 10, 2019	0.225439	0.226251	0.221276	0.224302	1,191,690,782	9,709,071,953
Dec 09, 2019	0.230433	0.231324	0.223183	0.225452	1,241,659,373	9,758,847,242
Dec 08, 2019	0.228453	0.233737	0.226260	0.230435	1,117,646,358	9,974,529,031
Dec 07, 2019	0.225492	0.228891	0.225390	0.228445	1,073,561,928	9,888,381,919
Dec 06, 2019	0.222959	0.225858	0.220785	0.225505	1,253,702,621	9,761,133,164
Dec 05, 2019	0.216249	0.226575	0.213965	0.222928	1,424,294,121	9,649,602,827
Dec 04, 2019	0.219824	0.221770	0.212603	0.216348	1,427,312,577	9,364,745,688
Dec 03, 2019	0.219516	0.223179	0.216675	0.219870	1,017,648,495	9,517,202,026
Dec 02, 2019	0.225386	0.227203	0.217283	0.219581	1,187,513,777	9,507,818,760
Dec 01, 2019	0.226466	0.226525	0.220253	0.225333	1,176,237,060	9,756,884,341
Nov 30, 2019	0.230232	0.233615	0.224546	0.226474	1,160,032,624	9,806,315,573
Nov 29, 2019	0.224623	0.231636	0.224129	0.230217	1,325,761,774	9,968,382,707
Nov 28, 2019	0.225221	0.231131	0.224198	0.224570	1,244,175,231	9,723,838,882
Nov 27, 2019	0.221845	0.228498	0.216199	0.225081	1,608,881,984	9,745,970,911
Nov 26, 2019	0.218464	0.223212	0.214957	0.222145	1,322,723,640	9,618,843,673
Nov 25, 2019	0.222832	0.225923	0.207013	0.218622	9,415,068,271	9,466,286,656
Nov 24, 2019	0.236227	0.236373	0.223184	0.223184	2,932,397,174	9,663,857,831
Nov 23, 2019	0.231574	0.236188	0.227707	0.236188	1,480,512,363	10,226,933,084
Nov 22, 2019	0.243775	0.246417	0.225687	0.231600	2,012,230,945	10,028,238,451
Nov 21, 2019	0.251316	0.253512	0.240784	0.243766	1,586,333,624	10,555,043,277
Nov 20, 2019	0.256545	0.259139	0.250331	0.251364	1,319,069,498	10,884,017,518
Nov 19, 2019	0.255646	0.258563	0.246971	0.256500	1,420,685,334	11,106,437,807
Nov 18, 2019	0.265137	0.265514	0.249842	0.255653	1,452,996,115	11,069,403,326
Nov 17, 2019	0.264009	0.269385	0.262832	0.265253	1,273,573,229	11,485,052,604
Nov 16, 2019	0.261694	0.265443	0.260609	0.263886	1,195,333,401	11,425,884,645
Nov 15, 2019	0.270463	0.271049	0.259878	0.261654	1,548,251,349	11,329,241,896
Nov 14, 2019	0.272903	0.273868	0.268069	0.270391	1,264,478,184	11,707,513,880
Nov 13, 2019	0.272379	0.275665	0.271303	0.273036	1,278,922,350	11,822,051,383
Nov 12, 2019	0.275179	0.277042	0.270781	0.272418	1,404,766,289	11,795,294,866
Nov 11, 2019	0.280164	0.281727	0.272008	0.275086	1,437,677,669	11,910,794,571
Nov 10, 2019	0.280273	0.283117	0.276669	0.280204	1,557,437,413	12,132,388,502
Nov 09, 2019	0.276863	0.282471	0.276328	0.280196	1,449,652,131	12,117,941,815
Nov 08, 2019	0.292438	0.292612	0.274005	0.276953	2,026,687,432	11,977,697,598
Nov 07, 2019	0.310175	0.313278	0.283395	0.292431	2,430,065,390	12,647,080,586
Nov 06, 2019	0.301103	0.311605	0.298735	0.310086	1,790,567,871	13,410,631,514
Nov 05, 2019	0.299906	0.304524	0.297917	0.301255	1,964,177,330	13,028,715,563
Nov 04, 2019	0.291236	0.299949	0.290893	0.299937	1,647,597,869	12,971,721,432
Nov 03, 2019	0.296272	0.297173	0.288818	0.291261	1,381,510,371	12,596,463,117
Nov 02, 2019	0.292688	0.299039	0.292539	0.296263	1,460,243,469	12,812,796,808
Nov 01, 2019	0.296389	0.296487	0.288932	0.292642	1,572,251,058	12,656,190,134
Oct 31, 2019	0.296527	0.302379	0.290938	0.296358	1,666,132,252	12,816,900,825
Oct 30, 2019	0.301913	0.305180	0.292403	0.296555	1,883,224,296	12,825,432,798
Oct 29, 2019	0.295991	0.307984	0.295357	0.301956	2,125,813,360	13,058,999,924
Oct 28, 2019	0.298143	0.302837	0.293587	0.296007	2,061,536,473	12,801,729,616
Oct 27, 2019	0.293886	0.301481	0.289935	0.298100	2,237,941,946	12,892,254,871
Oct 26, 2019	0.298039	0.310290	0.286818	0.293699	3,122,465,894	12,701,942,701
Oct 25, 2019	0.278607	0.299947	0.277240	0.298165	2,486,979,029	12,895,056,501
Oct 24, 2019	0.274101	0.281281	0.269274	0.278491	1,638,078,551	12,042,668,475
Oct 23, 2019	0.291556	0.292737	0.260083	0.274143	2,172,985,938	11,854,650,118
Oct 22, 2019	0.293019	0.301484	0.291104	0.291607	1,632,212,674	12,609,856,226
Oct 21, 2019	0.294265	0.294720	0.289768	0.292979	1,609,355,490	12,669,199,713
Oct 20, 2019	0.293042	0.297051	0.285773	0.294179	1,804,228,003	12,721,101,190
Oct 19, 2019	0.294852	0.299229	0.289901	0.293022	1,768,492,071	12,671,070,331
Oct 18, 2019	0.302340	0.302340	0.286964	0.295005	1,809,664,285	12,756,788,002
Oct 17, 2019	0.284556	0.302481	0.282608	0.302315	1,807,694,164	13,049,972,343
Oct 16, 2019	0.288895	0.292086	0.280962	0.284640	1,626,378,642	12,286,985,753
Oct 15, 2019	0.296438	0.298265	0.284174	0.288702	1,686,563,830	12,462,323,338
Oct 14, 2019	0.277626	0.296590	0.276666	0.296523	1,685,629,956	12,799,942,425
Oct 13, 2019	0.273129	0.281705	0.272383	0.277765	1,176,911,158	11,990,204,703
Oct 12, 2019	0.271115	0.278960	0.271074	0.273191	1,100,066,310	11,792,798,089
Oct 11, 2019	0.272109	0.275936	0.268589	0.271099	1,265,760,690	11,702,493,149
Oct 10, 2019	0.281551	0.281551	0.268893	0.272073	1,383,555,182	11,744,507,007
Oct 09, 2019	0.278392	0.283725	0.274915	0.281627	1,579,225,264	12,156,932,944
Oct 08, 2019	0.275829	0.283569	0.271744	0.278459	1,518,125,769	12,020,170,580
Oct 07, 2019	0.257570	0.279092	0.255627	0.275685	1,938,984,643	11,900,420,320
Oct 06, 2019	0.253434	0.257705	0.252341	0.257705	965,338,466	11,112,666,133
Oct 05, 2019	0.253608	0.256505	0.249384	0.253457	944,304,199	10,929,504,865
Oct 04, 2019	0.247924	0.256247	0.247425	0.253935	1,078,860,456	10,950,104,521
Oct 03, 2019	0.253457	0.253503	0.244366	0.247860	1,043,933,395	10,688,160,807
Oct 02, 2019	0.249618	0.254884	0.246791	0.253539	1,093,145,013	10,933,024,350
Oct 01, 2019	0.256213	0.260526	0.247843	0.249565	1,319,433,697	10,761,681,803
