crypto,end_date,normalize,normalize_by_row,predictor_cls,predictor_params.daily_allowance,predictor_params.lookahead_days,predictor_params.prob_buy,predictor_params.prob_sell,predictor_params.starting_investment,price_column,standardize,start_date,window_size,cv_folds,dev_size,shuffle_data,training_size,neurons,LSTM_acc,LSTM_loss
LTC,2019-09-30,True,True,BiffPredictor,5,1,1,1,100,Close,True,2016-01-01,30,4,0.5,True,0.7,20,0.5089552233468241,0.49637771880448756
LTC,2019-09-30,True,True,BiffPredictor,5,1,1,1,100,Close,True,2016-01-01,30,4,0.5,True,0.7,40,0.5253731341504339,0.49007735421408466
LTC,2019-09-30,True,True,BiffPredictor,5,1,1,1,100,Close,True,2016-01-01,30,4,0.5,True,0.7,60,0.4940298508352308,0.506918007580202
LTC,2019-09-30,True,True,BiffPredictor,5,1,1,1,100,Close,True,2016-01-01,30,4,0.5,True,0.7,80,0.48656716417910445,0.5088805492244549
LTC,2019-09-30,True,True,BiffPredictor,5,1,1,1,100,Close,True,2016-01-01,30,4,0.5,True,0.7,100,0.4746268653157932,0.5256360525515542
LTC,2019-09-30,True,True,BiffPredictor,5,1,1,1,100,Close,True,2017-01-01,30,4,0.5,True,0.7,20,0.49691991792567214,0.5004494688349338
LTC,2019-09-30,True,True,BiffPredictor,5,1,1,1,100,Close,True,2017-01-01,30,4,0.5,True,0.7,40,0.503080082502698,0.4935434911040555
LTC,2019-09-30,True,True,BiffPredictor,5,1,1,1,100,Close,True,2017-01-01,30,4,0.5,True,0.7,60,0.503080082502698,0.5049382189338457
LTC,2019-09-30,True,True,BiffPredictor,5,1,1,1,100,Close,True,2017-01-01,30,4,0.5,True,0.7,80,0.5010266941063702,0.5008251484659418
LTC,2019-09-30,True,True,BiffPredictor,5,1,1,1,100,Close,True,2017-01-01,30,4,0.5,True,0.7,100,0.5030800821967194,0.49776580629897066
LTC,2019-09-30,True,True,BiffPredictor,5,1,1,1,100,Close,True,2018-01-01,30,4,0.5,True,0.7,20,0.4901315789473684,0.493616615471087
LTC,2019-09-30,True,True,BiffPredictor,5,1,1,1,100,Close,True,2018-01-01,30,4,0.5,True,0.7,40,0.5098684210526315,0.49975065337984187
LTC,2019-09-30,True,True,BiffPredictor,5,1,1,1,100,Close,True,2018-01-01,30,4,0.5,True,0.7,60,0.5032894736842105,0.4972992978597942
LTC,2019-09-30,True,True,BiffPredictor,5,1,1,1,100,Close,True,2018-01-01,30,4,0.5,True,0.7,80,0.5131578947368421,0.48266405337735224
LTC,2019-09-30,True,True,BiffPredictor,5,1,1,1,100,Close,True,2018-01-01,30,4,0.5,True,0.7,100,0.5032894736842105,0.5013612696998998
LTC,2019-09-30,True,True,BiffPredictorSmart,5,1,1,1,100,Close,True,2016-01-01,30,4,0.5,True,0.7,20,0.49552238832658796,0.4968529710129126
LTC,2019-09-30,True,True,BiffPredictorSmart,5,1,1,1,100,Close,True,2016-01-01,30,4,0.5,True,0.7,40,0.5134328359988198,0.4799468586693949
LTC,2019-09-30,True,True,BiffPredictorSmart,5,1,1,1,100,Close,True,2016-01-01,30,4,0.5,True,0.7,60,0.5134328359098577,0.49544120991407936
LTC,2019-09-30,True,True,BiffPredictorSmart,5,1,1,1,100,Close,True,2016-01-01,30,4,0.5,True,0.7,80,0.5074626870119749,0.4990942595609978
LTC,2019-09-30,True,True,BiffPredictorSmart,5,1,1,1,100,Close,True,2016-01-01,30,4,0.5,True,0.7,100,0.497014925728983,0.4973957120482601
LTC,2019-09-30,True,True,BiffPredictorSmart,5,1,1,1,100,Close,True,2017-01-01,30,4,0.5,True,0.7,20,0.47638603720576855,0.5229621216257005
LTC,2019-09-30,True,True,BiffPredictorSmart,5,1,1,1,100,Close,True,2017-01-01,30,4,0.5,True,0.7,40,0.48254620159920725,0.5164618919272688
LTC,2019-09-30,True,True,BiffPredictorSmart,5,1,1,1,100,Close,True,2017-01-01,30,4,0.5,True,0.7,60,0.4784394254185091,0.5168731149584361
LTC,2019-09-30,True,True,BiffPredictorSmart,5,1,1,1,100,Close,True,2017-01-01,30,4,0.5,True,0.7,80,0.4948665301413017,0.5027147610451896
LTC,2019-09-30,True,True,BiffPredictorSmart,5,1,1,1,100,Close,True,2017-01-01,30,4,0.5,True,0.7,100,0.4722792611474619,0.5230646221544708
LTC,2019-09-30,True,True,BiffPredictorSmart,5,1,1,1,100,Close,True,2018-01-01,30,4,0.5,True,0.7,20,0.5361842105263158,0.4785676237783934
LTC,2019-09-30,True,True,BiffPredictorSmart,5,1,1,1,100,Close,True,2018-01-01,30,4,0.5,True,0.7,40,0.5328947368421053,0.4537047602628407
LTC,2019-09-30,True,True,BiffPredictorSmart,5,1,1,1,100,Close,True,2018-01-01,30,4,0.5,True,0.7,60,0.5328947368421053,0.47607175613704483
LTC,2019-09-30,True,True,BiffPredictorSmart,5,1,1,1,100,Close,True,2018-01-01,30,4,0.5,True,0.7,80,0.5098684210526315,0.5063345589135823
LTC,2019-09-30,True,True,BiffPredictorSmart,5,1,1,1,100,Close,True,2018-01-01,30,4,0.5,True,0.7,100,0.5197368421052632,0.4782002960380755
LTC,2019-09-30,True,True,BiffPredictor,5,2,1,1,100,Close,True,2016-01-01,30,4,0.5,True,0.7,20,0.5381165917055133,0.4708900849024455
LTC,2019-09-30,True,True,BiffPredictor,5,2,1,1,100,Close,True,2016-01-01,30,4,0.5,True,0.7,40,0.5426008969500817,0.45741833236363616
LTC,2019-09-30,True,True,BiffPredictor,5,2,1,1,100,Close,True,2016-01-01,30,4,0.5,True,0.7,60,0.5724962621882714,0.43976318925307295
LTC,2019-09-30,True,True,BiffPredictor,5,2,1,1,100,Close,True,2016-01-01,30,4,0.5,True,0.7,80,0.5470852018828171,0.4597993521590582
LTC,2019-09-30,True,True,BiffPredictor,5,2,1,1,100,Close,True,2016-01-01,30,4,0.5,True,0.7,100,0.5440956647709703,0.4744900796445496
LTC,2019-09-30,True,True,BiffPredictor,5,2,1,1,100,Close,True,2017-01-01,30,4,0.5,True,0.7,20,0.5082304529201838,0.49598913121615906
LTC,2019-09-30,True,True,BiffPredictor,5,2,1,1,100,Close,True,2017-01-01,30,4,0.5,True,0.7,40,0.5082304526748971,0.4937501051788958
LTC,2019-09-30,True,True,BiffPredictor,5,2,1,1,100,Close,True,2017-01-01,30,4,0.5,True,0.7,60,0.5329218106995884,0.46914616141299653
LTC,2019-09-30,True,True,BiffPredictor,5,2,1,1,100,Close,True,2017-01-01,30,4,0.5,True,0.7,80,0.5288065841168533,0.4779042527999407
LTC,2019-09-30,True,True,BiffPredictor,5,2,1,1,100,Close,True,2017-01-01,30,4,0.5,True,0.7,100,0.5020576131687243,0.49780111928535586
LTC,2019-09-30,True,True,BiffPredictor,5,2,1,1,100,Close,True,2018-01-01,30,4,0.5,True,0.7,20,0.5592105263157895,0.4361143300407811
